DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
rf;RJ;etanolhidratado;knn_rf_deepar_svr_catboost_arima;{};12;12;27514.67080979706;0.25759571360648453;45.45454545454545;27.474022514338404;0.995025816507634;48592.79344541728;52083.14623291156;54817.37214789221;52253.07022408394;50040.67546997959;49612.195915314674;48643.89768424157;49534.725704812685;44012.14280014944;48179.66270544358;41971.753657376576;37789.550879782604
svr;RJ;etanolhidratado;knn_rf_deepar_svr_catboost_arima;{};12;12;26772.379767405422;0.25653118266234454;54.54545454545455;27.589339340926706;0.9804714708242185;47264.279449447116;57028.12801153162;49548.854887249356;47478.15029054732;48467.808719073626;49883.54566717468;47419.20235096174;51285.544376435246;46985.980075871325;48992.68629949272;42687.79700753525;39570.731303158296
ridge;RJ;etanolhidratado;knn_rf_deepar_svr_catboost_arima;{};12;12;26823.599804047226;0.2562452562406675;54.54545454545455;27.62715223459479;0.9805893143126798;47189.053231621874;56443.41273877423;49997.48147822531;47384.164631350686;48649.80411065206;50438.988998173896;46445.923571201965;52056.62761495341;46760.96989530575;48500.105570484906;42778.00624634148;39667.062823393404
linear;RJ;etanolhidratado;knn_rf_deepar_svr_catboost_arima;{};12;12;26823.71107121838;0.256235316279229;54.54545454545455;27.626954789518095;0.9805586449273911;47187.72012917461;56455.51229308065;49982.4034470799;47384.87128055877;48649.829505239984;50446.46157348929;46436.48671234817;52066.170523761444;46752.6769171012;48502.80057941876;42775.73334269101;39672.506879725464
