DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;4627.553898430622;RO;glp;SARIMA;{'p': 3, 'd': 1, 'q': 3, 's': 12};12;12;256.2802602734635;0.0286419390874283;63.63636363636363;0.7297797353895571;0.8884184729709379;7808.799340734481;7471.420904962241;7673.999615437231;7473.9726875410415;7548.234941366144;7737.446585197789;7350.623366964379;7492.046976302733;7584.619354283291;7800.952848028002;7176.667741593993;7138.307751599808;-4.132753825869144;0.000854585410097;11;385;-3.4474498334928687;-2.8690765390453703;-2.570784795075055;True
log;5967.149258505347;RO;glp;SARIMA;{'p': 3, 'd': 1, 'q': 3, 's': 12};12;12;275.4172504581447;0.0297415083253587;54.54545454545455;1.4475152100761028;0.9259150001853416;7759.087877034441;7444.8842697940145;7588.09573376744;7438.535913113339;7551.932519254531;7651.522679738519;7267.954118513723;7477.2410925412;7430.641574510656;7794.990496268381;7115.237684323386;7084.398666742991;-4.287372557529176;0.0004671180921198;12;384;-3.4474946672686824;-2.869096243698685;-2.570795299750434;True
deseasonal;5749.82410260945;RO;glp;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;291.89788854130063;0.03131482060685306;54.54545454545455;1.7066819405275422;0.9770726047367569;7708.988971846969;7467.770100100136;7548.359484199913;7425.7760057834785;7570.747863461753;7570.709233226476;7292.960362748539;7411.6925560914915;7402.7587584180865;7804.628960950688;7079.91662354694;7084.5777269771625;-7.074618134013631;4.837917991966217e-10;2;394;-3.4470566389664703;-2.8689037160476016;-2.570692663557422;True
