DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;R2;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;11372.61204943302;SE;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;1571.604241647886;0.044399532021525225;83.33333333333333;-2.720492370560219;0.464168744214035;32720.90571862847;31591.209066613486;31962.46090534409;30362.453278131277;29973.92951522757;32495.760412524694;32288.70861896251;35026.970864670984;34179.04287166071;34842.78933511089;32738.700219590548;29774.138044154784;-5.371780213580754;3.881490960165987e-06;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
deseasonal;11792.00046886179;SE;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;1629.356093831615;0.04649005139481419;83.33333333333333;-3.130284048122144;0.4240647278936869;32683.49191143352;31812.124415865303;32270.42868749834;30749.69146292213;30351.54690671235;32684.717155088438;32416.592352818694;35072.89984395595;34125.12875506635;34563.774166803356;32527.07086231502;30247.312766465027;-7.275458146254261;1.548690748170356e-10;2;394;-3.4470566389664703;-2.8689037160476016;-2.570692663557422;True
deseasonal-log;11714.197119530774;SE;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;1618.6357206655814;0.046179489920448395;83.33333333333333;-3.11454540513036;0.4316185453844382;32707.8369570635;31816.64761805453;32285.38820665956;30699.03575704147;30339.540918951196;32670.619140818395;32401.044326357907;35077.269652539246;34154.57681619311;34568.52981618735;32485.762077902895;30239.0859378897;-7.27212434150295;1.578399711234895e-10;2;394;-3.4470566389664703;-2.8689037160476016;-2.570692663557422;True
deseasonal-diff;73593.68110135086;SE;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 3, 's': 12};12;12;5076.199320224833;0.146918010214568;66.66666666666667;-14.302021102260918;-4.590092466749195;34386.78581443854;33124.290181435135;34484.01041372331;33583.659560825196;34279.32007668871;35440.87358836671;36593.62245560224;38118.865268527145;38009.59350351273;39014.08850092753;38198.174017399644;36465.16399908737;-6.750404297122181;2.9610553504319966e-09;15;381;-3.4476305904172904;-2.869155980820355;-2.570827146203181;True
diff;35256.89875245439;SE;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 4, 's': 12};12;12;3245.0707548047194;0.09038063519924046;75.0;-8.549002572545486;-1.2844938827610966;34027.10970440348;32372.946389109562;32923.19527346585;32473.338614676875;32249.93624923382;34011.7056389656;34511.521950211005;35966.22398026866;35712.20372588794;36636.68417521333;35408.056723446905;33677.39501464469;-5.982532766758024;1.8241200860913605e-07;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log;11232.852364331518;SE;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;1552.3945892299348;0.043285876296422575;83.33333333333333;-2.5026323534572197;0.47718757636883413;32759.861038888346;31450.743878731413;31828.232040000636;30174.692282934422;29868.971837072193;32360.977186177497;32133.344867272073;35013.83973470375;34198.49268891925;34963.86482157263;32704.22225402214;29677.00760152347;-5.3928472393361595;3.5063658395135716e-06;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log-diff;58029.76754195881;SE;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 4, 's': 12};12;12;4006.762109709959;0.11268809401453012;66.66666666666667;-10.974045193679917;-2.4828019169835236;34102.81368453807;32646.43128462113;33340.102655413364;32428.47638802225;32492.346691708924;34742.62192516863;35269.673376663326;37649.73861624513;37160.0771374048;38288.06721114606;36521.57281944572;34487.351232610665;-5.600221208193209;1.2697768789211438e-06;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;True
