DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;R2;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;442023.30245687836;MT;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 3, 's': 12};12;12;30547.510116193935;0.08367177458735318;66.66666666666667;6.935694504591789;0.47506568266964777;317305.3273497385;258205.56239504024;272793.09271561087;329335.8233303449;351602.1307865682;330400.4494772636;314121.89002183545;329740.4839296833;273414.50752564013;255647.1213144028;314717.45650102553;348489.2708771521;-5.29318032809699;5.656598989554665e-06;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
deseasonal;475883.0989546011;MT;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 4, 's': 12};12;12;32882.67595964172;0.08858128749002141;66.66666666666667;7.207888951069609;0.3917422705944683;325620.0237446468;256897.05870009764;279093.2369012768;329255.08284798195;354264.2420005153;329699.5670756962;315916.74214715103;329537.6294718227;270732.86183966964;249401.38277991192;295361.4338979754;349184.458966775;-4.144197352882023;0.0008178311636033177;13;383;-3.44753973676872;-2.8691160516676844;-2.57080585953957;True
deseasonal-log;486592.04277196014;MT;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 4, 's': 12};12;12;33621.37272870017;0.0898466688166995;66.66666666666667;7.5131553358799135;0.364106752185964;323883.5504827561;255587.26634243623;277004.13443783566;328295.9558084747;353369.16238005203;328895.83135162044;315413.04699331865;329357.2108961978;270707.6384085887;249086.4104352261;293219.8987848078;348020.86417229025;-4.126398538023889;0.0008756604353405308;13;383;-3.44753973676872;-2.8691160516676844;-2.57080585953957;True
deseasonal-diff;290565.22622801125;MT;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;20099.179310849802;0.05260161229104592;66.66666666666667;0.9622169604705428;0.7727468141670368;326777.2865448896;274124.4849882026;298141.4279228754;346289.10517781303;378027.94417376677;349570.37504441786;342359.3467431968;351485.75768914324;297895.06212466425;276626.99985397066;320221.9533597701;371472.33212009893;-7.56894620705312;2.875417938394477e-11;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
diff;284910.9823270071;MT;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;19708.935351097454;0.05111963975348321;66.66666666666667;-0.2823860588363467;0.7814858019098796;321780.7165388123;278656.67140567134;300613.085978818;346616.64514831424;376632.8948239546;351199.5475915757;344272.0750311153;354629.52695220656;306567.9114673416;288205.04650479776;332040.9313066407;381202.7437856531;-8.525839514688267;1.0698171509245636e-13;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
log;433299.71441005;MT;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;29947.01758991136;0.08101664187413164;66.66666666666667;6.2929912981271245;0.49550079493172206;324076.2164088639;260574.7513904736;275697.4672493098;331212.25399347063;354918.1427572824;334241.4440875096;319764.7584448354;332782.9207774979;275351.0103172625;257333.17662560742;303092.3982314479;352251.62926950405;-5.394910683356705;3.471577838707397e-06;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log-diff;283282.11950835073;MT;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;19595.769764100685;0.05194869800885374;66.66666666666667;1.2911422388110256;0.7839879456430152;319153.73439691006;270859.6536147357;293792.42328674905;345095.9358817642;376327.303868514;348756.58499836654;341350.8239818787;350846.9144653097;297599.4282405403;276848.8245648071;323351.71422033804;375946.44149459153;-8.599234481403077;6.94146657917241e-14;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
