DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;18139.146958615183;DF;glp;knn;{'n_neighbors': 7};12;12;1149.5999665028248;0.07329935922084065;63.63636363636363;-0.6353165238563004;1.6026586848361832;13533.837904449396;12928.571832383546;14713.623663188786;14005.207163956635;14776.8848531273;14633.29247102826;15252.438863029703;15056.57222396381;14519.626803347008;14568.157827502147;14480.453031684701;15185.728607228799
log;18703.273875595914;DF;glp;knn;{'n_neighbors': 9};12;12;1185.3967512202273;0.07204720344239156;63.63636363636363;-0.5120798032462516;1.573103330310092;12754.951789748391;13002.983574736174;15004.883742786344;14157.606763593925;14752.523948857906;14927.11638412176;15235.074822603681;15126.612334222751;14453.87137646167;14485.505071744412;14393.10228200655;15147.50820414677
deseasonal;8464.868870653807;DF;glp;knn;{'n_neighbors': 9};12;12;715.5989532027277;0.043671333842686455;72.72727272727273;0.47551580546996264;0.9755341983507859;14272.094025112505;14174.789928294624;14002.941670966447;14358.050092674423;14568.473373586407;14809.216901383015;14109.512144066925;14242.443112426015;14160.160818487986;15258.884729881584;13845.416678022239;13935.580551775416
