DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
RandomForest;35270.76334786041;SC;querosenedeaviacao;VARMA;();12;12;1623.4467849542164;0.16851423568875853;50.0;15.409775017044621;5211.23823926584;5088.64262861704;5077.872708963259;4992.154841326396;4972.147691115131;4845.399123988052;4638.10004399513;3912.1291598913276;4236.695460592263;4078.9433564008486;4308.605204257167;4655.061818073324
