train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;GO;etanolhidratado;ARIMA;(11, 1, 7);12;12;23549.57836252282;0.13844035698892543;45.45454545454545;12.38503012205727;557629.5224010239;0.6624854547877737;101697.27303468873;96764.95249284738;106757.17843446793;110143.0741647862;106383.0852687418;111036.87584137896;110263.46995935835;106784.33361899818;107882.97139494738;107651.89811272935;102875.56820338056;104760.10085346161;-4.246186544853444;0.0005498180077206231;15;381;-3.4476305904172904;-2.869155980820355;-2.570827146203181;True
1990-01_2022-02;2022-03_2023-02;GO;etanolhidratado;ARIMA;(11, 1, 7);12;12;12794.861461639835;0.09261615377066594;90.9090909090909;1.10515570689454;50880.19416926569;inf;104991.42628782032;110676.26808557496;112342.93583849924;113223.52042313744;116182.7300224038;113265.66160358168;116978.81180500053;112928.23133540941;110798.58350034639;116504.72654493843;108008.02732809713;112178.1195658981;-4.394864997195678;0.0003031058429029924;15;369;-3.448196541708585;-2.869404683789669;-2.5709597356805545;True
1990-01_2021-02;2021-03_2022-02;GO;etanolhidratado;ARIMA;(11, 1, 7);12;12;19423.500256537725;0.13881055542400256;45.45454545454545;-10.980699025441261;459931.97950318834;2.1824334693522514;127166.56276558682;117981.1025304936;121825.50818345955;119148.09981599686;126099.00757777653;127890.38404908056;133799.24947807833;140815.07517264038;135273.78660403992;142260.7872049857;136857.43932197342;131197.48382780157;-4.303841621139468;0.0004374569276797991;15;357;-3.44880082033912;-2.869670179576637;-2.5711012838861036;True
1990-01_2020-02;2020-03_2021-02;GO;etanolhidratado;ARIMA;(11, 1, 7);12;12;22641.51332450759;0.1643058145885818;81.81818181818181;-11.551782071485835;179867.84646311865;0.6549427604512431;138346.91266614225;139244.2177891921;142682.4716300177;142550.83429760803;146243.52496075584;146663.9019691375;147537.39813725054;148815.19267656768;146836.72644727043;149407.01792524647;144487.42124064782;141633.127956837;-4.293190530131311;0.0004564293579969093;15;345;-3.4494474563375737;-2.8699542285903887;-2.5712527305187987;True
1990-01_2019-02;2019-03_2020-02;GO;etanolhidratado;ARIMA;(11, 1, 7);12;12;16579.071831557034;0.09935799330346508;45.45454545454545;10.113251193173827;392294.65204050526;0.44100920594956156;130986.29912007392;121296.45420077912;123881.42621835445;130272.920286604;129293.32179548328;136087.87464310482;137879.536882328;138071.50974659252;138157.8776593618;138107.66332971107;134329.78821906692;131512.77399317396;-4.332098776117105;0.0003906678913186067;15;333;-3.450141065277327;-2.870258846235788;-2.571415151457764;True
1990-01_2018-02;2018-03_2019-02;GO;etanolhidratado;ARIMA;(11, 1, 7);12;12;41416.718019823005;0.28058707089817464;63.63636363636363;29.201406239359684;657180.6376482558;1.3238673120623308;93942.08307178148;87093.72628556156;88490.42407466235;88483.57709711713;86817.72463685619;89486.71542422943;96115.42933040796;95878.57873578563;94482.40520046712;101007.12570867402;96849.15548267186;95160.84787645437;-3.8838202764272505;0.0021572008136696162;15;321;-3.450886958636161;-2.870586350823483;-2.5715897843576827;True
1990-01_2017-02;2017-03_2018-02;GO;etanolhidratado;ARIMA;(11, 1, 7);12;12;21971.428859762003;0.1590946273106552;81.81818181818181;16.34161604587625;174495.00552068875;0.6125149146568202;69971.94073490995;66465.71318453985;76748.90415941841;79758.1231108357;78966.18898899316;83417.34205933116;82444.0622356655;79225.4839180223;77310.13906952126;77978.05780481965;73585.34008690497;72893.01160221128;-3.9591012055554082;0.0016404793014428106;15;309;-3.45169128009473;-2.8709394227049154;-2.5717780602423517;True
1990-01_2016-02;2016-03_2017-02;GO;etanolhidratado;ARIMA;(11, 1, 7);12;12;17486.261662372224;0.1833151665619003;72.72727272727273;-15.057002821844995;207893.09689117942;0.45802089221591397;91247.11552750986;89901.8246961051;91007.26333642667;96493.64399489756;99079.14092422703;97446.10723583534;104069.95341036282;103105.26457283425;97739.17525911174;104345.29478848245;96924.46574161999;93548.3850776659;-3.097691141103446;0.026724526884875987;12;300;-3.4523371197407404;-2.871222860740741;-2.571929211111111;True
1990-01_2015-02;2015-03_2016-02;GO;etanolhidratado;ARIMA;(11, 1, 7);12;12;24116.063515593814;0.20187897577922606;81.81818181818181;20.776593352840433;191974.48346788585;1.7242636207362798;82259.74800601693;79342.48949601784;77924.41319489827;77696.00960769664;79335.04827799459;79220.61428865691;82637.98536138344;84144.9122289211;83096.21382355187;86704.45383610945;85004.659853786;83498.502803132;-3.397327218845012;0.011050324685425383;15;285;-3.4535050041524245;-2.8717352599720294;-2.5722024776854417;True
1990-01_2014-02;2014-03_2015-02;GO;etanolhidratado;ARIMA;(11, 1, 7);12;12;7528.438385679115;0.07928294815744415;90.9090909090909;3.733509965954259;29894.307749234285;0.1861513125855298;74649.83021640909;74064.56841791497;72132.70643705617;73326.70117704544;75239.75451534669;75437.28878687599;77381.82037269087;78805.68157848218;78157.60109306934;79318.37641446962;77781.22615824768;75826.52199299225;-3.453377524249163;0.009268368023449968;15;273;-3.45453261164607;-2.8721859575020017;-2.572442854861866;True
