train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;RN;etanolhidratado;ARIMA;(2, 2, 23);12;12;1106.8037835500063;0.1855571308025632;54.54545454545455;-2.479783270472449;21877.13219092491;0.5651238629268307;4746.528617147014;4998.016464619945;5772.829794637526;5636.085475260568;5902.741021609054;4571.45359277507;4800.612840754644;4172.222574611781;4311.232613820223;5017.096461871262;4738.044274707444;4581.833213987442;-4.606015890689928;0.00012591158214198713;8;388;-3.4473167281607155;-2.869018036958473;-2.5707536074503134;True
1990-01_2022-02;2022-03_2023-02;RN;etanolhidratado;ARIMA;(2, 2, 23);12;12;1443.2511835909957;0.21463408794806782;63.63636363636363;9.992804360214995;22862.826873275713;inf;5595.8346348686055;4991.419342906967;4874.495738865673;5069.484123574014;4547.453500029054;4400.964232610555;4604.740076285376;4350.0387599717815;4746.525812289432;4374.147855218246;4043.4337236019123;4254.047643737809;-4.431436074299092;0.0002610312193187385;8;376;-3.4478619826418817;-2.869257669826291;-2.570881358363513;True
1990-01_2021-02;2021-03_2022-02;RN;etanolhidratado;ARIMA;(2, 2, 23);12;12;4325.3424722362515;0.7961768729471083;27.272727272727273;-70.25541715645426;137729.21742990572;3.7620486347706015;9717.86095729434;9388.660321849726;9285.69816075376;8867.634052487978;9072.041670181572;9737.301562728158;9524.54205128445;9989.820174894909;10111.898326532099;10298.748104751883;10563.287576628814;10842.320626912559;-4.283276774265532;0.0004747840546573568;8;364;-3.4484434475193777;-2.869513170510808;-2.571017574266393;True
1990-01_2020-02;2020-03_2021-02;RN;etanolhidratado;ARIMA;(2, 2, 23);12;12;3116.8540409620177;0.5737011069242723;45.45454545454545;-33.28164081967381;74404.423530608;0.8208877599284592;9053.669527355052;8921.205440686192;8724.414094698843;8824.90917414453;8367.505856076485;8052.911602360707;8204.503897990775;8108.334500011229;7518.826945343711;8219.56416052353;8583.272036710723;8074.359561841247;-4.259376009701026;0.0005219393162253156;8;352;-3.4490648539347544;-2.8697861692116478;-2.5711631253228306;True
1990-01_2019-02;2019-03_2020-02;RN;etanolhidratado;ARIMA;(2, 2, 23);12;12;1206.8328136262999;0.1299579946692622;45.45454545454545;-0.23836771107029422;28575.015069488567;0.34636902078315335;8877.898652793652;7399.421784773983;7587.2578103047435;7745.819360536701;7622.210578699898;8148.222144944167;8171.556419599171;8497.854714948739;8443.329268484822;8491.330115906829;8603.41007790061;8586.272084198328;-4.083276592868211;0.0010320407703008055;8;340;-3.4497304638968043;-2.8700785273763487;-2.571319005190311;True
1990-01_2018-02;2018-03_2019-02;RN;etanolhidratado;ARIMA;(2, 2, 23);12;12;1822.4065941879596;0.18145134087055256;54.54545454545455;3.0022514170248904;36016.086645838994;0.3798669551191571;7809.523571656793;7922.713854406593;8053.16007289861;8261.002967985225;7849.918412332466;7949.173247190438;8732.685319140943;8352.774145911182;8443.112184609918;9125.71512618048;9341.493291134713;9522.28200471088;-6.512666136106689;1.0905787203242446e-08;1;335;-3.4500219858626227;-2.870206553997666;-2.571387268879483;True
1990-01_2017-02;2017-03_2018-02;RN;etanolhidratado;ARIMA;(2, 2, 23);12;12;2000.972013017439;0.22914564534842477;54.54545454545455;20.199315375493732;39586.97515708046;0.6166831447535623;4456.101019963103;4031.2323176581313;4068.4758003666343;4222.950591830818;3973.175325968132;4167.624517201405;4005.9587974959404;4041.0261420543284;3912.707553301256;3770.8505957085263;3954.033345762076;3779.0150904935713;-6.597852383899642;6.8533966740335095e-09;1;323;-3.4507587628808922;-2.870530068560499;-2.5715597727381647;True
1990-01_2016-02;2016-03_2017-02;RN;etanolhidratado;ARIMA;(2, 2, 23);12;12;636.604417380297;0.11782168545276488;63.63636363636363;-11.36673398523607;10058.25363347171;0.38754703084108155;5363.915872832287;5429.155411565631;5146.998489460551;4665.086261429908;5318.732209814876;4906.128786141012;4250.80205633536;4791.255049395635;4636.8974386989485;5256.968468500696;4848.036158502032;4508.240735644949;-6.5129827821881525;1.0887032678668063e-08;1;311;-3.451552879535732;-2.8708786756338407;-2.571745666091128;True
1990-01_2015-02;2015-03_2016-02;RN;etanolhidratado;ARIMA;(2, 2, 23);12;12;1080.0953055705772;0.16551419325654845;27.272727272727273;-10.723277901684499;34096.803344881926;0.5812865779901237;5342.3562614674065;5611.780235922162;6102.7202461318975;6187.46656323693;6264.202480382249;6858.206831540594;6737.192528450338;6600.55088892444;6787.6202760934775;6892.879415076556;7005.286895948939;7240.298857258777;-3.6941187607363717;0.004196643670700287;8;292;-3.4529449243622383;-2.871489553425686;-2.572071437887033;True
1990-01_2014-02;2014-03_2015-02;RN;etanolhidratado;ARIMA;(2, 2, 23);12;12;884.9534169463171;0.12202546429450056;63.63636363636363;9.74990070654376;13983.083630978499;0.30940227562987604;3881.678916037881;3522.4313092746893;3482.3853372007907;3490.6075754928665;3296.226520308108;3276.4772040480707;3363.9673930382937;3419.671928932966;2871.201270671406;3183.6666091250195;3122.667447759887;2836.797548747347;-3.56560834736936;0.006453602972188196;8;280;-3.453922368485787;-2.871918329081633;-2.5723001147959184;True
1990-01_2013-02;2013-03_2014-02;RN;etanolhidratado;ARIMA;(2, 2, 23);12;12;1382.962799183064;0.3494955433145186;63.63636363636363;-33.833525453684956;21990.81186406339;0.8706707015824576;4970.170566436101;5033.877474883106;5030.96753629398;5096.247679188118;5092.284272372763;5312.4018540165225;5248.080992631952;5366.6353679075955;5251.922028806544;5388.65474996214;5536.353461033952;5563.539228418112;-3.4640192859079537;0.008960691735789889;8;268;-3.454988209954765;-2.8723857312734613;-2.572549407997327;True
1990-01_2012-02;2012-03_2013-02;RN;etanolhidratado;ARIMA;(2, 2, 23);12;12;1658.5070640865474;0.34190102903139247;63.63636363636363;35.24128922857298;26365.63498402303;0.9855810256840253;3862.4028715517593;3220.6412924238034;3293.8597465841062;2761.4765228851293;2848.2034472297423;2737.362286653236;2218.7119547373486;2586.4600640517556;2410.896736913236;1889.4677415864976;1772.0526132314703;1593.4914782913506;-2.5165330073636345;0.11150331213789744;11;253;-3.4564641849494113;-2.873032730098417;-2.572894516864816;False
