train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;ES;etanolhidratado;ARIMA;(5, 2, 13);12;12;5949.725802923387;0.3788412024070005;54.54545454545455;53.403969017848105;118088.32429647619;0.9245516794922798;3762.7469599563983;3688.384031941431;3573.2901219812798;3558.7733655702436;3541.782352368943;3395.8701230792567;3508.4990866810467;3391.790183374609;3404.440781081656;3411.7927780649625;3208.7241650274564;3440.956120777637;-3.5956675684536052;0.005844396767062875;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
1990-01_2022-02;2022-03_2023-02;ES;etanolhidratado;ARIMA;(5, 2, 13);12;12;769.2140776540116;0.12719937888170466;63.63636363636363;7.959368206631298;12156.350957395927;inf;4268.864527875105;3268.6301181410363;3084.920644706058;4228.34038202497;3745.9903225354933;3367.241849944804;3629.542767206965;2995.2341640858513;2975.0525534302787;3366.1623384137993;3053.408955200992;3103.393860326706;-3.4927121699571764;0.008176245530361982;12;372;-3.4480516066132636;-2.869340997473759;-2.5709257824604;True
1990-01_2021-02;2021-03_2022-02;ES;etanolhidratado;ARIMA;(5, 2, 13);12;12;1732.1802125680965;0.39729434726858354;63.63636363636363;-4.891430998097573;27579.01365906831;1.6003156531891864;4355.48191919013;3966.3222047004483;4170.807444919192;4128.314386428751;4112.046388924414;4671.861052923608;4586.642805449012;4471.843970912221;4577.093019718839;4530.996652662288;4709.1304599584555;4813.096904936845;-3.36705206526967;0.012134674185928855;12;360;-3.448645946352023;-2.869602139060357;-2.5710650077160495;True
1990-01_2020-02;2020-03_2021-02;ES;etanolhidratado;ARIMA;(5, 2, 13);12;12;1472.6172903919821;0.4622606307427815;81.81818181818181;-28.91579997428333;11892.259788887603;0.9482060320075781;5133.053339219971;4642.948422669986;4359.7499160527705;4513.825600701385;4090.3548378292144;4349.611163091919;4359.795216466018;3864.710537629693;4279.673183883092;4446.77250000286;3865.2694320681358;4091.0753107444034;-3.2954657823325264;0.015082374738285184;12;348;-3.4492815848836296;-2.8698813715275406;-2.5712138845950587;True
1990-01_2019-02;2019-03_2020-02;ES;etanolhidratado;ARIMA;(5, 2, 13);12;12;623.784027253386;0.10113514658562468;36.36363636363637;-7.096264271806932;17218.69360460538;0.3408934776206502;5347.637202106689;5355.831422978942;5054.576172149073;5626.819639771457;5112.895240273731;5057.534078759693;5616.787455683807;5401.263587199469;5278.034741277818;5619.0459958576075;5355.8024179246;5284.831217264395;-3.2161977359717016;0.01906602806624031;12;336;-3.449962981927952;-2.870180642420163;-2.5713734527352607;True
1990-01_2018-02;2018-03_2019-02;ES;etanolhidratado;ARIMA;(5, 2, 13);12;12;2847.662151548933;0.46009399262337697;72.72727272727273;45.207076022871256;34202.05103647777;1.0494243533795915;3355.253286689935;2316.8006076395823;2799.8962989153138;2627.0483185609423;2568.576468660947;2843.468401380571;2677.8377314821305;2759.5555630040103;2553.8841161544797;2615.465888459258;2743.167791992806;2465.967138249596;-3.103961962014144;0.026261371544949973;12;324;-3.450695263332383;-2.87050218926466;-2.5715449066453284;True
1990-01_2017-02;2017-03_2018-02;ES;etanolhidratado;ARIMA;(5, 2, 13);12;12;1022.8466117819124;0.20955490611326136;45.45454545454545;20.523879529144924;24256.248395733608;0.8088105313083738;2133.979858115244;2264.1496519120233;2360.0246220650156;2180.0579638650224;2221.053596118799;2442.239921228161;2386.6661878759214;2399.332503395152;2608.429692349666;2641.748921289678;2201.2557679440174;2229.1325438397625;-3.079127869752747;0.02813687664691021;12;312;-3.4514843502727306;-2.8708485956333556;-2.571729625657462;True
1990-01_2016-02;2016-03_2017-02;ES;etanolhidratado;ARIMA;(5, 2, 13);12;12;966.0819179899466;0.3234019166684498;45.45454545454545;-23.434189229039053;22960.693457290425;0.8313643524219845;3940.647526187069;3720.024653093701;3613.270460212471;3805.3637392375613;4061.3416663998587;3846.9024024601404;4117.664227473629;4245.299397004922;3813.819893912033;4145.001862915498;3758.2106868105593;3779.543647501947;-2.7471566802467966;0.06622748854392929;12;300;-3.4523371197407404;-2.871222860740741;-2.571929211111111;False
1990-01_2015-02;2015-03_2016-02;ES;etanolhidratado;ARIMA;(5, 2, 13);12;12;1177.7313236243017;0.16950673578905204;54.54545454545455;10.825204383180285;23270.35384528548;0.6152851580466367;5002.171919560022;4793.438752697445;4742.931111287406;4637.531676768682;4504.061029497871;4340.528718726109;4313.724537354463;4257.285730176757;4270.2818137421045;4485.16110000595;4388.335850815542;4545.751472416959;-2.652438272115977;0.0826362636172126;12;288;-3.453261605529366;-2.87162848654246;-2.5721455328896603;False
1990-01_2014-02;2014-03_2015-02;ES;etanolhidratado;ARIMA;(5, 2, 13);12;12;818.5868757595998;0.13799774184799934;63.63636363636363;5.192321901247571;12940.487913939409;0.62084354042755;3611.91577645813;3587.524073299206;3652.886267727984;3553.64832523321;3545.286761110881;3432.1492794509977;3443.3625028245788;3513.560906605348;3528.4118458172074;3608.9616084514296;3423.356689204267;3422.1614303998276;-2.594478946318932;0.09414373443391544;12;276;-3.4542672521624214;-2.87206958769775;-2.5723807881747534;False
