train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;BA;etanolhidratado;ARIMA;(18, 2, 24);12;12;13241.487287319833;0.2617743934495388;45.45454545454545;12.822829916690157;314256.15548325004;0.8665763324066431;45218.13697750336;38322.06948143078;40575.99531267855;44502.68985429669;35892.29652498738;32563.463936706212;34126.15249194609;39806.50218587896;35171.83851983467;38727.2338144939;35937.42713215394;29657.645457785922;-3.5553291191408234;0.006674761459739818;15;381;-3.4476305904172904;-2.869155980820355;-2.570827146203181;True
1990-01_2022-02;2022-03_2023-02;BA;etanolhidratado;ARIMA;(18, 2, 24);12;12;7420.80885456234;0.16511958403540522;45.45454545454545;9.450436652896386;175805.633567534;inf;42386.99567964117;41473.757018761644;39273.27781898561;34843.63757068923;36364.66987605071;34081.46909333032;32284.003966500837;32090.58206476551;28560.154158732854;32284.321995889044;30183.402774154965;31256.401657862312;-3.245450360445805;0.01750003147561152;11;373;-3.448003816652923;-2.86931999731073;-2.5709145866785503;True
1990-01_2021-02;2021-03_2022-02;BA;etanolhidratado;ARIMA;(18, 2, 24);12;12;7825.588728294732;0.19819429013024017;63.63636363636363;-6.657670126302241;123895.78397384324;1.3995557465378745;40073.49619664415;31580.45599451443;31363.85905680897;33241.423361126304;35791.6133171222;40749.735098340585;41527.09920366119;42182.5118702181;39088.35500248905;46335.269298603846;46159.45945362468;44646.32084621878;-3.8326290452045195;0.0025905751195011016;8;364;-3.4484434475193777;-2.869513170510808;-2.571017574266393;True
1990-01_2020-02;2020-03_2021-02;BA;etanolhidratado;ARIMA;(18, 2, 24);12;12;13207.98463138562;0.33603261231365256;72.72727272727273;-28.87253941559956;157904.68119590305;0.9306314824445435;51588.39252470105;50328.453202407385;49524.48455415992;47806.642185005614;46786.628184136986;47469.72919280046;52102.43555092524;57219.80885832393;55423.48306814058;57627.11078410955;55318.07536013822;54743.73099153788;-3.760878729511022;0.003333918734286662;8;352;-3.4490648539347544;-2.8697861692116478;-2.5711631253228306;True
1990-01_2019-02;2019-03_2020-02;BA;etanolhidratado;ARIMA;(18, 2, 24);12;12;14117.223478052498;0.22773317927237594;27.272727272727273;23.02769838018557;445976.53261858126;0.8885328936409297;47747.686345180795;44385.19191274151;43606.08154856959;42632.36592407333;36396.716750522275;35560.62254310828;36662.96349264508;32018.472036226296;35378.65126496125;36149.739424797495;34488.9271454311;35024.320136574475;-3.7405205467458167;0.0035779816912251145;8;340;-3.4497304638968043;-2.8700785273763487;-2.571319005190311;True
1990-01_2018-02;2018-03_2019-02;BA;etanolhidratado;ARIMA;(18, 2, 24);12;12;18353.05491202794;0.3191557058355;54.54545454545455;32.90122493649026;363774.73209631536;0.9726830821267323;28646.928994245107;23811.5791032303;33918.65315039265;28564.08128808642;29824.04705810183;31469.58669921053;26853.742666319038;30226.793508972034;32985.25613031891;31783.00447879877;25996.765565211204;33227.37258054279;-3.7330279791722196;0.003671855137117885;8;328;-3.4504451681828194;-2.870392380216117;-2.571486353732897;True
1990-01_2017-02;2017-03_2018-02;BA;etanolhidratado;ARIMA;(18, 2, 24);12;12;16989.462473934032;0.45517628786018954;36.36363636363637;52.55474873733294;471511.76517654635;1.0222247926162158;18084.695777237466;16886.22264818087;15444.788194630393;15297.448488989949;13452.150733449285;13076.42306851644;10695.21076211325;10393.276390851319;8837.283790093548;7660.81611089404;8983.468413436587;7909.716392541513;-3.572754040056595;0.0063037916433541724;8;316;-3.4512146067362317;-2.870730188960711;-2.5716664849383113;True
1990-01_2016-02;2016-03_2017-02;BA;etanolhidratado;ARIMA;(18, 2, 24);12;12;22160.308005165694;0.8640041719476965;63.63636363636363;76.03015802360278;357238.6828820778;1.2716246720368372;29011.202062084703;23887.06375925469;20344.01797381479;16016.759009769416;10117.510102199136;8387.08335525456;3543.6168402504336;-1880.2662145993818;-4515.472866274213;-6721.526848857;-12238.929843437945;-18996.60062407347;-2.5014077641578307;0.11513217617191562;11;301;-3.452263435801039;-2.871190526189069;-2.571911967527952;False
1990-01_2015-02;2015-03_2016-02;BA;etanolhidratado;ARIMA;(18, 2, 24);12;12;16162.584043834606;0.31538511763873517;54.54545454545455;-25.41485833748104;320331.83524748415;1.4522124522111262;40714.9838853511;40717.97131471081;43841.591383427716;47649.37450742566;48207.19486528626;51392.041610774715;54768.09614900328;56397.80157102202;56174.207041757254;62261.632991763036;66486.05006257877;68767.86123827612;-2.2853648269056306;0.17673155877945212;11;289;-3.4531816058796143;-2.871593390724642;-2.5721268156511536;False
1990-01_2014-02;2014-03_2015-02;BA;etanolhidratado;ARIMA;(18, 2, 24);12;12;6877.545543444702;0.28188979170973344;54.54545454545455;-20.07837912133771;136211.60600427605;0.3820919804687032;25844.50336307936;25552.101858142745;26620.292499648847;27600.29415744365;30536.755755162158;28338.1942341983;28651.10049475155;29003.547577733378;25294.07500377249;31246.946696620595;31777.62261036493;29313.83729431261;-2.3164272204213727;0.1667245881657844;11;277;-3.4541800885158525;-2.872031361137725;-2.5723603999791473;False
