DATA;MCPM;UF;PRODUCT;MODEL;VALIDATION-MOE;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
moe;464956.794436115;RJ;etanolhidratado;ARIMA;[(0, 'log'), (1, 'log'), (2, 'normal'), (3, 'normal'), (4, 'normal'), (5, 'log'), (6, 'normal'), (7, 'deseasonal-log'), (8, 'log'), (9, 'log'), (10, 'deseasonal-log'), (11, 'log')];{'p': 10, 'd': 1, 'q': 9};12;12;25618.33236298881;0.247124194552133;58.333333333333336;29.224946537529405;46675.88985787361;45870.34258826087;45979.40134417833;47443.20234407239;47055.028878941914;45562.80777865685;47486.92429549591;50985.13110766163;46089.4265414249;48303.44749788539;45484.40632695012;46652.21029238739
