DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;PB;glp;ARIMA+SVR;sum;12;12;846.8996984359899;0.03406832511596985;72.72727272727273;-0.10756168487090123;0.8090282023822645;10014.304715605103;21601.435290932073;21112.58620874584;21616.340270480745;22517.15191242794;21650.931385296193;22361.414110650334;22344.55212280369;21568.053403899623;20256.88052755319;20370.665329780113;21475.005316427098;20793.113853469564
error_noresid_normal;normal;PB;glp;ARIMA+SVR;sum;12;12;581.8616859191986;0.023889862702119943;72.72727272727273;-0.23070746103342046;0.5679262965748753;6877.760371670099;21578.212160212937;20494.10305541129;21590.917442309816;22351.6113792665;22056.626578992396;22817.052703877005;22314.79855751968;21657.692135093388;20347.476797437153;21215.968300603963;21240.372843221485;20320.264262312838
error_resid_normal;normal;PB;glp;ARIMA+SVR;sum;12;12;791.3442385114257;0.030356998921563908;72.72727272727273;0.05658139673125681;0.7225973403503007;9356.09087895697;21496.07165577769;20864.367864046886;21073.2127304131;22244.227183118543;21218.42968593781;22696.083574779517;22690.48513689768;21409.886820653144;20386.991499025233;21066.108421331188;21482.063258897204;20617.711930470236
all_resid_normal;normal;PB;glp;ARIMA+SVR;sum;12;12;959.0215895036765;0.03772576095710652;63.63636363636363;0.05034232420300371;0.894945572096508;15116.934153196571;21365.366780177716;21099.872428730647;21382.629684171654;22211.49727246345;21574.10116575769;21897.675597036305;22445.804817866192;21857.024079667317;20108.773095130888;20373.16814575488;21805.720681888335;21140.064841053016
error_log;log;PB;glp;ARIMA+SVR;sum;12;12;698.9474010096346;0.02664242238257941;72.72727272727273;0.027622572370459886;0.6301819735698825;8262.553569040843;21732.29348849878;21013.4575601092;21489.40143785981;21811.915288922777;21601.24926355491;22616.37444379974;21849.45691919992;21624.494782251124;20602.630966845885;20794.17987340874;21538.574910429932;20646.148313813133
error_noresid_log;log;PB;glp;ARIMA+SVR;sum;12;12;656.1321128140012;0.025890735989013532;72.72727272727273;0.2483234891009181;0.612545177028829;7756.212726411566;21271.4742117269;20523.686201790202;21542.291518023867;21831.92605030823;21855.817579120278;22632.785991015004;21868.898489993335;21579.317751758066;20291.191441881507;21381.195614795957;21166.969373164928;20806.558120856083
error_resid_log;log;PB;glp;ARIMA+SVR;sum;12;12;801.7877781045211;0.030554731031915472;72.72727272727273;0.5253732745498692;0.7288960274520533;9479.631469787722;21370.514791636204;20550.613935446014;21108.279920989964;21788.73995317966;20951.48753164905;22685.79533744612;22016.32201816571;21694.12805937322;20553.16861956211;21223.470394093867;21225.295221333734;20871.194585464917
all_resid_log;log;PB;glp;ARIMA+SVR;sum;12;12;857.8142859216387;0.03462172455084386;63.63636363636363;0.15515629109292964;0.8221359615815553;13520.477259990828;21211.00752964569;20877.571579590265;21321.862895289636;21555.85602612856;21483.294429272937;22149.855148586;22300.56903069811;21758.7155841356;20586.18765100043;20760.464298823015;21817.20004512923;21169.33236528619
error_deseasonal;deseasonal;PB;glp;ARIMA+SVR;sum;12;12;853.2380938734226;0.03446381212638743;63.63636363636363;0.38277885105220344;0.8204183844234301;13448.291488504095;21560.604386238698;20913.855669955992;21365.710990455293;21331.913954448795;21402.314156282315;22402.459088642732;22109.313401199506;21781.964912871106;20757.34717034032;20620.365956582147;21161.236060096326;20998.9502264317
error_noresid_deseasonal;deseasonal;PB;glp;ARIMA+SVR;sum;12;12;695.0093529263404;0.0294710302353524;63.63636363636363;0.5677643802416118;0.7027080087332113;10952.8924833291;21186.10320058696;20463.35007940961;21083.170097639508;21701.37185464782;21878.287022924353;22274.38897501696;21823.526302509767;21892.592274980343;20863.279799519325;21175.211203992298;20830.108933303232;20758.50961623969
error_resid_deseasonal;deseasonal;PB;glp;ARIMA+SVR;sum;12;12;855.822972023289;0.035946064330130034;72.72727272727273;0.7415089235248774;0.8588141033498883;10120.533223855724;20955.131175778577;20488.28998210963;20910.825357411122;21207.387083827933;21320.51202845203;22414.766900386014;22132.453467157284;21816.83818159055;20818.110542709725;21155.388932703165;21153.301411958106;21109.691000895276
all_resid_deseasonal;deseasonal;PB;glp;ARIMA+SVR;sum;12;12;985.5050541977984;0.04053481937006343;54.54545454545455;0.44579227743289895;0.9655553321887851;19415.19578132446;20960.385839827544;20659.87753955043;21240.64547488307;21084.622518955945;21334.550434230765;22028.401332404213;22244.08965883865;22058.88672955514;20669.796315047217;20924.10625884785;21503.9773680616;21534.505441545803
