DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;RN;glp;ARIMA+SVR;sum;12;12;682.0567790390768;0.03399843912608191;72.72727272727273;1.8774924622081106;1.6255652719536502;8065.149359604256;17472.9983729511;16686.473340258628;16885.544101149597;16843.683185487203;16877.35133023079;18168.01838249111;16770.893922532196;17210.596337299554;17055.183770425563;16913.335008789425;16517.186207431674;16137.177546005254
error_noresid_normal;normal;RN;glp;ARIMA+SVR;sum;12;12;592.5218230316219;0.030888482042550125;72.72727272727273;2.321431989832894;1.4840935435560276;7005.63914962164;17135.74933936788;16183.218384459662;17012.164924568435;16949.06081687565;17265.229179985447;18190.572878417148;16540.766511456648;16752.375973994025;16778.56768270446;16750.564257275386;16854.046159231613;16205.248404854972
error_resid_normal;normal;RN;glp;ARIMA+SVR;sum;12;12;738.2208651910731;0.03604921901658428;72.72727272727273;2.287416868614717;1.7311447751402298;8729.922217695264;16984.516262425594;16545.554171911434;16732.80679614421;16740.96571944688;16813.83523050788;17897.425534925733;17003.353270203737;17087.43538841795;16855.886637925996;17159.78220012864;16468.90180037049;16397.66008040007
all_resid_normal;normal;RN;glp;ARIMA+SVR;sum;12;12;777.952047440519;0.03610622538432807;54.54545454545455;1.8838702127506952;1.7366794591063448;15324.833421981073;17068.824729617223;16695.568022941537;16652.149573160135;16812.248848885058;16482.816035927004;17930.679575523165;17237.755824188567;17508.540580789642;17090.576396352964;17570.637848689486;16469.539945511635;16005.874565453765
error_log;log;RN;glp;ARIMA+SVR;sum;12;12;773.3673894232927;0.03372911581344465;63.63636363636363;-0.7282297641500813;1.560939467167397;12189.20451684432;17488.60193503103;17557.73042567122;17735.113265108477;17727.07433594044;17576.781652151825;18407.031988475133;17622.14533961332;17446.264405834605;16953.72038400632;17064.881478384206;16408.732538187014;16955.491023129656
error_noresid_log;log;RN;glp;ARIMA+SVR;sum;12;12;569.7289112815296;0.027380632066110133;72.72727272727273;-0.17159330143756293;1.2918063799215378;6735.256017464673;17533.30847373596;16622.378411412938;17739.68326639037;17830.488355800157;17903.490078543815;19006.527496714232;17386.140680788536;16726.169596712472;16986.312634841925;16649.842701160327;16822.862210211228;16581.717262460475
error_resid_log;log;RN;glp;ARIMA+SVR;sum;12;12;722.7834766684034;0.03134255201296274;63.63636363636363;-0.3032834341179409;1.4588033839429249;11391.191156806284;17052.648041316836;17392.33417949036;17423.65427537244;17512.392264205668;17717.900573466726;18363.104582884884;17960.406883202166;17225.179453360728;16834.923184546908;17369.143670219513;16520.402234151552;16690.0005932317
all_resid_log;log;RN;glp;ARIMA+SVR;sum;12;12;783.6491591747866;0.036235999211508926;54.54545454545455;-0.757868973272569;1.6981387620550883;15437.101890223936;17018.570296221085;17309.623248280273;17721.429464401666;17634.92298054637;17593.9487617213;17857.277194345297;18444.652215565355;17461.448602528002;16821.053597538536;17821.52554753602;16572.976685759266;16747.62167184203
error_deseasonal;deseasonal;RN;glp;ARIMA+SVR;sum;12;12;661.6551981724206;0.02829833908768414;72.72727272727273;1.2466147859381917;1.3451130463511045;7822.21739921229;17563.43957274368;17128.31968554148;17287.175429767274;17019.625197854435;17667.380425551775;17645.268922976044;17034.41040330264;17328.669574892345;16640.20093122802;17467.1434566528;16226.54957040014;15838.906698624523
error_noresid_deseasonal;deseasonal;RN;glp;ARIMA+SVR;sum;12;12;631.3796374239724;0.027934797662738597;81.81818181818181;1.7219401313098122;1.332971443987032;4978.682678764142;17236.89031668448;16777.7398409098;17456.53176066685;17151.15749850766;17737.889338810415;18027.60528897179;16846.81438720583;17084.468712599024;16605.622509965295;16806.136880139125;16225.797614363155;15904.454191779361
error_resid_deseasonal;deseasonal;RN;glp;ARIMA+SVR;sum;12;12;730.6717926009849;0.03386707004007222;72.72727272727273;1.5075547157678242;1.613546185665271;8639.937898370079;17003.758175793395;16969.337594367953;17062.97359843359;17054.00957178691;17618.28041528953;17573.159765368357;17358.097411785708;17279.42358463486;16528.33718742306;17546.15679657428;16096.8851493888;16215.39514605054
all_resid_deseasonal;deseasonal;RN;glp;ARIMA+SVR;sum;12;12;816.3616803347679;0.03940378069796905;45.45454545454545;1.0865213690434934;1.8879349493960154;19296.403907307144;17156.992368292074;17008.722325904244;17131.841466361584;17173.730857080238;17443.985880703778;16974.90075187799;17577.23111931152;17654.411040811327;16673.98599039163;18113.55634077876;16120.712331597784;16149.10594198479
