DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;RS;glp;ARIMA+SVR;sum;12;12;2673.1348447859395;0.03292108828127713;63.63636363636363;-1.6506780816428912;0.9138201494769884;42129.582455214;67176.058894334;66231.04205352509;72892.12680997065;75879.02301035616;74353.54651336609;72079.4188777248;72094.13536329297;70677.21149280845;66890.72374263365;65548.15015593883;60314.64681465315;57965.96112236929
error_noresid_normal;normal;RS;glp;ARIMA+SVR;sum;12;12;2479.09676339051;0.02988451313464399;81.81818181818181;-1.5037001751872305;0.8425855522296846;19550.140950416368;64805.76619534539;63933.91561942806;73521.72490216058;76214.38916656568;74933.43654712057;77969.81233969305;70937.95073370152;69737.32051773247;67493.32911974481;63918.47527435124;60519.390138831666;56927.847317269116
error_resid_normal;normal;RS;glp;ARIMA+SVR;sum;12;12;3292.845540894317;0.03557174240437821;45.45454545454545;-1.5125620279080636;0.9833231412074737;77824.86598583354;65719.77529736872;64910.80927662674;72768.2229295479;74244.89557328772;76137.54218413451;73117.99576398224;74553.83687830673;69830.013273567;66145.20624348233;66637.05181620328;59805.256773316556;57114.422286562796
all_resid_normal;normal;RS;glp;ARIMA+SVR;sum;12;12;4513.586789204619;0.05195941023310944;45.45454545454545;-1.7696263599247923;1.4495839265516504;106708.61938398004;64868.21210319536;64823.692336520115;72719.9636129665;75136.0730151491;77306.30382423222;67397.69520217505;75100.318509323;70638.34783283822;67192.9100796525;68513.78521033481;59989.961895458284;59376.777987560934
error_log;log;RS;glp;ARIMA+SVR;sum;12;12;2826.920164706069;0.03528052934140955;54.54545454545455;-1.5658441654893007;0.9783943343249045;55684.44187431723;68029.39225157401;62852.80002138948;71554.06175203982;77202.25882440632;78775.44611793134;72932.83038082995;69778.73146670702;69955.48183466654;64886.2714478547;66028.6379028455;59643.926030834205;59776.110698758996
error_noresid_log;log;RS;glp;ARIMA+SVR;sum;12;12;2325.1784874541468;0.030159023375062082;90.9090909090909;-1.49482868676862;0.8475325670550642;9183.500323229062;66381.97741020867;62066.63831686196;72286.41320371658;77131.5221253598;76773.86794303005;77942.74881066145;68522.41077886653;69760.24593467521;67129.4647072393;64991.02176115261;60034.36208327222;57820.936443544444
error_resid_log;log;RS;glp;ARIMA+SVR;sum;12;12;3289.695470523823;0.040662628406626634;45.45454545454545;-1.4418666427220492;1.1093101150250317;77757.78845393754;67149.05514891609;62576.2571846493;71962.91579370089;75745.43500193428;78005.06925024485;74439.49345554525;71291.47348775351;69236.62022082723;63900.78472378803;68722.79589164064;58592.35786484903;58791.01982463319
all_resid_log;log;RS;glp;ARIMA+SVR;sum;12;12;4387.394414286026;0.05343848123379377;36.36363636363637;-1.714385836811059;1.4791754891836915;120999.1999659807;66838.36880551207;62259.758691600815;71930.57341213898;76379.81112019533;80040.31561655093;68348.72012741308;72146.42230027627;70357.99891596327;64773.553836623774;69144.5940739131;59169.5062850122;61227.65950564831
error_deseasonal;deseasonal;RS;glp;ARIMA+SVR;sum;12;12;2182.9642298222175;0.026530779653308936;72.72727272727273;-0.7715613205009358;0.727678051977461;25804.970819272974;68410.14015275467;64035.397056506255;72088.41332039025;74114.3950206125;76256.16798354939;73504.47587469687;69821.19830551697;70623.69219523207;67452.3772260871;64443.55529005188;57430.26785274575;56812.088862830766
error_noresid_deseasonal;deseasonal;RS;glp;ARIMA+SVR;sum;12;12;2009.2199976945371;0.026693863309055915;81.81818181818181;-0.36024254465482325;0.7295417741484139;15841.939384410596;66708.82865432138;63398.74443949105;71496.39637778474;72992.11469105344;75766.1120331172;75919.71383342917;69278.12047025096;71357.1094012408;68038.7954039569;63114.747363040115;57627.809104949774;55967.12792380795
error_resid_deseasonal;deseasonal;RS;glp;ARIMA+SVR;sum;12;12;2740.7548405423217;0.03136372990882886;54.54545454545455;-0.50541758886188;0.8609767951856838;53982.46006398866;66889.43313917863;63519.37102080708;70830.83092754992;73814.70349628745;76049.82479696958;72870.04944818612;71935.62820531425;70044.03098822969;67341.9868677504;65477.925290126135;56770.17521694321;57295.76659092619
all_resid_deseasonal;deseasonal;RS;glp;ARIMA+SVR;sum;12;12;3608.53326512142;0.039638800992508376;45.45454545454545;-0.9185373748283175;1.102338628576728;85292.3683197138;66780.07287227167;63769.66308620727;71763.10179217799;74062.80446463829;77049.79428172568;69586.89741215344;73229.31655890112;70226.91306391952;67281.69101517907;67366.67043803431;57622.78999270747;57441.12616296031
