DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;MG;glp;ARIMA+SVR;sum;12;12;13941.622391690078;0.09907030185217615;63.63636363636363;7.3552800223342025;0.9741738297403342;220123.25852864067;115441.73462010274;110805.65695179958;106321.00679059447;112967.78837518748;108373.77670828499;114426.6710127048;109779.27425107127;107141.28582721548;106655.9283968027;107297.79479815348;108094.00178104459;110775.24500013259
error_noresid_normal;normal;MG;glp;ARIMA+SVR;sum;12;12;13638.737411017026;0.09771834669369339;81.81818181818181;7.465531219903765;0.9634864461681142;107955.07887898621;111821.15055480076;109241.79138823235;114046.54070609271;107756.27801824654;107456.74474658436;114250.56379466612;108230.67290616938;109233.33268517871;104814.2786157339;109279.58352897216;110493.75706655608;109886.89847028408
error_resid_normal;normal;MG;glp;ARIMA+SVR;sum;12;12;13669.367932942054;0.09793362612823688;63.63636363636363;7.494657042144961;0.9687233296351491;215817.93731782274;109228.89421829859;108238.70149036963;107191.03948034078;112614.07394582874;108658.4564655488;113846.12370508072;110779.42845034985;107321.02651681441;106274.28341166503;109702.48875578864;110182.43841893031;112060.25708812782
all_resid_normal;normal;MG;glp;ARIMA+SVR;sum;12;12;14101.838830615774;0.09926022266525426;45.45454545454545;7.477716481211248;0.9877031434470404;333678.01832004637;109014.3003383163;106078.46112669233;104252.32683837606;112950.38593151611;109689.98198827001;111761.76806306043;112026.60112731636;109987.53844902063;104561.48273278521;112250.89100611238;108039.02390927343;115725.46813657995
error_log;log;MG;glp;ARIMA+SVR;sum;12;12;15629.60213883961;0.10146769806713944;72.72727272727273;7.849862608079793;1.0146297563116102;185264.71987530732;114491.23299085963;108787.69980575277;102554.70484451359;109318.79746762296;104550.04586964427;107770.32843256649;106411.94020217667;108893.46857178434;109887.94200430972;112360.85128032712;113683.54714791331;112333.05274783449
error_noresid_log;log;MG;glp;ARIMA+SVR;sum;12;12;15237.428290956232;0.09981998932138016;72.72727272727273;7.951993762461454;1.0018563444414064;180605.24549293666;111579.68603861373;105803.76666204484;107170.09942406572;103388.02010128555;103754.16593090906;112106.65794157427;107213.63923864599;108991.06047163678;107426.2035545866;111822.89512236704;116675.65054820693;113658.72023438948
error_resid_log;log;MG;glp;ARIMA+SVR;sum;12;12;15580.475519784932;0.10047474011850206;63.63636363636363;8.001652356125868;1.0115426319672087;246008.30481430242;106987.05360024766;105296.51573801288;102537.69160252005;107335.58551826494;102688.8445596926;111286.05926247127;109588.14279880721;108901.00242022298;110581.10432848311;112162.49933017089;117000.28649665204;114519.27407935698
all_resid_log;log;MG;glp;ARIMA+SVR;sum;12;12;16172.900023031381;0.10681624081354942;54.54545454545455;8.049644314807523;1.0774604565957817;319071.5594236041;106056.98965786952;103978.98842783831;100294.43612124088;109535.9254180151;104678.54960048862;105700.76661476702;109158.32848098336;112000.34674313615;108949.7186846007;118196.9557708966;113831.83386954152;115818.42645495373
error_deseasonal;deseasonal;MG;glp;ARIMA+SVR;sum;12;12;13175.211696157481;0.09900231206869985;63.63636363636363;7.792758218540633;0.9732172838158131;208022.15278746295;114977.40484929511;107623.82556725088;110136.68493567262;113736.12428477316;110466.074958039;114958.6461097923;107761.02819746475;107173.56905665046;104748.51463156214;109510.8269526198;104150.43462620936;106612.91597474634
error_noresid_deseasonal;deseasonal;MG;glp;ARIMA+SVR;sum;12;12;13046.581389483732;0.09935293152906287;45.45454545454545;8.002500162556556;0.9782649284321144;308709.19507521257;109689.20650166618;106499.99431873948;112982.78135200196;112093.44921795628;108726.92276376745;117206.77358939996;106363.98100065772;105277.87172629642;105788.95456257885;110050.88384891974;106001.46006507904;108189.71882856214
error_resid_deseasonal;deseasonal;MG;glp;ARIMA+SVR;sum;12;12;13393.655327715767;0.09957178544049387;63.63636363636363;8.180743013967776;0.9846264260636214;211474.4241693971;108168.06402117247;105696.07347651715;106628.58351463848;115361.10114634015;109604.37818066687;116242.52925721691;107089.57795229198;106315.77443307707;105604.1214599084;111443.56559556097;105859.81263737677;108322.50939221858
all_resid_deseasonal;deseasonal;MG;glp;ARIMA+SVR;sum;12;12;13216.012010044744;0.09343595762576883;72.72727272727273;7.968719643629685;0.9330720486633926;156609.47499090523;106985.1438478714;103443.75100257873;106576.45830079097;113365.51999797564;112665.95668296878;113753.88342550295;107826.6929230396;109652.02985694144;105677.45578885819;112424.82243152053;106198.83121365515;110782.05640046616
