DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;CE;glp;ARIMA+SVR;sum;12;12;1374.5026216226752;0.022992090582358824;81.81818181818181;2.1567560998337525;0.7585537168199794;10835.267089548184;46562.956135145;42538.14365408974;43653.13996765898;43945.72542020288;43409.15491452382;44108.8475915975;43353.57964065325;43132.58496642367;39578.095661021835;42671.09834708258;42795.86711692746;40735.822930492526
error_noresid_normal;normal;CE;glp;ARIMA+SVR;sum;12;12;1657.7304077112958;0.02247847479063393;81.81818181818181;2.331080409339642;0.7581603931196269;13067.55466683925;43787.581296656404;42219.631829344544;43489.42108383879;43704.576119085024;43469.76361917177;45553.60294224136;42812.09292558578;42595.41262403751;40782.10944345676;43165.11198242661;43211.03259797714;40774.47435471055
error_resid_normal;normal;CE;glp;ARIMA+SVR;sum;12;12;1942.9585470397635;0.029460900726750287;81.81818181818181;2.286399572523421;0.9825572344703071;15321.849614950108;43623.18191094634;41866.96686031388;43707.46657236131;43642.440326100026;43462.433333230285;43876.34725703555;43826.57805187647;43159.20296289763;39870.395453843616;43373.06179394687;43041.03874785628;42351.55422880515
all_resid_normal;normal;CE;glp;ARIMA+SVR;sum;12;12;2295.794490212745;0.03262487491010851;72.72727272727273;2.1003064581912083;1.0912102679490954;27144.85907799538;43339.72561824914;41796.262562996715;43953.54294117152;44190.10052475664;44160.53427263063;42372.455710517585;45308.01257487676;44010.12162302479;39561.04219736536;43867.52364273641;42712.60947464801;41511.065859703434
error_log;log;CE;glp;ARIMA+SVR;sum;12;12;2002.8984066305238;0.03917249409889287;100.0;3.963736368059557;1.2782020203715785;33.97353833598331;46539.250487865764;42049.98030715499;42558.19794143461;42927.5032866272;42645.43321484007;42731.20207173527;42140.50832973846;42461.47245337662;39256.47200594169;42619.096351802174;41589.49469369334;39427.90058780615
error_noresid_log;log;CE;glp;ARIMA+SVR;sum;12;12;2356.7085907017845;0.0395435890958514;90.9090909090909;4.033890386979986;1.3114806769613592;9317.643423523687;42659.363497655286;42382.42279603052;43330.16795227272;43143.912235615564;42940.87685458746;43895.76190513229;41656.89127492967;41998.16501335228;39995.395506541754;43347.75980155297;41741.01604779017;39484.45690950077
error_resid_log;log;CE;glp;ARIMA+SVR;sum;12;12;2519.8789232253957;0.037592471975918314;63.63636363636363;3.9075682808801373;1.2600892712261837;39719.41350702721;42577.30878177564;42241.8145911147;43662.55408259378;43093.00602445803;42697.096590609886;42339.59309309625;42753.97252671773;42384.00804750067;39199.19370161025;43259.52233882492;42128.45592584659;40906.48044351275
all_resid_log;log;CE;glp;ARIMA+SVR;sum;12;12;2950.168086320188;0.042226994504775524;63.63636363636363;3.858300562732157;1.4098569501907896;46507.70835871828;42056.013346788146;41860.7145242172;43768.77226057725;43423.20737904731;42864.812361450306;40890.24180955878;44436.25860759911;43648.37070916903;37757.3366644085;43699.7293464229;42386.837386276806;40710.781197911005
error_deseasonal;deseasonal;CE;glp;ARIMA+SVR;sum;12;12;1637.183236381759;0.02908768173543673;90.9090909090909;2.9620013713417364;0.9551685040662389;6465.472981617166;46442.725768003234;42034.08321631149;42923.61267668899;44231.63945168438;42913.61581701434;43407.09026039733;42453.29946308747;42354.97273429988;40364.172495757186;43923.06539478919;41387.779052779035;39798.31274863488
error_noresid_deseasonal;deseasonal;CE;glp;ARIMA+SVR;sum;12;12;2105.828460921337;0.02808067621885396;90.9090909090909;2.9399285864464297;0.9480506042796241;8315.265658530432;42946.25830141893;42010.6128724217;43462.82292796999;44681.72741222919;43136.204321745194;43637.363268101144;42903.45560823065;42252.40032833712;41070.542184170496;43859.23504097102;42150.35242798346;40239.909969500244
error_resid_deseasonal;deseasonal;CE;glp;ARIMA+SVR;sum;12;12;2308.882473518599;0.034327530517066177;72.72727272727273;2.983676414573213;1.1500023784697924;27301.32807095493;43065.96141231871;41597.30487024669;43141.019749813386;44875.34712295197;42507.51563305299;42790.69587727218;44129.03473262034;42414.05286444898;40782.07906333582;44166.76409570955;41136.39374890161;41513.78388359587
all_resid_deseasonal;deseasonal;CE;glp;ARIMA+SVR;sum;12;12;2600.1833881343755;0.0389246256826662;63.63636363636363;2.879461781803521;1.2994439606209693;40986.708962554054;42865.49865835985;42520.78287800843;43434.275043738184;44753.726855867826;42326.06267341245;41730.08781731178;45048.83551946809;43230.86055436879;39449.945158694034;44882.432001645815;41089.01022907052;41338.55332359013
