DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;1.6286170312512924e+18;AP;gasolinadeaviacao;VARMA;['CE', 'RO', 'AC', 'AP'];(11, 3);12;12;30.51046124214059;4.233418826346776e+16;41.666666666666664;-53.7316319895496;42.09461012687416;53.82228298737299;72.12607527412506;58.97865430603016;47.46171251130197;57.320387704001085;62.6597674057818;56.1273664994436;53.7751222136758;50.861070464334674;57.44468384195402;44.95836735736014
serie-desnormalizada;2.420815922104131e+18;AP;gasolinadeaviacao;VARMA;['ES', 'PB', 'AL', 'AP'];(9, 6);12;12;33.701231720706346;5.143120099600908e+16;25.0;-43.73562508688264;56.03651170382069;76.88616336851524;55.735771947659735;60.15408510322931;35.997198193227796;58.2098010451728;52.94170387171995;44.09112094509769;51.809307880756464;49.70112954046492;31.953532767618697;41.35305591688152
