DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;505.68649782464377;MA;gasolinadeaviacao;VARMA;['PI', 'TO', 'BA', 'MA'];(3, 2);12;12;22.865886231353496;0.33676432525478667;50.0;22.462391512496175;44.97336188543654;54.422024570853715;42.87066169404514;46.88168951681443;51.54452685811312;48.655641241842645;46.66683941402319;48.402628917064845;48.362347181652865;46.60816817431632;47.356133570414826;48.21362680804559
serie-desnormalizada;421.04647888901167;MA;gasolinadeaviacao;VARMA;['PI', 'CE', 'RO', 'MA'];(14, 2);12;12;22.831432735138492;0.32645139328916944;58.333333333333336;18.883867161432903;55.2048368918062;60.1722671956537;57.944663428504256;54.771274224910954;50.411630334121746;67.49751007884139;41.36353273519778;44.62328156482116;45.76404491591049;37.12602186361599;47.056146752115964;39.55794940037151
