DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;1303.417803793228;RS;gasolinadeaviacao;VARMA;['MS', 'MT', 'BA', 'RS'];(3, 2);12;12;89.11308451972207;0.3240464652587771;66.66666666666667;11.461619887188307;155.86871356391327;158.60653448556346;157.81695221385348;168.06189036771198;166.87903534427232;191.05693641096875;232.90557303538125;265.658466419378;281.94528293164365;282.4997514335577;272.2477420367886;245.3255708274529
serie-desnormalizada;1807.6058574620756;RS;gasolinadeaviacao;VARMA;['GO', 'MT', 'MS', 'RS'];(5, 6);12;12;82.66385774246334;0.31126809635591063;50.0;11.368945494699735;150.9681170606653;171.63385308716204;149.35126094674447;136.70679457303766;147.324008723681;188.89622088110733;223.1130208911971;257.12068848735737;298.1497893714004;308.02682121612975;293.8274191807402;256.4537974359241
