DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;4303.639182428347;RR;gasolinadeaviacao;VARMA;['TO', 'RS', 'AC', 'RR'];(14, 6);12;12;128.1069776800695;1.6287261011582508;25.0;-130.07732461842642;229.3740722732212;170.16530472627088;157.66331645012636;189.63724213723245;188.960392939848;222.8126301274884;162.12016852324314;251.19766877161703;235.6985783180843;209.85457754848383;246.09696454819172;233.12617946550847
serie-desnormalizada;5023.195747269955;RR;gasolinadeaviacao;VARMA;['SC', 'AC', 'RO', 'RR'];(10, 2);12;12;122.84294078367041;1.5848742925087278;8.333333333333334;-127.36477159662837;237.07310522807165;176.9255611373547;168.87468361537034;187.34532178944528;184.24352359298143;201.12714507937875;205.22507099987678;221.49157469235882;233.3792684320725;213.06984379157186;224.27616981294045;214.2402872865497
