DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;MG;etanolhidratado;knn_rf_deepar_svr_catboost_arima;{};12;12;68996.70912571998;0.28816560984728845;45.45454545454545;19.226313343199383;0.9022112349281776;116242.58506029591;118412.73210328407;140684.93261816353;169565.8854167371;191257.96971245806;176073.11557161383;171698.4979186027;151695.2793062107;133848.20702882245;116837.22586786243;93371.05836141072;83577.73170757324
deseasonal;MG;etanolhidratado;knn_rf_deepar_svr_catboost_arima;{};12;12;70936.21223991223;0.3202428062875428;45.45454545454545;18.010818862743637;0.9778339085498058;112678.79176544116;121969.40541636982;153000.05230380484;192929.9714534299;190973.33599091845;180262.91527393306;162437.2728507299;144697.29951494953;124293.04161503093;132013.47006056487;94824.66158222104;78214.06588509414
log;MG;etanolhidratado;knn_rf_deepar_svr_catboost_arima;{};12;12;54977.64013599718;0.24704545796943767;63.63636363636363;15.89111560887662;0.7523420574962567;102886.57040879302;107245.43294106299;136966.77810392983;169322.3814145597;172537.18228354177;179447.14199802288;180633.0175487719;161059.74964532017;148740.6269326681;145759.03337256832;120604.68946349015;106739.91265967257
