DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;612.7823436756672;AC;glp;SARIMA;{'p': 5, 'd': 1, 'q': 4, 'P': 2, 'D': 0, 'Q': 4, 's': 12};12;12;154.92728113142815;0.04103432568383054;90.9090909090909;3.5487874749601604;0.9014203150841205;3213.548618549528;3027.3665948380644;3099.919686127732;3130.7611151509313;3084.308407570664;3121.8014096035754;3080.028673051573;3097.7345847606803;3040.2586669419074;3215.710504257129;3022.0167118290997;2972.766265034959;-4.442249920441025;0.00024969251830344664;11;385;-3.4474498334928687;-2.8690765390453703;-2.570784795075055;True
deseasonal;1815.984719900675;AC;glp;SARIMA;{'p': 6, 'd': 1, 'q': 1, 'P': 3, 'D': 0, 'Q': 4, 's': 12};12;12;153.5141106430745;0.03920968757171864;72.72727272727273;3.700497016598894;0.8633471016149676;3176.1404503333324;3064.6932226110544;3171.7161737673764;3042.5022408941472;3107.5136068446636;3094.1184267912167;2947.2303849497675;3087.875130725164;3109.2811347239426;3271.8648500529157;3003.8192748906586;2971.1014158129315;-9.066756520113163;4.411425312213138e-15;3;393;-3.447099431978147;-2.8689225261604263;-2.57070269105012;True
log;607.401009998726;AC;glp;SARIMA;{'p': 1, 'd': 1, 'q': 6, 'P': 6, 'D': 0, 'Q': 2, 's': 12};12;12;153.57203986614218;0.040716667373606026;90.9090909090909;3.4590393462478803;0.8943405725150172;3208.101169766396;3014.411871220072;3106.937622210809;3130.0354260169984;3098.306092218111;3140.8404484287;3079.6108513728805;3091.6297374252986;3056.9927745893156;3196.881439884644;3026.8245329073716;2990.1767165096417;-4.422305668729942;0.000270983537801916;11;385;-3.4474498334928687;-2.8690765390453703;-2.570784795075055;True
