DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;4760.489719070331;RR;gasolinac;ARIMA;{'p': 12, 'd': 1, 'q': 14};12;12;658.1199736945215;0.03736566992980452;83.33333333333333;1.4712054284240665;14809.248566682863;14286.690797522093;15299.829605057615;14058.807865454128;14639.250569662478;16011.086117896722;15747.891160777936;15936.768221862683;15543.347710315675;15566.050720386762;14439.502385246467;14069.176821923455;-4.2374802158752205;0.0005689830440834367;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
deseasonal;9409.290649078952;RR;gasolinac;ARIMA;{'p': 14, 'd': 0, 'q': 6};12;12;651.1752534752184;0.035038529058035985;66.66666666666667;0.16063220943835324;15198.240265401584;14558.58548487547;15125.165256055323;14671.754613573174;14962.000004837348;15454.419271593104;15990.645011338082;15969.145782879108;15166.90271122225;16282.977867159225;14920.163494777356;14507.329333245638;-7.625160089101913;2.0780413073566704e-11;2;394;-3.4470566389664703;-2.8689037160476016;-2.570692663557422;True
deseasonal-log;11448.57433887082;RR;gasolinac;ARIMA;{'p': 2, 'd': 1, 'q': 3};12;12;792.0535767667319;0.04551079360961383;66.66666666666667;2.045920223892014;15126.788484135806;14852.376260673109;14739.091369952397;14609.092643571868;14733.028559331744;14962.368170893013;15303.343685407603;15309.480676893896;15019.474446143638;15572.273895656017;14686.154978376357;14441.86625363423;-;-;-;-;-;-;-;-
deseasonal-diff;14774.613809912307;RR;gasolinac;ARIMA;{'p': 11, 'd': 0, 'q': 13};12;12;1360.5552530348004;0.07695666787662868;75.0;-7.471218901163345;15598.739567312627;15254.870970492195;16090.651776687951;15685.411780383178;16080.536839262944;16757.884475756175;16869.66527735374;17276.74523883794;16831.551300285486;17559.247530738616;16542.615200954107;16233.439107927008;-8.20081477871889;7.23924147407062e-13;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
diff;12285.808655989873;RR;gasolinac;ARIMA;{'p': 14, 'd': 1, 'q': 12};12;12;1132.1607593279796;0.05949109079056172;75.0;-5.555727566107265;15583.329864767782;15207.532975236707;15770.065269359993;15599.833415058149;15884.319652505683;16444.423355674946;16864.05206340098;17043.934322132834;16654.42687175169;16717.227980391246;15819.302166883173;15685.618738871652;-8.029359104262502;1.977409187686657e-12;11;385;-3.4474498334928687;-2.8690765390453703;-2.570784795075055;True
log;7045.021849382779;RR;gasolinac;ARIMA;{'p': 13, 'd': 0, 'q': 14};12;12;649.8614240555149;0.03444476530337781;75.0;1.1209071649074314;14886.510261315889;14659.19979036607;14851.97266883923;14172.872983520512;14258.577439394334;15119.143859246533;15554.842518901998;15900.865871733035;15497.783414783864;16301.81991328052;15361.373992492849;14484.089025234842;-4.324808299782914;0.0004022649087285822;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
log-diff;13673.733402095368;RR;gasolinac;ARIMA;{'p': 13, 'd': 1, 'q': 12};12;12;1259.6102431521908;0.06840873624620923;75.0;-6.041925152694921;15398.527206641093;15129.97113889368;15798.8145238972;15656.856030791121;15719.727319766043;16214.126677157774;16719.91970363667;16820.76411465625;16364.419250403245;17061.967815933403;16695.377497780202;16583.830222523182;-8.149005237218566;9.810989918848412e-13;11;385;-3.4474498334928687;-2.8690765390453703;-2.570784795075055;True
