DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;280023.9784918342;RJ;gasolinac;ARIMA;{'p': 14, 'd': 1, 'q': 11};12;12;19356.532314980726;0.07580937594989302;66.66666666666667;6.574951836610642;211091.1675282438;203680.9203148061;207457.87808105603;184263.1306627727;191937.78457923583;193136.3759866126;178204.76537527834;181324.48081145447;166098.40386003844;189317.43742994466;174242.75180137108;165469.6530290626;-3.968461200073773;0.0015849662231171332;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
deseasonal;416378.0380370271;RJ;gasolinac;ARIMA;{'p': 14, 'd': 0, 'q': 12};12;12;19201.074743909285;0.07948398757961374;50.0;7.768440974219315;201315.2477429921;195103.10529294098;179309.3259292953;178598.60176777796;190636.56920516485;182791.62045702676;180301.01815566316;182272.9841832256;171976.34879587812;197398.22911968527;184018.80747782305;173807.75130507757;-4.3034067914727405;0.00043821666983973013;10;386;-3.447405233596701;-2.8690569369014605;-2.5707743450830893;True
deseasonal-log;308485.51817962615;RJ;gasolinac;ARIMA;{'p': 14, 'd': 1, 'q': 12};12;12;17069.982063151005;0.06823043387438728;58.333333333333336;6.899845726820048;210127.8995265504;191583.678987649;187162.80347888544;180472.02188609296;190703.15842573217;186188.2939877374;182502.55476605176;181851.23792011943;174998.80919746068;196183.91994457776;185073.10017662667;171565.82539401232;-4.309874158302033;0.0004270442845456834;10;386;-3.447405233596701;-2.8690569369014605;-2.5707743450830893;True
deseasonal-diff;665659.7845510662;RJ;gasolinac;ARIMA;{'p': 4, 'd': 1, 'q': 4};12;12;45838.373395196264;0.2033855729939041;66.66666666666667;-19.923850640331537;216247.5325802621;212749.49496967279;220438.88423229902;220361.81045431813;229964.47879614978;238482.87981002763;239344.3524242357;249842.80190798608;251673.09973888737;278980.7534399193;264056.62179422035;261194.53884905466;-8.691640829092181;4.025749105060531e-14;10;386;-3.447405233596701;-2.8690569369014605;-2.5707743450830893;True
diff;714758.7513134507;RJ;gasolinac;ARIMA;{'p': 7, 'd': 1, 'q': 4};12;12;39446.51281517268;0.17878588899997513;58.333333333333336;-17.403564079303916;218578.52072395812;214337.04527682933;225030.99642710225;221668.45436762282;226621.2830552287;239591.31889522067;235073.8156922965;238569.7853838317;244951.11046118898;251277.39127270074;253327.6481548488;253714.45910284275;-7.6192456821963495;2.1503419575706994e-11;13;383;-3.44753973676872;-2.8691160516676844;-2.57080585953957;True
log;458920.445806242;RJ;gasolinac;ARIMA;{'p': 13, 'd': 1, 'q': 11};12;12;21159.307753863817;0.08797948617142541;50.0;6.813840899421152;212319.10788500987;213850.26698797697;206082.14047731852;179088.43815936046;194680.3523936871;184413.16136869465;180276.8883985645;179724.13190459015;166992.7970055752;189930.4007558321;170967.03201691402;162156.40621791047;-4.003598871673963;0.0013917833025503545;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
log-diff;1193127.8710269346;RJ;gasolinac;ARIMA;{'p': 11, 'd': 1, 'q': 12};12;12;47068.03429563088;0.20743071533424962;41.666666666666664;-20.25370364248191;222439.24409259637;216640.23352351482;217820.60517239972;211590.46598819323;236857.1925241103;235161.26676408714;241043.4889132889;258566.19197312096;250774.31127092006;276566.9119929566;255373.587173205;268434.4276407027;-7.848089261453842;5.6974469885202485e-12;13;383;-3.44753973676872;-2.8691160516676844;-2.57080585953957;True
