DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;294675.67197587946;SC;oleodiesel;VARMA;['PR', 'MG', 'RS', 'SC'];(13, 7);12;12;16312.93667287331;0.05005437524722529;58.333333333333336;4.627053623822945;243480.67180882866;246494.35330090794;252987.73431479852;231706.00856170466;240842.6116800296;243888.5280782002;243414.40964609312;245221.5251046294;239520.58423623975;241348.6011336741;237253.1925485009;241320.0913299007
serie-desnormalizada;447721.2551972859;SC;oleodiesel;VARMA;['GO', 'MT', 'PA', 'SC'];(14, 14);12;12;17709.01155437801;0.053034082517777886;41.666666666666664;4.887058493454576;249576.77749720638;244491.81821887547;236771.8886755476;233887.3426108237;244686.47300449773;238899.21822983713;250576.35780162792;245719.36458291174;240032.6110938832;238770.44149028065;230583.17174412648;245556.50553963118
