DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;15580.57952658385;DF;oleodiesel;VARMA;['MG', 'SP', 'BA', 'DF'];(14, 14);12;12;1437.3580494705736;0.032725158156181745;75.0;-1.2931261156380394;31630.734479218154;30949.675856408656;34450.979941721795;32519.849603277184;33925.50578743068;36341.92641484115;34405.18328748996;34733.059861274254;32884.024557789344;33327.46333861985;29417.64014530768;29423.269897972554
serie-desnormalizada;8710.780687815155;DF;oleodiesel;VARMA;['PB', 'AL', 'RN', 'DF'];(14, 8);12;12;1204.639515839655;0.032228638827045394;83.33333333333333;0.8510914824699406;33314.42030188924;30717.136789683696;32227.211482932336;31473.878534776544;33748.86755656;36418.18696208562;34237.87673739845;33233.112647830705;30019.861378357968;31171.302000584114;28661.19623035288;30445.699516458953
