DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;338739.4859472435;RS;oleodiesel;VARMA;['SC', 'PR', 'MS', 'RS'];(13, 7);12;12;23426.506243801996;0.0597528436846503;66.66666666666667;4.523912290024865;376200.4660837181;325278.62003743276;309820.0908681396;284153.05569607153;284822.98287464475;315356.3401774879;312827.5258739599;346264.19461601623;326262.02604207187;302273.4491343408;279819.16982959746;298448.16729138436
serie-desnormalizada;481739.1827247651;RS;oleodiesel;VARMA;['BA', 'RJ', 'MT', 'RS'];(9, 8);12;12;26663.43668710853;0.05813340810726616;58.333333333333336;4.949858801717393;354030.8377511462;345921.31942155503;296722.2004895932;299931.69350788445;296872.0853127642;313512.4044026607;296418.84946328664;330028.9612369636;339544.12941765797;292175.5506026676;281799.018968574;297787.77937032375
