DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;427532.7561396539;PR;etanolhidratado;knn;{'n_neighbors': 5};12;12;21632.7289526311;0.18630462721067323;54.54545454545455;18.133949064788368;0.6483312043725445;53838.738277622135;47348.7386886297;60526.856026574955;64173.51538522179;67025.199981618;68994.51788377267;80600.98957974833;81369.43603932986;84790.63851279863;81250.76901602423;75714.00917241033;69726.95979328158
log;783999.670647963;PR;etanolhidratado;knn;{'n_neighbors': 1};12;12;24812.34087250324;0.2425471331198651;27.272727272727273;15.98841197271564;0.7976240093724744;46507.81113941113;48200.57406380793;71679.50835280243;78319.49383627983;78445.81053886452;77989.23547622429;79862.46256038592;77774.82380462729;77736.2116664409;72490.01451140197;72383.4728178593;75863.98870688742
deseasonal;661677.4911134217;PR;etanolhidratado;knn;{'n_neighbors': 3};12;12;23932.33593816314;0.2130306682865254;36.36363636363637;16.114265244578753;0.7077937368330228;48457.24865229831;42603.642031068775;67020.42679200276;68643.93369940261;78872.2647516177;76868.95538083195;86131.63554835711;83085.06025206915;84318.3328647946;87928.92398258048;65502.346786465845;66536.431200911
