DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
seasonal;3212.225835318349;MT;querosenedeaviacao;ARIMA;{'p': 20, 'd': 1, 'q': 3};12;12;434.2958059916835;0.3992668583253929;83.33333333333333;-59.58020544414815;2528.532674527607;-11.503308643612499;-816.1011436945668;-2060.860921965686;-2544.4682408775884;-2456.1503699507844;-1901.5578736871641;316.6638966005113;980.6950499790997;1874.0224479642961;2984.155993599505;833.552359566782
trend;19034.39531754489;MT;querosenedeaviacao;ARIMA;{'p': 13, 'd': 0, 'q': 13};12;12;751.9250296634575;0.11818408685839693;41.666666666666664;11.980748870951395;5178.814602682971;5228.290317451418;5229.873445221276;5192.956907426681;5147.077689122648;5139.785048058904;5176.0253939674185;5216.981648390013;5219.071145916385;5188.130218945549;5150.824021623378;5145.972486388673
resid;7077.489236332839;MT;querosenedeaviacao;ARIMA;{'p': 2, 'd': 1, 'q': 16};12;12;381.2176861491998;1.0894018751214227;58.333333333333336;101.53743158938822;33.956043667809304;-12.258496721542219;-17.378361501950454;43.84987208518265;-47.39674641752313;-56.29018847213073;37.86523878249652;-76.44979728161114;30.462766367607937;22.461966386785324;-37.16189143792292;70.23295902279348
seasonal_trend;6015.584587383637;MT;querosenedeaviacao;ARIMA;{'p': 23, 'd': 1, 'q': 19};12;12;827.2817634963208;0.12366648020201947;83.33333333333333;11.8898086348083;7364.660157767352;5144.289327040954;4324.1944222246875;3241.328796575869;2819.936508135058;3062.16806683898;3577.4654422917374;5557.822672149053;6225.597250339723;6986.281837602055;7952.276146735314;5871.316484676319
