train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;AM;gasolinac;ARIMA;(12, 1, 5);12;12;3410.8085391541285;0.055308146868315984;63.63636363636363;-3.3885287522036576;53788.86299953876;0.5028638909024101;47417.53902336237;50076.50665064139;50931.011406652935;53518.29473967969;56755.26268496114;57461.68934854007;57148.65046159068;55099.615016904994;54233.78148560891;53063.631571480415;50031.868336473155;52309.136423909185;-4.026483816625053;0.0012780098043433917;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
1990-01_2022-02;2022-03_2023-02;AM;gasolinac;ARIMA;(12, 1, 5);12;12;4864.830207706693;0.06892852953379185;81.81818181818181;5.397203788562548;38446.34786660961;inf;45753.172458354;47566.659948188964;49039.12964946639;51892.93491117603;53552.98363857702;54735.12875710675;53895.79892836184;53500.87990804941;51107.609343757955;52158.16261012997;48358.61675593391;50555.80655237268;-3.862015867123972;0.0023328708788385184;12;372;-3.4480516066132636;-2.869340997473759;-2.5709257824604;True
1990-01_2021-02;2021-03_2022-02;AM;gasolinac;ARIMA;(12, 1, 5);12;12;9157.148608689917;0.144052440525014;54.54545454545455;4.9352713087661595;180808.6474512915;1.8422829241863423;43467.99180803778;38080.92162070783;38854.92201612246;39107.49044451953;45740.11937622437;49709.82720629081;54564.59210545349;56565.60317657101;59832.705399423256;62896.61531310336;53941.839671067595;50772.1744995224;-4.182885070027171;0.0007042601562332359;14;358;-3.448748905151901;-2.8696473721448728;-2.5710891239349585;True
1990-01_2020-02;2020-03_2021-02;AM;gasolinac;ARIMA;(12, 1, 5);12;12;10898.829896329142;0.21794987462030754;72.72727272727273;-2.195927541677898;129740.20020458559;2.0995282971678795;56266.9139861882;54604.14738978765;48834.07775452845;49716.24071009274;51131.94011645406;51334.74844397367;51226.86846168411;51289.70729447992;51239.97449235421;51272.57026798244;51205.7492563588;51238.84907022642;-4.332103480768381;0.0003906605106874862;14;346;-3.4493918438232525;-2.8699298018856574;-2.5712397066390458;True
1990-01_2019-02;2019-03_2020-02;AM;gasolinac;ARIMA;(12, 1, 5);12;12;3776.275911628689;0.06079150209645206;72.72727272727273;2.788146506025757;44695.8163821227;0.6892118575255521;52466.5626305707;51609.332231281616;53236.840956242704;54621.47856369112;52235.867924687336;52872.84612582006;51626.999399763095;51961.39779053266;51078.85243315762;52588.887356262545;50732.745508191554;51682.45037604295;-3.8744359518200184;0.002231250594313845;14;334;-3.450081345901191;-2.870232621465807;-2.571401168202517;True
1990-01_2018-02;2018-03_2019-02;AM;gasolinac;ARIMA;(12, 1, 5);12;12;2938.5741006630296;0.04707639862235611;63.63636363636363;-2.02912119147655;46331.18536909904;0.4639170207746762;53959.54240579647;54206.13951005846;51877.246717158;54198.753645440716;55233.12660419843;55798.32892379323;54271.37412733515;53638.19555728963;52217.79013965384;52280.26352184468;49282.83453866158;50358.58259291864;-4.140984033580082;0.0008279991234465748;14;322;-3.4508226600665037;-2.870558121868621;-2.571574731684734;True
1990-01_2017-02;2017-03_2018-02;AM;gasolinac;ARIMA;(12, 1, 5);12;12;4705.08682219847;0.0782214991234289;45.45454545454545;2.049335099145555;111290.06890624363;0.8146504521671272;48612.02387624861;49002.341958530946;50171.04630648353;51245.09437857647;53194.06418074622;54265.6486823846;55011.81581333742;54471.6727700581;54561.928155426955;54843.63694259345;51687.97039123413;51000.68202724265;-4.128716870298585;0.0008679167112160859;14;310;-3.451621854687657;-2.870908950689806;-2.571761810613944;True
1990-01_2016-02;2016-03_2017-02;AM;gasolinac;ARIMA;(12, 1, 5);12;12;3569.179434797539;0.058536795711525084;81.81818181818181;4.389533519863495;28190.930033670622;0.731092347390588;52030.550754649004;46535.83737700139;45985.13819310094;50596.91693671422;51574.01828074691;51825.33099013891;52519.48655835257;51833.86351693735;51174.427376451466;51263.339305606125;49148.62780772316;49281.863737859516;-3.896624376237795;0.002059830766843289;14;298;-3.4524859843440754;-2.871288184343229;-2.571964047565425;True
1990-01_2015-02;2015-03_2016-02;AM;gasolinac;ARIMA;(12, 1, 5);12;12;2755.541530616817;0.04415361291551418;72.72727272727273;-1.908345205885829;32594.599835555557;0.558066895966015;54578.328256179346;56895.9243712675;48960.47831975768;49540.07992038112;53605.6185618725;53726.394455727735;54397.13419163897;53528.09600861523;52257.85193111756;52752.76380041565;50624.717874318136;50212.853951482764;-4.099622942911024;0.0009699153457686607;14;286;-3.4534232986669546;-2.8716994185534745;-2.5721833625116144;True
1990-01_2014-02;2014-03_2015-02;AM;gasolinac;ARIMA;(12, 1, 5);12;12;4332.651740112086;0.07317772799052162;90.9090909090909;5.674147437822876;17192.969360803818;0.9455296667963408;46435.65582242751;46374.75581807732;47329.23718498645;47260.609419768494;49260.58260222088;50659.20018150512;51095.83547374355;52196.95010299843;51199.65131440328;52092.861067359314;49623.441185550815;49291.88589697017;-3.760721543433117;0.0033357431251404175;13;275;-3.454355055831705;-2.8721080938842976;-2.572401325619835;True
