train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;PA;gasolinac;ARIMA;(18, 1, 2);12;12;6990.758170988279;0.05319697770949631;90.9090909090909;-1.7319452086291036;27680.214782870247;0.8571388457798026;106098.08955849352;102071.58650845723;116298.27072877457;107432.15938283068;119257.29755658869;127256.76655464259;124546.79107339108;127907.01939328738;123987.14197809235;129125.68132281154;115862.74870622442;116229.02902904358;-3.182114822510715;0.021043566569733437;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
1990-01_2022-02;2022-03_2023-02;PA;gasolinac;ARIMA;(18, 1, 2);12;12;7967.576089024527;0.049728833668741895;72.72727272727273;5.139986752318274;94264.74526166766;inf;98897.78047264267;93923.67829082071;102017.94569657644;101232.05552017706;108355.64568809302;114976.3341146682;111566.76645297837;109798.2300855492;108434.71064034046;108112.15167699908;97450.20757411444;103786.60624502283;-3.065587260394503;0.029206940307564006;12;372;-3.4480516066132636;-2.869340997473759;-2.5709257824604;True
1990-01_2021-02;2021-03_2022-02;PA;gasolinac;ARIMA;(18, 1, 2);12;12;7367.899230383025;0.05867479117223349;72.72727272727273;2.694137082173462;87198.63278843088;0.7563971559887783;93965.14454919272;85133.01840367727;91795.4435929749;94368.37294293585;98664.04657293182;105474.97073664835;115128.5937373995;113281.92083808317;110105.2753661596;110365.77519690334;94322.40329176676;95370.32963210945;-2.962834424307185;0.03851400043311617;12;360;-3.448645946352023;-2.869602139060357;-2.5710650077160495;True
1990-01_2020-02;2020-03_2021-02;PA;gasolinac;ARIMA;(18, 1, 2);12;12;12548.177698309744;0.11599803951481864;54.54545454545455;-1.0992716730651706;247610.7575964287;1.0901404362239784;100292.5620724918;95578.26212537228;98230.3349667037;97069.14574967348;104161.08092598735;104461.17799787503;104440.12205796863;105808.12462398474;102786.16155712157;110118.02540564229;98655.32653046686;100860.27535846058;-2.9212636838691983;0.042930608040959745;12;348;-3.4492815848836296;-2.8698813715275406;-2.5712138845950587;True
1990-01_2019-02;2019-03_2020-02;PA;gasolinac;ARIMA;(18, 1, 2);12;12;4812.0819537910875;0.0373228041539227;81.81818181818181;2.22486479923257;37963.38324725704;0.31938855584645515;98023.90178695154;89390.37798148552;95577.65329778488;92960.08856049232;96844.83665220339;100803.02031816092;94352.07852725942;101923.57438702656;96743.0946016121;101634.26824642923;96568.73601316591;94179.62173397865;-2.8268788999052776;0.0545356982893119;12;336;-3.449962981927952;-2.870180642420163;-2.5713734527352607;False
1990-01_2018-02;2018-03_2019-02;PA;gasolinac;ARIMA;(18, 1, 2);12;12;4119.537567096421;0.03882795477701059;90.9090909090909;1.4665115292705553;16285.888188643925;0.23944272471338546;90907.50102744681;86984.24305589037;96613.17114719073;92146.04441077294;96507.5744899362;99914.05029878594;95804.62459823175;97167.51955526359;92713.65025760396;96055.88136039233;89260.22968903951;90269.57511230867;-2.8646474682819267;0.0496161709700996;12;324;-3.450695263332383;-2.87050218926466;-2.5715449066453284;True
1990-01_2017-02;2017-03_2018-02;PA;gasolinac;ARIMA;(18, 1, 2);12;12;5125.220132555358;0.0455471266081365;54.54545454545455;3.0412901640404746;100978.58843181955;0.30884888845131037;89783.02406607843;87474.40486719954;97149.38317203717;90612.62864135428;96310.85257237003;97043.84639698779;97602.96826714871;94062.21591652287;94620.81804398779;96497.8218325107;88082.99803780646;91863.77613393619;-2.9968840332859763;0.035186418787359244;12;312;-3.4514843502727306;-2.8708485956333556;-2.571729625657462;True
1990-01_2016-02;2016-03_2017-02;PA;gasolinac;ARIMA;(18, 1, 2);12;12;4889.514000652393;0.045101145581551816;81.81818181818181;2.9128671141442486;38590.78362689749;0.29242330853107756;94117.19904774599;87834.6319390171;91633.37112476808;91997.78527680525;94433.03051255607;95309.89950384248;97025.49111926815;93976.50840298765;93500.2035377872;96561.59652590264;87165.1247720575;93292.98069493126;-2.782101777061772;0.060876233717798704;12;300;-3.4523371197407404;-2.871222860740741;-2.571929211111111;False
1990-01_2015-02;2015-03_2016-02;PA;gasolinac;ARIMA;(18, 1, 2);12;12;2965.339771992894;0.025157097899856398;72.72727272727273;1.1623522094710892;35051.59373692397;0.14688059948366505;92272.76150317685;86283.3817374227;90464.95698912344;90743.381764976;94467.26980284856;94412.61543375108;98916.90291781131;95767.00590180939;93402.29945278869;101752.7967538168;88835.86522302538;90760.47421863955;-2.8387025201770957;0.0529545121841447;12;288;-3.453261605529366;-2.87162848654246;-2.5721455328896603;False
1990-01_2014-02;2014-03_2015-02;PA;gasolinac;ARIMA;(18, 1, 2);12;12;9378.344968057874;0.07823723012661428;54.54545454545455;7.814011831518511;184907.55196562796;0.4269658469587053;85389.91505085588;79064.95999054906;84141.74827772853;83716.37292602209;88156.66334337185;88381.37167883627;87466.07870972407;89288.78773214854;85279.97862118209;89630.51129886735;82495.61111867295;83297.29936260026;-2.7376158487024025;0.06775218546022832;12;276;-3.4542672521624214;-2.87206958769775;-2.5723807881747534;False
