train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;229.75147222727537;SP;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.2989972316635111, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;75768.82385082213;0.05151903010954272;63.63636363636363;4.766251686602498;1194740.6605616873;0.8489021706172767;1067317.2333461496;1055877.8937541551;1045379.3298321746;1118925.6887221036;1163663.5797689368;1192382.1114344846;1159226.9797067319;1176776.4308969218;1123930.2042430944;1050897.6898724122;942279.5534941319;940688.6075291015;[97620.04665385047, -36893.5227541551, 174198.38716782536, 23996.594277896453, 41317.67123106308, 119794.41156551545, 70488.41529326816, 20469.964103078237, 48005.10175690567, 21639.77612758777, 24107.948505868088, 47747.3124708985]
1990-01_2022-02;2022-03_2023-02;97.7061097919941;SP;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.1528460274065662, 'depth': 4, 'loss_function': 'RMSE', 'random_state': 42};12;12;38241.51203539866;0.03028529313738362;72.72727272727273;1.189922070053042;452112.5932218823;0.9115663933272123;1017037.7400270455;1027393.8601497724;1104845.5923913585;1121689.9374976524;1155114.410161538;1172247.261205118;1142418.7012288822;1134558.6356924241;1084080.9628362213;984331.6255974799;899803.0189592873;907193.5105573421;[76956.59897295444, 26580.31885022763, 55659.67160864151, -11852.081497652456, 8458.559838461922, 48734.59179488197, -20714.655228882097, 31613.071307575796, -6283.155836221296, 21253.342402520124, -51881.30795928731, -24974.245557342074]
1990-01_2021-02;2021-03_2022-02;305.4065976822749;SP;oleodiesel;CATBOOST;{'iterations': 100, 'learning_rate': 0.03458374742257453, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;57886.434189673906;0.048792169945866014;72.72727272727273;3.3912675212827663;684829.7958255099;0.7758277218486966;996685.8070468403;983181.8000749847;991822.2801570032;1028616.9614055109;1075890.3162898226;1118851.7506502706;1088439.7183230158;1109436.8954090169;1041821.8290677028;975282.9059707925;900264.5982515928;893439.999571535;[69733.35195315967, 69053.60392501543, 95779.99284299684, 50346.22859448905, 79944.76971017732, 72055.34734972939, 29927.801676984178, -9019.967409016797, -52493.413067702786, 11542.11502920743, -35198.15525159286, 46717.442428465]
1990-01_2020-02;2020-03_2021-02;293.49294503685087;SP;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.010130491530544381, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;62552.50088955619;0.04871755443206613;72.72727272727273;-3.9936886762102506;740029.9790776165;0.8751563953602913;1010881.9827246522;1029085.1521326557;1058572.9609803783;1077742.6368955038;1124984.9041661755;1161903.006858623;1126447.9263791493;1149678.7391452638;1063790.5280085162;985943.3378860485;910636.0651830501;898185.5511158402;[-28761.650724652107, -153465.5121326557, -102806.00498037832, -48419.65689550387, 17573.38683382445, -58511.98285862291, 216.45562085066922, 21632.853854736313, -47832.166008516215, -50293.803886048496, -9684.362183050136, -23445.20511584019]
1990-01_2019-02;2019-03_2020-02;189.51876761903986;SP;oleodiesel;CATBOOST;{'iterations': 100, 'learning_rate': 0.25730598108807395, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;78182.86017864407;0.05934462775777904;63.63636363636363;1.816472579693369;1233070.7804653137;1.013627633710776;1079145.6505713712;963448.2142925279;1005050.068543756;1048999.5017240127;1091193.5179058942;1118597.7794715487;1058391.4281051352;1068703.3692432605;1017226.9085342786;955140.1359538625;888279.84223289;927422.1353423463;[-131181.97557137115, 65741.14570747211, 116761.33945624402, -2360.0037240126403, 55851.38909410569, 74191.06952845119, 24707.47589486488, 141277.90775673953, 7527.226465721382, -84314.06695386244, 590.9107671100646, -42683.220342346234]
1990-01_2018-02;2018-03_2019-02;73.56142257899046;SP;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.24501102756423138, 'depth': 6, 'loss_function': 'RMSE', 'random_state': 42};12;12;59022.425491841925;0.04520070176936855;63.63636363636363;-0.7286228828261676;930518.1062856682;0.9222256208552714;983483.1896991888;982391.3953924177;1031436.5403066776;1045061.583214068;1089460.4448096524;1147222.1699391715;1098388.2365945699;1130180.5832911339;1051731.364425503;965562.0804654015;887629.2373856929;875813.3603512293;[37164.25630081119, 58577.35260758235, -141009.59330667753, 97897.69878593192, 12259.036190347513, 7170.408060828457, -40380.90159456991, -54064.58029113384, -33946.4074255029, -36193.59846540156, -10415.273385692853, 14053.45764877065]
1990-01_2017-02;2017-03_2018-02;124.47473009303212;SP;oleodiesel;CATBOOST;{'iterations': 100, 'learning_rate': 0.11139025582283624, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;35269.28186239928;0.030456898847713076;81.81818181818181;0.6793670779233913;278138.9613964067;0.7441790151827891;976148.8754248911;969533.2799686313;1003244.8304504539;1033914.9144255398;1080726.3929839514;1137195.5809736014;1074754.9163081353;1096189.746829303;1030985.5872335612;939867.6047942793;858012.9089769202;836377.9419936502;[52486.3065751089, -46274.38146863133, 58216.47854954598, 42605.4405744602, 10836.03601604863, 3332.551026398549, 39228.867691864725, -696.420829303097, -33062.67673356121, -30261.854294279357, -29957.95997692016, 15882.059006349882]
1990-01_2016-02;2016-03_2017-02;142.43385269399732;SP;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.1258272305722083, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;70349.90850326608;0.06475333938211189;72.72727272727273;-4.850516933770206;832766.1423243464;1.6335213383540377;993228.4065129376;980723.2098775511;1066228.7682041652;1045419.0966227637;1103907.8053603966;1152145.2502987643;1136303.4922317653;1102999.7299722806;1094931.2779814694;982888.4506716254;889745.0352342454;912229.0552205874;[6993.98448706232, 68828.10412244895, -54676.72720416519, -22745.108622763655, -25443.966360396706, -31864.433298764285, -45604.429231765214, -63550.45497228054, -121485.70798146946, -94868.46267162543, -119659.05413424538, -72373.70932058746]
1990-01_2015-02;2015-03_2016-02;97.2737682540901;SP;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.26181439249048544, 'depth': 4, 'loss_function': 'RMSE', 'random_state': 42};12;12;73624.73915680524;0.06017761490883813;63.63636363636363;-3.4018170029430106;1161208.4269516955;1.1615245917028167;959729.6318904004;1061505.7080482445;1022389.3588830411;1045460.8496346731;1105485.6815653779;1137333.1214850347;1192131.1104480424;1212301.5185254454;1041296.776208882;1047999.0774428855;973313.4440298603;912786.4044423153;[41137.68410959956, -30199.854048244422, 36342.41811695893, 49410.52436532697, -5382.141565377824, 6237.16651496524, -98320.56244804244, -38652.787525445456, -63569.99320888193, -89596.29624288552, -183279.5980298603, -42329.93044231529]
1990-01_2014-02;2014-03_2015-02;88.33250601682812;SP;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.1807205051638928, 'depth': 4, 'loss_function': 'RMSE', 'random_state': 42};12;12;77084.13360654846;0.06089765425158956;100.0;-5.6236121144438105;2032.6668086791608;1.4908817108975896;1043405.0262200574;1093462.2598342432;1150722.4699114533;1082666.7248140853;1189480.1241464147;1259872.443060599;1175183.069786541;1243176.4472242591;1160402.6243057288;1042070.1485896385;1003821.2759454764;978769.9942589242;[-45556.5362200574, -36842.31283424329, -197.12791145336814, -20661.94381408533, -52857.63514641463, -77518.10206059902, -23128.196786541026, -1618.583224259084, -146112.87930572883, -85033.54158963857, -66859.22924547642, -158282.9832589241]
