dataset,tempo_medio_s,desvio_padrao_s
ANP_MONTHLY,224.36021978021978,75.58919115016353
NN5_WEEKLY_DATASET,184.45216216216215,71.02288100458644
M4_WEEKLY_DATASET,219.67066852367685,66.30604560603331
ETTH1,161.2357142857143,51.112837871107246
ETTH2,245.1242857142857,60.096671526561515
ETTM1,196.6414285714286,18.031109624360735
ETTM2,214.77428571428572,71.53279617470177
