DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
hybrid1;8009.005107921517;PB;querosenedeaviacao;HYBRID;{'p': 7, 'd': 1, 'q': 2};12;12;443.0617824749041;0.07240634821301291;58.333333333333336;5.662250861314979;3290.9125289599597;2683.8349467812077;2750.1612946786977;3099.7006456696963;3577.2568647314765;3500.8598204399113;3552.490580181173;4063.816864304352;4008.0032628175613;4629.691691632333;4780.424451320621;3795.4813693563074
half-sarima-hybrid1;5924.747833447693;PB;querosenedeaviacao;HYBRID;{'p': 7, 'd': 1, 'q': 2};12;12;409.6023699094667;0.06593890616026148;66.66666666666667;6.854227256313225;3229.8601137358114;2904.833679401888;2904.328144968684;3023.6240634836736;3215.2173027973777;3072.292184605272;3552.490580181173;4063.816864304352;4008.0032628175613;4629.691691632333;4780.424451320621;3795.4813693563074
half-sarima_mean-hybrid1;7691.026694067978;PB;querosenedeaviacao;HYBRID;{'p': 7, 'd': 1, 'q': 2};12;12;425.4899458932838;0.07046369936861584;58.333333333333336;7.128097987229785;3230.9063963809854;2817.887925275295;2833.2065609704155;2976.4847217697825;3286.634466494395;3078.0757584139933;3552.490580181173;4063.816864304352;4008.0032628175613;4629.691691632333;4780.424451320621;3795.4813693563074
hybrid-deseasonal;12561.745446920222;PB;querosenedeaviacao;HYBRID;{'p': 5, 'd': 1, 'q': 2};12;12;578.7196042488039;0.1179035107902401;50.0;10.985215753498826;3164.143426652382;2474.8645311739842;2531.8969330565183;2855.3787773719755;3520.621699529167;3348.6713064606183;3302.2523871479975;3773.7971317121023;3686.72978594544;4437.442225912478;4721.592459567383;3447.6495144636874
half-deseasonal-hybrid;9617.020101949827;PB;querosenedeaviacao;HYBRID;{'p': 5, 'd': 1, 'q': 2};12;12;531.5738775908274;0.10579330609837197;58.333333333333336;10.556911224025454;3222.52122623325;2723.0677932149547;2761.9660530195106;2944.3526990114888;3388.1667222471538;3054.053508448495;3302.2523871479975;3773.7971317121023;3686.72978594544;4437.442225912478;4721.592459567383;3447.6495144636874
