dataset_index;horizon;regressor;mape;pocid;smape;rmse;msmape;mae;test;predictions;start_test;final_test;description
0;12;BEST_CATEGORY_EACH_SERIE;0.2724103291621025;45.45454545454545;0.32393774633249955;1982.5169499509975;0.3239346738114895;1727.0565077729998;[5142.53, 5476.0, 5628.5, 8451.5, 7282.5, 6116.53, 5401.0, 6605.03, 5789.5, 4763.5, 5809.9, 5354.2];[4032.5086253539994, 3992.1684304919995, 4059.0433578699995, 4247.482000774, 4254.985844564, 4323.323247266, 4323.388157114, 4411.265484164001, 4414.445176228, 4362.4416593000005, 4354.615417154, 4320.344506444];INICIO;2024-11-30;Models combined: statistical: ARIMA, catboost: DWT_catboost, rf: rf, svr: FT_svr, naive: NaiveMovingAverage
1;12;BEST_CATEGORY_EACH_SERIE;0.0957121988228563;72.72727272727273;0.10210958290109233;2092.318532890214;0.10210929160630293;1792.771838022499;[17321.534, 18859.125, 15978.749, 17282.099, 17626.749, 17679.862, 16958.552, 20797.155, 19341.835, 18305.755, 19278.976, 17704.012];[16725.87759723, 17072.066422106, 16003.648174728, 16082.392084377998, 15673.592145992001, 15959.123192816001, 16059.551028794001, 16683.648255792003, 16409.14337686, 16260.193646294001, 16364.259612725999, 16377.443755470002];INICIO;2024-11-30;Models combined: statistical: ARIMA, catboost: DWT_catboost, rf: ONLY_CWT_rf, svr: ONLY_FT_svr, naive: NaiveMovingAverage
2;12;BEST_CATEGORY_EACH_SERIE;0.03648485084164144;90.9090909090909;0.03530508025674948;4207.400875461904;0.03530505861142575;2886.248263273336;[93130.2, 85161.9, 72440.6, 82384.8, 81450.828, 83151.625, 76231.5, 83911.1, 83812.025, 81287.9, 85070.866, 81789.2];[88175.86869118799, 84366.78414828, 83707.40316819001, 84682.489081262, 82908.158074664, 85337.780117832, 82633.959740146, 83212.794851156, 83659.459946516, 83005.072500876, 83644.53944389199, 83069.92555734201];INICIO;2024-11-30;Models combined: statistical: THETA, catboost: CWT_catboost, rf: ONLY_FT_rf, svr: ONLY_FT_svr, naive: NaiveSeasonal
3;12;BEST_CATEGORY_EACH_SERIE;0.27724592970332224;72.72727272727273;0.33626821455740513;3195.850869951396;0.3362661780567599;2788.377400378333;[7603.876, 6976.942, 6700.957, 9677.861, 8741.862, 9460.969, 10039.951, 10081.468, 10205.921, 10409.549, 11826.809, 10400.819];[7929.74405482, 7057.519637754, 6230.886473452, 6685.252101418, 6208.8134960940015, 6291.08160872, 6159.937497500001, 6477.633329594, 6561.42636682, 6332.443438542, 6722.737037052, 6821.8715388420005];INICIO;2024-11-30;Models combined: statistical: THETA, catboost: catboost, rf: ONLY_CWT_rf, svr: ONLY_FT_svr, naive: NaiveSeasonal
4;12;BEST_CATEGORY_EACH_SERIE;0.057623764853360654;72.72727272727273;0.05887142934516801;3618.2558117476315;0.05887137500836382;3195.1164235773304;[58169.7, 57787.0, 47477.7, 50767.5, 52987.0, 54400.7, 50523.9, 57335.2, 56685.0, 55975.3, 60210.8, 54137.35];[53488.679303462, 52687.02028298799, 51664.82344135999, 52472.05805497999, 52483.454731148006, 52439.25352095401, 52822.87959364, 53295.53525326201, 53307.844746081995, 53154.914585832004, 53704.795778182, 52975.815805142];INICIO;2024-11-30;Models combined: statistical: THETA, catboost: FT_catboost, rf: ONLY_FT_rf, svr: ONLY_CWT_svr, naive: NaiveMovingAverage
5;12;BEST_CATEGORY_EACH_SERIE;0.32994644075413243;63.63636363636363;0.25102032477165664;34.14811173192513;0.2509000457550833;26.608904927333338;[100.33, 79.59, 70.15, 103.42, 122.78, 61.93, 74.31, 146.05, 122.32, 122.5, 128.423, 107.25];[95.81237439399999, 110.55330435, 111.38057911199999, 119.65166824600001, 136.254970458, 130.925038172, 140.85620596799998, 148.517128518, 138.591785708, 142.30182191600002, 136.33026119200002, 138.149469882];INICIO;2024-11-30;Models combined: statistical: THETA, catboost: ONLY_CWT_catboost, rf: ONLY_CWT_rf, svr: svr, naive: NaiveMovingAverage
6;12;BEST_CATEGORY_EACH_SERIE;0.3884327757452575;72.72727272727273;0.5047574344433271;4876.937591849188;0.504754440603796;4290.8661342125;[6366.518, 6620.585, 5717.92, 11246.235, 10922.87, 12106.33, 12117.655, 13377.192, 11687.995, 10140.943, 10216.482, 9791.577];[7523.773456014, 6111.34676217, 5277.759022544, 5927.778156282, 5395.527985252, 5630.74583294, 5594.44144524, 5776.574658232001, 6005.507747146, 5753.748817386, 6155.427475876, 5983.787942396];INICIO;2024-11-30;Models combined: statistical: THETA, catboost: FT_catboost, rf: ONLY_FT_rf, svr: DWT_svr, naive: NaiveSeasonal
7;12;BEST_CATEGORY_EACH_SERIE;0.18068141890086023;45.45454545454545;0.17536297767117803;104.70443272810766;0.17534412148442666;83.89390034366669;[386.418, 364.438, 321.313, 404.599, 407.296, 410.125, 427.097, 439.507, 412.189, 514.152, 634.639, 741.093];[451.914857346, 461.984724338, 445.36130581, 469.499181616, 435.29628584, 468.90590571600006, 450.186710198, 480.56678787600003, 508.07975295200004, 500.07932799, 486.42421189799995, 495.46716768000005];INICIO;2024-11-30;Models combined: statistical: ETS, catboost: ONLY_CWT_catboost, rf: DWT_rf, svr: DWT_svr, naive: NaiveMovingAverage
8;12;BEST_CATEGORY_EACH_SERIE;0.3753469709613393;36.36363636363637;0.4746001381529978;724.5220780965916;0.47458238898037736;648.0139744126667;[1167.948, 1141.0, 1155.5, 1387.44, 1392.5, 1585.0, 1500.474, 1933.403, 2023.0, 1862.222, 2144.0, 2088.56];[899.5430946460001, 908.7970777179999, 891.0548936920001, 978.2566510439999, 953.3579033620001, 951.890221262, 977.4968821959999, 996.8223604140001, 1018.576898192, 1021.69335907, 1016.2798582839999, 991.1101071680001];INICIO;2024-11-30;Models combined: statistical: THETA, catboost: DWT_catboost, rf: ONLY_DWT_rf, svr: DWT_svr, naive: NaiveMovingAverage
9;12;BEST_CATEGORY_EACH_SERIE;0.049700894965333094;63.63636363636363;0.048096513739997925;12162.013124928691;0.04809650168330346;9612.514737300344;[228339.225, 199492.058, 175701.533, 194692.41, 196841.09, 200933.679, 185958.712, 196822.054, 201842.237, 197060.802, 206613.169, 201264.663];[212846.369301426, 203288.26038035002, 205045.688372812, 206194.17874842, 203834.19499884202, 207682.404754802, 202815.69118564198, 203984.98379762203, 205674.72673851802, 205156.55846555, 204787.99372579198, 204964.696432264];INICIO;2024-11-30;Models combined: statistical: THETA, catboost: DWT_catboost, rf: ONLY_DWT_rf, svr: FT_svr, naive: NaiveMovingAverage
