DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
mean;PE;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;6493.590612024511;0.0465533220306647;54.54545454545455;4.224316527441852;0.5052271312990835;108274.45054627229;102218.14679157836;101721.42157864086;104140.17304258603;105247.2462276915;111395.50739700536;115867.72859651124;124408.52758405988;123766.69395698635;123425.78618716318;115902.77203254332;109564.84587308699
