DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;182813.92363506503;SP;glp;ARIMA;{'p': 10, 'd': 1, 'q': 12};12;12;8439.21182357252;0.027102741152138104;50.0;-1.3780927917880597;270788.56891284796;259693.70860616886;280050.4445963453;276781.12545089744;282886.38128714;298390.4809241751;268537.9753247507;270552.20031413116;271137.2960693284;260723.1486728796;249047.02808936022;250432.77351895737;-3.602560941365136;0.005712256369656501;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
deseasonal;147306.39526501473;SP;glp;ARIMA;{'p': 4, 'd': 1, 'q': 6};12;12;10195.431165852415;0.033419706754621595;66.66666666666667;-2.0939832897087136;269564.01609659474;259396.11518593435;283924.3889362876;282441.43215036165;290327.4222408854;299088.8402625077;271338.2269823606;277965.01453612966;271484.0856806055;264729.09362426476;247226.56478013197;244408.56961879184;-2.785186630822578;0.060421105872953934;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;False
deseasonal-log;114891.7352988299;SP;glp;ARIMA;{'p': 5, 'd': 0, 'q': 9};12;12;7953.339196358724;0.027519679023122055;66.66666666666667;-0.7856859317171005;268936.86790329666;258016.6784989945;280883.27357115183;280134.84559109353;287001.57961313275;295072.2442309902;267095.6826304322;273214.6892943097;266020.67287486984;260473.4497014356;242735.40335479367;240508.397523145;-2.7949448361702003;0.05899949835243893;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;False
deseasonal-diff;233727.6526454953;SP;glp;ARIMA;{'p': 14, 'd': 0, 'q': 14};12;12;16166.419855540495;0.0549533579934956;66.66666666666667;-4.708358910273958;269631.83942040236;261093.63949304482;287571.5153571279;286618.22886248457;295758.45312112285;307081.8619971603;280219.30585392565;286071.84170376253;280143.0765273499;273408.32914403913;260090.01004293794;257734.73928284962;-7.045946798309918;5.686585317721904e-10;15;381;-3.4476305904172904;-2.869155980820355;-2.570827146203181;True
diff;338265.3132381836;SP;glp;ARIMA;{'p': 8, 'd': 1, 'q': 5};12;12;15608.739885380795;0.048106320099042706;50.0;-2.5278013693697776;258988.3542665614;257157.75381132239;273858.73190822557;273838.8416996738;280125.7032031159;297629.7822854826;286318.13638446206;279954.28477011813;279126.5722763203;264935.11310463026;261235.64338399208;262585.30242024217;-5.7058207229294755;7.492773526306698e-07;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log;133059.04238138464;SP;glp;ARIMA;{'p': 9, 'd': 1, 'q': 12};12;12;9210.942214086634;0.0276158591870606;66.66666666666667;-1.023107046755478;269367.63432147616;257062.91730953075;274714.70558894303;270881.41191002546;279906.68149622745;296420.64041537483;269734.85658214893;272429.507952655;270308.71320802585;264256.19776232523;251315.93508497166;251280.16686105568;-3.595710191347773;0.00584357127257004;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log-diff;246455.12005412852;SP;glp;ARIMA;{'p': 10, 'd': 1, 'q': 4};12;12;17047.49563141715;0.05350239423185269;66.66666666666667;-2.5968563857889055;258073.81234000158;249488.00730134806;272727.116241108;274649.2098705941;281008.2403196604;304497.9350795838;289469.96332181833;285007.39528742904;280955.94459445804;266438.3569707292;258291.01567572152;257353.52420150305;-5.87868452646984;3.115371926353116e-07;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
