DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
combination;54084.775785613834;PB;etanolhidratado;combination-median;ARIMA-SARIMA-VARMA;12;12;3723.430990771032;0.21004061166187526;66.66666666666667;22.69021800237086;9049.983809902942;9014.357357406385;8925.252018064293;9134.497174618862;8537.095704425003;7906.40042418332;8791.776369591558;9295.233174455883;9439.746741651448;10756.351782020924;10330.45223786208;9805.161244328045
