PRODUCT;ESTADO;MODEL;PARAMETERS;HORIZON;WINDOW;RRMSE;POCID;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
GLP;ES;ARIMA_normal;auto_arima();12;12;0.13271818137298277;72.72727272727273;17768.545339918877;21621.911201516123;18228.727439759874;21081.38779214517;21309.01605729639;21163.560358276165;21953.921084522117;20263.712008158564;19548.613519270333;19526.023104864624;21029.918988070363;17903.442998523748
etanolhidratado;SP;ARIMA_normal;auto_arima();12;12;0.8774350105571425;72.72727272727273;325253.46069495555;354857.7597528094;312273.4079166028;312194.94537409215;278990.13160927105;342773.90081957413;339102.81100395205;344039.1244668383;351414.272584577;266008.09500333015;353251.55400049576;228647.12604802425
oleocombustivel;SP;ARIMA_normal;auto_arima();12;12;0.973320036608585;27.272727272727273;118838.03684038874;88270.08765292318;93205.18195960438;113922.8218132317;120922.02587740433;128157.55175324551;143096.64768348975;178056.5415522934;160300.83578422474;156661.7989675525;173843.707608411;181406.53693827172
oleodiesel;DF;ARIMA_normal;auto_arima();12;12;0.1872507637464955;81.81818181818181;21410.77896512158;29254.359414649814;24585.706935250073;28980.842238468213;27652.452276650798;28078.14247857894;32047.86744396914;29840.108603574645;29944.562884413346;25502.291199017112;28375.84578147485;20665.530729593684
etanolhidratado;MA;ARIMA_normal;auto_arima();12;12;0.3182118545693549;63.63636363636363;3103.737516717926;4069.6786784856076;3859.900849935125;3440.7014716454905;3148.9135306120406;2926.509205988988;3473.776625446869;2898.453837143693;3729.8830974554394;3212.668575558642;2939.8410647619285;2799.970163685141
oleocombustivel;PI;ARIMA_normal;auto_arima();12;12;1.069648174272585;45.45454545454545;643.6440109152467;607.2144476599918;582.6248636011218;566.0271448760415;554.8238538314536;547.2617465136519;542.1574011156473;538.7120199742295;536.3864228047515;534.8166684081572;533.7571001828568;533.0419024254867
gasolinadeaviacao;PE;ARIMA_normal;auto_arima();12;12;0.6404127149159676;54.54545454545455;86.77465945716904;90.49712578562897;92.41970535826839;94.04111624010424;95.40853597406438;96.56175182439;97.53431845072556;98.35453423460908;99.04626466614408;99.62963674860521;100.12162462579002;100.53654347188157
etanolhidratado;RJ;ARIMA_normal;auto_arima();12;12;0.7622613767110252;63.63636363636363;27088.84075327032;43247.3323674296;31471.400764906568;29177.246585404424;22425.15426595181;35232.041603389494;26048.31204345648;28888.854900160768;33245.63685453856;23808.681150009168;30259.645420811084;24206.746790691537
gasolinadeaviacao;PA;ARIMA_normal;auto_arima();12;12;0.4569080997697523;54.54545454545455;357.88449427247934;479.7236964424735;395.9706443631794;453.549659509494;447.41147482014566;409.9665201188925;453.7759028360395;454.00939775038256;451.3101954255434;405.8623827862127;383.2094123913219;434.06781282306326
GLP;SC;ARIMA_normal;auto_arima();12;12;0.1611106661642625;72.72727272727273;32882.361440146145;41523.13014020836;37332.996237950094;43524.942163262065;46638.873776120774;51544.3166212518;51107.478914679785;43880.23803320585;44498.110974599396;38967.07824552068;37860.447682756974;32482.66174959046
oleocombustivel;PE;ARIMA_normal;auto_arima();12;12;1.0737463503305327;45.45454545454545;17368.337294700097;15219.592784466877;14030.612587905227;13372.705656167522;13008.661299432031;12807.222026979141;12695.75819095041;12634.081107872453;12599.952885549073;12581.068471746921;12570.619023742514;12564.836955803274
etanolhidratado;PA;ARIMA_normal;auto_arima();12;12;0.5868539470015787;63.63636363636363;3551.193183395125;5711.918548791735;4985.541871541055;4338.776167517549;3953.3202072031463;2466.7558894836384;2572.3631713058267;2122.402671379116;3105.3979048122897;3051.3740007415317;3729.9064628031388;2807.354799204578
gasolinadeaviacao;SC;ARIMA_normal;auto_arima();12;12;0.7150138195354809;27.272727272727273;81.56212444275334;92.46748375161361;93.4799088252232;93.23315076187413;84.73444143894133;92.36684217971748;87.53196873522464;88.17881982858843;88.74843089230994;89.19002421591019;88.39623669844624;89.53380593168121
gasolinadeaviacao;ES;ARIMA_normal;auto_arima();12;12;0.967039021621425;45.45454545454545;9.636104585782814;11.221132285288814;15.03637512190035;10.875715935093666;21.948068079285395;25.10556591550318;27.688808544054215;27.081630877114634;28.75396361428841;32.849615955740205;31.845424660549106;30.083525186970306
GLP;MG;ARIMA_normal;auto_arima();12;12;0.12309523505882751;63.63636363636363;88426.47957523823;112617.43407937112;103818.66853305708;112021.82399767113;116937.07942949545;123599.6192024204;123200.68804391533;103607.28210870804;105469.71835941538;99839.73078245786;109306.36478221128;93595.86594120297
gasolinadeaviacao;MG;ARIMA_normal;auto_arima();12;12;0.21501618083543847;63.63636363636363;189.04815463004252;235.48071771511232;229.45762513441892;267.76344279265646;281.5252015977528;290.95477892248005;310.7674946727765;283.5672323889692;292.17747761486265;237.1197149687519;235.32980775461763;271.69803596519006
gasolinadeaviacao;RJ;ARIMA_normal;auto_arima();12;12;0.23299503183210105;54.54545454545455;140.43399981137856;135.96002393548184;132.38413885907102;129.52606486976174;127.24171099545737;125.4159105989076;123.95661520446862;122.79025383645978;121.85802390825774;121.1129266657803;120.51739772602805;120.04141325331248
oleodiesel;MS;ARIMA_normal;auto_arima();12;12;0.821396443548912;72.72727272727273;88579.16080247452;106172.41831513983;69972.10499609922;71553.03854901649;80640.90935682325;116782.70216858663;122295.8738452011;107841.92376503747;114105.21646480652;84576.6066695613;58272.138315326636;53156.684486988306
gasolinadeaviacao;SE;ARIMA_normal;auto_arima();12;12;0.7763877933970035;45.45454545454545;3.45653215886368;3.464549947146319;3.472414619332538;3.4801290994879466;3.48769625583713;3.495118901830048;3.502399797188068;3.509541648930023;3.5165471123786745;3.5234187921479547;3.530159243111356;3.5367709713518263
gasolinadeaviacao;PB;ARIMA_normal;auto_arima();12;12;0.6869266375841219;63.63636363636363;11.187740055522752;16.472165019532316;16.350442502186933;15.462086984926989;14.335702809793652;12.906084802609426;14.1832813340687;12.611390181597303;17.091042895217278;17.68125135349507;12.914141568782494;14.83987353760775
gasolinadeaviacao;PI;ARIMA_normal;auto_arima();12;12;0.5993369854254148;36.36363636363637;53.72595546730383;58.32418512849424;53.41656078113425;53.40492670600128;52.7349932126137;52.646327608174225;52.54355712016599;52.51812223342088;52.50081869061551;52.49510525041505;52.49200583875345;52.49082478914746
gasolinadeaviacao;AP;ARIMA_normal;auto_arima();12;12;1.0026974514991547;36.36363636363637;24.93913020846297;33.597642578772664;29.465668443969278;29.74738065348004;33.358889473092034;24.969786729431313;32.66713645430361;28.107716475367457;27.117541950211045;33.04084672152225;29.516395158495857;31.22121290514238
GLP;PR;ARIMA_normal;auto_arima();12;12;0.24489974491218947;72.72727272727273;53699.296800039694;66898.83157387235;63181.79602784453;72970.26409187197;78944.36826601575;81061.71976968556;80529.83123438951;70219.71805811916;70465.33054331245;64888.724532131164;63354.57343967003;55142.84208470567
oleocombustivel;AL;ARIMA_normal;auto_arima();12;12;0.819121070092329;81.81818181818181;45.79148038247479;367.5047831194662;333.3882505136429;399.4743195320912;477.60756774159063;472.4139866673511;474.6013303706355;483.41340891189884;525.0568203686258;342.10192497551634;346.88838454118786;360.10073088014656
etanolhidratado;SC;ARIMA_normal;auto_arima();12;12;0.784054785777655;63.63636363636363;29055.372306668647;31971.05258638416;26250.572339755767;20225.11942284398;18016.06385958371;18217.212430231917;16746.880840007485;18355.12756792895;17494.163889965414;20365.808635984875;21115.59513101362;18585.90837711134
oleocombustivel;RR;ARIMA_normal;auto_arima();12;12;1.0310153375077415;0.0;10.302680741956078;10.288460296165395;10.279756164385441;10.274428683027887;10.27116787112544;10.269172029158193;10.267950431654828;10.26720272820124;10.266745080822908;10.266464968372945;10.26629351978242;10.266188581151978
oleodiesel;PI;ARIMA_normal;auto_arima();12;12;0.8706290037094514;90.9090909090909;12526.818205412732;26970.247166449943;23710.637674526013;27374.006619025204;29102.75455297253;35026.57644607934;36144.36477990762;32326.900909601867;33371.96992627141;30303.697332435528;28994.347977228943;18856.403341693775
GLP;PE;ARIMA_normal;auto_arima();12;12;0.15570394960400868;100.0;31129.3482524482;42335.24217994123;35598.623309134724;38713.7371027682;40975.38187303856;47167.033315249704;48253.31456691791;43010.16419726207;41834.67060358109;36579.18159733619;44804.03216548037;34259.16337714547
queroseneiluminante;RO;ARIMA_normal;auto_arima();12;12;1.030226700251889;0.0;20.44512405541562;20.44512405541562;20.44512405541562;20.44512405541562;20.44512405541562;20.44512405541562;20.44512405541562;20.44512405541562;20.44512405541562;20.44512405541562;20.44512405541562;20.44512405541562
gasolinadeaviacao;MS;ARIMA_normal;auto_arima();12;12;0.2605462975771531;45.45454545454545;253.4948952957829;255.9553106253554;294.1484451169176;295.45973434150255;274.46630398343643;276.17486615015235;253.59257721593588;214.31587966364506;290.8178004879411;242.4684639035696;194.79547560600585;253.48311285396446
GLP;CE;ARIMA_normal;auto_arima();12;12;0.3079440784486143;100.0;23066.0799512164;34551.21556580158;33029.00047536528;35945.57427830401;36715.407900159254;36704.31951958798;39505.20532548346;32407.970053540223;34360.26200961997;28052.339056378958;36997.03852613422;32882.13035289035
oleodiesel;GO;ARIMA_normal;auto_arima();12;12;0.880833424238634;90.9090909090909;119826.79832050514;164062.65949252908;98046.70250431504;125534.68400220916;164891.94778251628;229687.34546020243;220120.26581199537;193201.72431871298;232019.51078890925;130119.99505253068;73577.708743942;59887.26079536529
queroseneiluminante;AL;ARIMA_normal;auto_arima();12;12;1.0400544856476945;0.0;20.52106331722922;20.46923083078366;20.819984821509287;20.720914150333158;20.491685478693444;20.476210840022162;21.040517231628932;20.67285669113212;20.722037331180847;20.686487444085902;20.55756090066714;20.351138981598186
oleocombustivel;PR;ARIMA_normal;auto_arima();12;12;0.5360077302329814;36.36363636363637;9724.26266243486;18090.87199871387;17778.92079951375;22026.409781885224;18034.992941789176;24002.092681560564;28014.307337326492;35014.90872789541;31336.81430535171;27006.52620969688;24744.841665684347;19935.29697864528
oleocombustivel;PB;ARIMA_normal;auto_arima();12;12;0.8651333634071343;18.181818181818183;5616.975817125866;7018.107399529738;7984.7966373486015;8651.74904513856;9111.90262589061;9429.378528827328;9648.416157048665;9799.537807961464;9903.80187236017;9975.73726387605;10025.367983552913;10059.609937113415
queroseneiluminante;PA;ARIMA_normal;auto_arima();12;12;1.0309528931325802;0.0;193.57908424375;194.05425070490918;193.5189135775495;194.18521768555917;194.1781439389031;193.7505153626458;193.74360731447413;193.78400085434959;193.63177023400482;193.60313642520515;193.73847221939877;193.6055017227431
etanolhidratado;RN;ARIMA_normal;auto_arima();12;12;0.2073757418398982;54.54545454545455;5591.115922393143;6181.187757688689;5780.9860098678;5653.606143640899;5248.544211937682;4842.6399325851835;4323.047665392589;5609.11877276753;5114.358862205956;5672.296348212813;5633.795434091985;5359.436068024685
oleocombustivel;AC;ARIMA_normal;auto_arima();12;12;1.0302267002518892;0.0;2.926851983297229;2.926851983297229;2.926851983297229;2.926851983297229;2.926851983297229;2.926851983297229;2.926851983297229;2.926851983297229;2.926851983297229;2.926851983297229;2.926851983297229;2.926851983297229
oleocombustivel;AP;ARIMA_normal;auto_arima();12;12;1.0302267002548677;0.0;2.1163420038543186;2.1163420038518215;2.116342003849762;2.1163420038480623;2.1163420038466603;2.1163420038455034;2.116342003844549;2.1163420038437617;2.1163420038431124;2.1163420038425764;2.1163420038421346;2.11634200384177
oleocombustivel;RN;ARIMA_normal;auto_arima();12;12;1.0302267003496282;0.0;638.2642866389808;638.2642866008181;638.2642865711887;638.2642865481847;638.2642865303246;638.2642865164581;638.2642865056923;638.2642864973338;638.2642864908445;638.2642864858061;638.2642864818944;638.2642864788573
etanolhidratado;PR;ARIMA_normal;auto_arima();12;12;0.4207988765655234;72.72727272727273;55843.76469588036;75151.20300805109;79157.42257524477;69880.1574247224;60767.024208277784;66074.8716348985;61828.59417450387;65777.25419196923;66494.20087969124;56462.95340932613;72532.79811998153;48569.529356534316
gasolinadeaviacao;TO;ARIMA_normal;auto_arima();12;12;0.3684083802313932;27.272727272727273;109.58255731656284;125.17916317744695;103.39465724963506;131.63276477087362;116.08526943941224;117.5926459449467;114.26243656505324;121.65732721895941;124.44653257013772;99.31219299441653;116.77174983099664;119.36969791170638
GLP;SE;ARIMA_normal;auto_arima();12;12;0.27899344089052025;90.9090909090909;7309.7893042815385;10450.05420704469;9004.170884381674;9400.455417712896;10136.630164557339;11028.926806438969;11197.338007080009;10039.185473457223;10310.213637983037;8430.965692889482;10656.617075815127;8033.753409501704
oleodiesel;MT;ARIMA_normal;auto_arima();12;12;1.0296914584982086;72.72727272727273;199661.44484799152;166953.09336893205;70940.96390331836;102158.92783035347;194500.05194446488;234035.2413582923;201663.33448778003;179763.38699439893;201227.90701530385;103635.38587570106;71035.82816702283;145059.57766255434
gasolinadeaviacao;CE;ARIMA_normal;auto_arima();12;12;0.37256736323564377;36.36363636363637;50.748714675936974;53.153248637550625;54.784221944732295;55.21077576974579;54.83451076602681;54.25842120787407;53.87747024540901;53.78487596740773;53.87965204732267;54.01753284764036;54.10641110803182;54.12632208530047
oleocombustivel;AM;ARIMA_normal;auto_arima();12;12;0.6873130623126664;81.81818181818181;24373.36385171718;17210.159660980113;16676.906326188844;24839.32569426098;18203.79941524957;18160.189670478856;18138.108787050645;19697.571179167986;19165.973910633824;15635.240650463033;21890.478914632098;16663.65779613192
gasoline-r;RR;ARIMA_normal;auto_arima();12;12;1.489099466116833;72.72727272727273;4149.127876818709;5111.417136384847;4494.316569213147;5161.584456523071;4314.404736013033;4484.941667265693;6409.735829774261;7636.8667403813215;7322.83221314583;5923.921624264618;7773.9036261208885;4219.864220189475
gasolinadeaviacao;MA;ARIMA_normal;auto_arima();12;12;0.3698781802431884;54.54545454545455;70.04153493543164;71.06584406943188;65.22287409514048;64.2787297793344;62.91880256008363;62.46143141530859;62.098146166403616;61.934741097914454;61.829581011442336;61.77604893593265;61.74438188127128;61.72739246514847
GLP;AL;ARIMA_normal;auto_arima();12;12;0.24128884705131232;90.9090909090909;9467.49900164615;12954.660650463431;11064.29585668641;11937.646690716712;12566.577880813284;14443.931040918369;14691.597154766638;13121.241314517674;13402.783728176217;11863.529964381025;14036.61975891031;11631.642162344102
GLP;RJ;ARIMA_normal;auto_arima();12;12;0.05058667805907354;90.9090909090909;67822.72283863055;78193.05717670899;75424.06954377414;82195.03217073642;84070.19397924194;87101.61413391847;88467.99147657228;81172.25840926805;81933.3902483368;77777.72360052416;87551.76320487789;67120.8706217117
GLP;SP;ARIMA_normal;auto_arima();12;12;0.059157016596240994;90.9090909090909;219507.90380496526;271316.3139818395;244825.57710643264;275497.0200587837;286734.9036427248;294631.13784124935;308453.75440220843;276582.0243356344;277147.00739833753;262401.5735650038;266951.6930105541;222956.5087796669
etanolhidratado;AM;ARIMA_normal;auto_arima();12;12;2.366567921413693;54.54545454545455;3150.6088453149187;4046.9257723472792;3965.342254181978;3548.061673713474;3568.926108662939;3592.783199113922;3418.9956164193436;3671.7395340885364;4034.299066724925;3873.2863747571146;3900.1252426037277;3019.7043397564967
oleodiesel;PB;ARIMA_normal;auto_arima();12;12;0.39760904519889834;90.9090909090909;24802.125260506007;28548.059219665207;22053.368823574387;23064.111537382694;22209.586896739856;27113.72410826694;31658.896347101738;31441.280369490916;34123.32071206333;33188.78626745264;35337.35367731452;28099.734934994194
gasoline-r;RS;ARIMA_normal;auto_arima();12;12;0.690558027577486;54.54545454545455;188755.82908334563;176802.49634026774;143322.54168405125;162959.96723646903;139128.0717544825;218103.85516351822;187000.60913942722;191298.2011284183;200078.3436745111;171225.77367691387;261520.81723191944;188670.79650395515
oleodiesel;PE;ARIMA_normal;auto_arima();12;12;0.4833729977852027;72.72727272727273;65040.240717336805;88529.76081551876;64013.630858607416;73302.70043999114;77208.35618723674;82454.31892755633;107434.61814123986;112555.06488225154;128850.20993019958;114820.80140773799;104538.23778462305;70962.61557390641
oleocombustivel;SE;ARIMA_normal;auto_arima();12;12;0.9994727478370832;54.54545454545455;1798.779395894884;1828.6546397231257;1850.806633502171;1867.2319665039051;1879.4110762900887;1888.441682559578;1895.1377261149996;1900.1027304522595;1903.7841981525478;1906.5139448974915;1908.5380064669976;1910.0388142781028
gasoline-r;PA;ARIMA_normal;auto_arima();12;12;1.2414308026411998;81.81818181818181;29434.82289897968;37250.29945862705;26726.382873792852;41895.3945729565;49335.87961118239;65112.99627598223;71188.76172454603;65597.99371348746;62359.552736666104;51292.82239159137;75876.86952274886;33466.936916517065
etanolhidratado;CE;ARIMA_normal;auto_arima();12;12;0.4576584225312355;27.272727272727273;9896.394503616577;11317.302631449958;10248.797165581576;10051.879384548307;9663.635282914998;9154.042696881355;8549.737320852446;8668.225004797663;9984.425441994026;10292.867328791439;11131.03777761293;10272.54969334351
gasoline-r;RN;ARIMA_normal;auto_arima();12;12;0.8563262410981343;63.63636363636363;22515.91749930782;25702.006219692194;18052.693754960274;30768.06176579365;28433.812922445675;37959.8728996616;37147.870697928236;37441.63245826006;33936.93989539255;28836.814522171655;42216.79240825322;25109.42267277471
etanolhidratado;PB;ARIMA_normal;auto_arima();12;12;0.908275801767522;63.63636363636363;5807.240453218779;7030.397539677881;6608.233024630342;6256.639518016261;5747.908083284462;4484.292171825236;4287.140282839268;4758.548272869705;6122.0095774533265;6124.239850949899;6528.001273738217;5342.437041734911
oleodiesel;MA;ARIMA_normal;auto_arima();12;12;0.9541899517489908;100.0;24186.4087216204;53644.832179767196;38680.37014939899;48563.39481247496;63104.27071323735;90877.15298921104;100146.67120195077;92204.40178796696;99561.68401552504;86312.56885705804;83154.16986967083;50260.48763755351
oleodiesel;CE;ARIMA_normal;auto_arima();12;12;0.5995869570959853;100.0;39681.572721080374;54325.21736450761;36708.261089850515;54085.06506041733;51557.25347337002;68767.07214400708;77256.79903726118;73228.39631827053;74512.72581764174;65836.52186560447;72765.12455245128;49360.33249875059
oleodiesel;RJ;ARIMA_normal;auto_arima();12;12;0.2108169555948549;81.81818181818181;178167.09161519498;203528.54804223863;178765.14815034994;193151.94698405897;179239.29281684232;195192.06211027005;204978.68751837173;184228.10256012183;197759.34811770346;191050.01299927363;199814.43954866106;180059.05291156363
gasolinadeaviacao;MT;ARIMA_normal;auto_arima();12;12;0.3684860702727509;54.54545454545455;414.81493242036703;661.4391958800605;490.7174298522686;779.5607481067029;642.5395201172182;634.8493451252938;706.9945977440664;583.2375538956145;716.6998002920423;462.8807132088681;539.8551541788554;555.956224467506
gasoline-r;PR;ARIMA_normal;auto_arima();12;12;0.7519776809691588;72.72727272727273;163157.5610583316;147648.2453756676;134260.87102017365;145829.38529242892;129378.18461672992;176483.8719679666;172121.16119174747;169119.14545280792;173596.7540116655;165072.96603317553;230461.47281326703;147341.64973814652
oleocombustivel;RO;ARIMA_normal;auto_arima();12;12;1.024557420096584;0.0;1336.4824457508755;1336.4824457508755;1336.4824457508755;1336.4824457508755;1336.4824457508755;1336.4824457508755;1336.4824457508755;1336.4824457508755;1336.4824457508755;1336.4824457508755;1336.4824457508755;1336.4824457508755
gasoline-r;RO;ARIMA_normal;auto_arima();12;12;1.0773401949357673;72.72727272727273;8044.04280917456;10867.220163958895;12002.943780603593;16596.52470648237;17026.170127320893;26171.272011191155;28296.486216276815;24499.4262442029;24723.777404255175;19291.028368878448;29228.454315013074;10708.69184897996
oleodiesel;AC;ARIMA_normal;auto_arima();12;12;0.148942440731632;72.72727272727273;8544.105140967229;10442.629394175525;9137.689751921596;11405.123938020044;12631.920175808289;13936.087053734114;15237.044981389432;15510.773895990533;15097.172547863882;14063.321242859716;12608.204943456196;10980.431294206359
oleodiesel;AP;ARIMA_normal;auto_arima();12;12;0.43793670280420244;72.72727272727273;2695.983094171739;9906.824688020472;11924.783307514637;14142.358886873219;14850.351892164119;18106.381329442924;22975.136969270643;14064.013849617506;14501.824040940039;13568.08999315555;12937.34734584978;10278.692255086451
oleodiesel;RS;ARIMA_normal;auto_arima();12;12;0.3927834959535219;81.81818181818181;180306.7777423696;314731.4935848228;293284.1414471597;217496.94923670453;194259.48677707967;202268.83619529687;248652.5476934722;224489.70112569595;294629.09810736217;285870.0052649666;211537.35508976053;177233.404557421
gasolinadeaviacao;RS;ARIMA_normal;auto_arima();12;12;0.8150433843951547;45.45454545454545;729.0232371661036;502.89510190938086;156.36106841457507;224.56208854219267;112.47826874171307;139.8383454306972;327.5896368949526;381.07365343254503;607.7905827691416;586.8410694430746;1089.1352996290602;1207.5193217319797
gasoline-r;PB;ARIMA_normal;auto_arima();12;12;0.9412675570498991;63.63636363636363;25124.61043797411;29711.950269740068;23271.21863052307;28435.401422266565;32594.115252999054;41477.190741414495;41135.094980360904;39533.16308228676;36640.68202446844;28770.273154112037;43748.55801929667;29791.753362109852
oleocombustivel;ES;ARIMA_normal;auto_arima();12;12;0.9425058562345182;63.63636363636363;22257.916186069968;23075.178164402507;23694.9236090853;24164.88847517233;24521.271853624185;24791.52420992104;24996.461758920315;25151.869835894475;25269.718763564102;25359.085867406397;25426.854657560758;25478.245031887876
gasolinadeaviacao;AM;ARIMA_normal;auto_arima();12;12;0.902778547415229;0.0;117.22494612103276;117.22494612103276;117.22494612103276;117.22494612103276;117.22494612103276;117.22494612103276;117.22494612103276;117.22494612103276;117.22494612103276;117.22494612103276;117.22494612103276;117.22494612103276
gasoline-r;AM;ARIMA_normal;auto_arima();12;12;0.677198407603302;54.54545454545455;16315.758884535673;18188.010864057964;27190.78009448932;31756.85166661298;36642.49745724508;41990.012654668564;41758.15383971006;37674.18155565422;39315.35496644716;30582.107617256566;39709.322648523965;18527.392358604986
gasoline-r;DF;ARIMA_normal;auto_arima();12;12;0.5396091295879184;81.81818181818181;37912.46695542868;42967.93864606536;41239.35393886066;54998.64476173667;49601.18278818657;65857.04017386516;64914.214900603976;63311.60627512076;70652.09289223794;57455.010844193;82469.66834645104;41124.152667722825
gasoline-r;TO;ARIMA_normal;auto_arima();12;12;1.2306939258590162;100.0;7817.16527865882;12069.247312402687;8559.33673536338;14155.027345128205;13969.293311236528;25837.381531807478;22349.419002734063;21356.07986889838;17682.06348665004;14709.188664395944;26112.060753381335;10475.117138521193
gasoline-r;BA;ARIMA_normal;auto_arima();12;12;0.8484157549245351;54.54545454545455;83169.9503179174;86811.68270418524;78502.12518578322;88026.78857264618;95265.84195209545;125098.36684576274;117047.2542258107;126908.19182986092;122993.12191836872;95147.6661450408;157819.84856675856;111114.39636298502
oleocombustivel;RS;ARIMA_normal;auto_arima();12;12;0.6102335023772325;18.181818181818183;15812.418960003855;18147.187172965343;18129.069732101972;19811.706765947547;21133.41946845954;19297.987584670354;26135.792713883267;26320.641506038934;21854.944767012392;18910.01862793848;19291.90740414098;19027.375154750516
GLP;PB;ARIMA_normal;auto_arima();12;12;0.28848348176691047;72.72727272727273;12195.400058443225;17287.148189358453;15101.821092749557;16600.89967305967;17929.235154949954;20084.148053645316;20249.647027183903;17601.502311919154;17201.250314140754;14537.60736096573;17873.170655478545;14670.31182857864
gasolinadeaviacao;AL;ARIMA_normal;auto_arima();12;12;0.5866921312543297;54.54545454545455;18.421165164999934;18.35454730355035;18.135401314722152;16.457248576390523;16.030777119482803;15.699541411095755;15.380827271149291;15.217566886660977;15.102870336888014;15.020098129380385;14.96825663511832;14.933039038623216
GLP;MS;ARIMA_normal;auto_arima();12;12;0.1225010193663504;90.9090909090909;12092.923022119798;13493.539261597107;12686.380297335483;13850.977886021417;14251.529078352685;14222.675886290144;14652.403794219248;13453.994092514298;12883.443202325352;13041.68521377951;12925.025185953906;11659.190779924693
gasoline-r;CE;ARIMA_normal;auto_arima();12;12;1.0735488591712772;54.54545454545455;46016.06815595688;43078.81480862986;28417.295267724818;44712.757622503515;50619.28171432721;82672.49574775365;75951.66924816827;77720.72750575766;82585.4022603778;57783.027244325254;91681.87973156507;49048.42735101081
gasoline-r;MS;ARIMA_normal;auto_arima();12;12;0.9050075936914223;81.81818181818181;29938.062188662563;37181.025192402136;25515.29639739725;28915.06846489179;23753.89372642174;36915.01570438199;38422.71580704709;39282.518629257196;38625.525975658966;35614.110128626024;51319.88413443542;29859.123369611934
gasolinadeaviacao;BA;ARIMA_normal;auto_arima();12;12;0.30440057895910544;45.45454545454545;180.5350250320967;145.63878931936827;171.13701656885675;164.44228431075425;155.60081004104103;203.69956841271252;175.27715373018822;160.6778697033515;205.87763469594995;146.53557065692894;152.43268006971647;227.0652272380575
gasolinadeaviacao;AC;ARIMA_normal;auto_arima();12;12;0.43111824257846626;63.63636363636363;59.982412652883816;48.293769891808466;62.65611524583625;52.30530483642867;55.62848882636645;62.49827460937013;48.31353807036395;60.21259823326316;49.567453910122396;59.457867949395755;56.72933602008526;57.54939634064924
