DATA;MCPM;UF;PRODUCT;MODEL;SAVED MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;790.5110894277333;RR;glp;ARIMA;./pickle_arima_rolling/glp/normal/RR_normal.pkl;{'p': 14, 'd': 1, 'q': 6};12;12;72.923490027474;0.02573346217937615;75.0;1.8173156478692098;2464.571209356915;2356.044009115815;2484.45377429553;2366.245515150307;2457.1345977144706;2487.179915861651;2381.2060827119262;2401.7548767455028;2371.736110566061;2508.9521156053784;2327.4516605863405;2342.486195752744;-3.2404199342797484;0.017761033221494374;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
deseasonal;877.7549849655261;RR;glp;ARIMA;./pickle_arima_rolling/glp/deseasonal/RR_deseasonal.pkl;{'p': 9, 'd': 1, 'q': 14};12;12;80.95995925484971;0.029155598586597678;75.0;1.8275968969262824;2450.0230891443953;2402.064814468021;2465.049058379662;2401.444457767178;2495.006626213742;2497.6148949439553;2335.0584600110724;2390.3504517238516;2403.258415317391;2492.703416649764;2316.9323263399356;2296.6786208177355;-2.591122724424085;0.09484593551470599;13;383;-3.44753973676872;-2.8691160516676844;-2.57080585953957;False
deseasonal-log;808.1233547907233;RR;glp;ARIMA;./pickle_arima_rolling/glp/deseasonal_log/RR_deseasonal_log.pkl;{'p': 12, 'd': 1, 'q': 13};12;12;74.54254891329388;0.027297099629320646;75.0;1.991669823081578;2441.460964852995;2396.192944470589;2475.649621965441;2418.387574759052;2491.559329910185;2465.7715021286813;2346.5800143661318;2395.946904661252;2359.915584000877;2495.856272099547;2330.3775001350377;2280.109429951033;-2.6624662318248156;0.08076147138189033;13;383;-3.44753973676872;-2.8691160516676844;-2.57080585953957;False
deseasonal-diff;727.7876338706669;RR;glp;ARIMA;./pickle_arima_rolling/glp/deseasonal_diff/RR_deseasonal_diff.pkl;{'p': 14, 'd': 1, 'q': 8};12;12;67.13807261066611;0.024981313159374508;75.0;1.4203806086643174;2450.417874138998;2408.7623673494077;2482.2973100297513;2429.121726203091;2506.538729052868;2471.2745594029307;2376.400756845337;2413.8893462285196;2383.1655745250587;2513.9695823027987;2337.5940817964356;2292.8206604347693;-9.649494243329656;1.447529066165072e-16;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
diff;807.107999138368;RR;glp;ARIMA;./pickle_arima_rolling/glp/diff/RR_diff.pkl;{'p': 14, 'd': 1, 'q': 14};12;12;74.4542863985413;0.025930730593961154;75.0;1.7489837166091495;2470.8574174307087;2369.5063728510713;2458.4886244276126;2388.4258793311474;2492.947723071477;2496.5881318024617;2381.372837804883;2401.572986368348;2386.0967929911644;2484.618827426717;2311.5248484962635;2327.3633272923616;-5.988458314118376;1.7689408584135008e-07;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log;1514.4294285485241;RR;glp;ARIMA;./pickle_arima_rolling/glp/log/RR_log.pkl;{'p': 12, 'd': 1, 'q': 13};12;12;83.84791085384886;0.02997261987683192;58.333333333333336;2.2406179476347257;2455.7762893725135;2347.285205764529;2470.767516069763;2376.2523946423908;2437.8591686815193;2459.4797828688043;2386.302531994215;2356.6505333713058;2373.505524837271;2517.4183423339146;2292.9402382062585;2350.1676298439647;-3.29890469274347;0.014927505805567946;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log-diff;794.2500680247789;RR;glp;ARIMA;./pickle_arima_rolling/glp/log_diff/RR_log_diff.pkl;{'p': 11, 'd': 1, 'q': 14};12;12;73.27285745784097;0.024630665358973;75.0;1.357778333870179;2517.166831699074;2334.6979360131972;2463.4585281776244;2359.8050536832166;2479.77624035887;2500.9862461718167;2369.665518823218;2427.2260129725323;2407.9649547325344;2512.562377072637;2334.5111317352626;2376.890050482391;-6.059747965766214;1.2206462872217931e-07;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
