DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
mean;CE;gasolinac;knn_rf_deepar_svr_catboost_arima;{};12;12;4961.120110151362;0.035669367715365614;63.63636363636363;0.24089459632627924;0.37843769041381103;113406.33369840887;114367.78239794588;113172.2456010508;114200.54577284829;113932.85329271732;114276.4149029875;114924.06959914036;115066.70816871819;113985.52508826717;119114.35320648584;115729.43071404514;112272.93549317801
