DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
mean;RO;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;6128.895469732596;0.0675603890181032;36.36363636363637;-3.7420593900137913;0.6255434676245596;73149.4124244776;73929.87105793801;79083.68476213272;80628.80238130868;86823.23806039928;85472.95356950608;81552.66581640771;84880.9059331893;82005.4243920327;81522.44832499584;73654.75579963086;76342.99353917503
