dataset_index;horizon;regressor;mape;pocid;smape;rmse;msmape;mae;test;predictions;start_test;final_test;description
0;12;hybrid_agent_qwen3=14b_mychen76;0.333220836117616;36.36363636363637;0.4175570431685925;2458.065912518509;0.41755289133943374;2117.8770226336114;[5142.53, 5476.0, 5628.5, 8451.5, 7282.5, 6116.53, 5401.0, 6605.03, 5789.5, 4763.5, 5809.9, 5354.2];[4195.647366973332, 3698.359050153333, 3518.7997822633333, 3347.520448353333, 3445.6354174233334, 3269.3013659499998, 4467.25228271, 4160.918004353333, 3949.9276693166667, 4219.669009980001, 4299.855461866667, 3833.279869053333];INICIO;2024-11-30;ade_point_selection
0;12;hybrid_agent_qwen3=14b_mychen76;0.333220836117616;36.36363636363637;0.4175570431685925;2458.065912518509;0.41755289133943374;2117.8770226336114;[5142.53, 5476.0, 5628.5, 8451.5, 7282.5, 6116.53, 5401.0, 6605.03, 5789.5, 4763.5, 5809.9, 5354.2];[4195.647366973332, 3698.359050153333, 3518.7997822633333, 3347.520448353333, 3445.6354174233334, 3269.3013659499998, 4467.25228271, 4160.918004353333, 3949.9276693166667, 4219.669009980001, 4299.855461866667, 3833.279869053333];INICIO;2024-11-30;ade_point_selection
1;12;hybrid_agent_qwen3=14b_mychen76;0.7704438220474111;63.63636363636363;1.2535386216563698;14003.1594686919;1.2535329715093781;13954.416916666667;[17321.534, 18859.125, 15978.749, 17282.099, 17626.749, 17679.862, 16958.552, 20797.155, 19341.835, 18305.755, 19278.976, 17704.012];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
2;12;hybrid_agent_qwen3=14b_mychen76;0.9497079328687623;81.81818181818181;1.8084786261437438;78484.97054536232;1.8084765321330856;78345.09533333332;[93130.2, 85161.9, 72440.6, 82384.8, 81450.828, 83151.625, 76231.5, 83911.1, 83812.025, 81287.9, 85070.866, 81789.2];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
3;12;hybrid_agent_qwen3=14b_mychen76;0.5449466169017293;72.72727272727273;0.7566160633117579;5400.744927529165;0.756610498786515;5203.798666666667;[7603.876, 6976.942, 6700.957, 9677.861, 8741.862, 9460.969, 10039.951, 10081.468, 10205.921, 10409.549, 11826.809, 10400.819];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
4;12;hybrid_agent_qwen3=14b_mychen76;0.924111399881919;72.72727272727273;1.7178974427894966;50683.313115003395;1.7178945128264511;50564.645833333336;[58169.7, 57787.0, 47477.7, 50767.5, 52987.0, 54400.7, 50523.9, 57335.2, 56685.0, 55975.3, 60210.8, 54137.35];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
5;12;hybrid_agent_qwen3=14b_mychen76;41.68689821111173;63.63636363636363;1.9031926932537997;4038.5761626090557;1.903147773503539;4036.8622500000006;[100.33, 79.59, 70.15, 103.42, 122.78, 61.93, 74.31, 146.05, 122.32, 122.5, 128.423, 107.25];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
6;12;hybrid_agent_qwen3=14b_mychen76;0.5558272238715484;63.63636363636363;0.791611006652702;6357.384948486485;0.7916055648944162;5885.9085000000005;[6366.518, 6620.585, 5717.92, 11246.235, 10922.87, 12106.33, 12117.655, 13377.192, 11687.995, 10140.943, 10216.482, 9791.577];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
7;12;hybrid_agent_qwen3=14b_mychen76;8.543207427122274;45.45454545454545;1.6062431305170846;3687.8932719927425;1.6062080592936876;3684.877833333334;[386.418, 364.438, 321.313, 404.599, 407.296, 410.125, 427.097, 439.507, 412.189, 514.152, 634.639, 741.093];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
8;12;hybrid_agent_qwen3=14b_mychen76;1.6940794187774273;72.72727272727273;0.8893011172316259;2546.6100817549755;0.8892853735562379;2525.0294166666667;[1167.948, 1141.0, 1155.5, 1387.44, 1392.5, 1585.0, 1500.474, 1933.403, 2023.0, 1862.222, 2144.0, 2088.56];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
9;12;hybrid_agent_qwen3=14b_mychen76;0.979130346881581;81.81818181818181;1.9182307578934668;195010.23676500405;1.9182298095366634;194656.686;[228339.225, 199492.058, 175701.533, 194692.41, 196841.09, 200933.679, 185958.712, 196822.054, 201842.237, 197060.802, 206613.169, 201264.663];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
10;12;hybrid_agent_qwen3=14b_mychen76;0.28102129742001286;63.63636363636363;0.3331324669127611;1887.6292035532738;0.33312921356642977;1719.504666666667;[5625.567, 6783.716, 5008.254, 5615.356, 4909.244, 4752.982, 5097.467, 7213.568, 6165.6, 5506.892, 6461.464, 7175.346];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
11;12;hybrid_agent_qwen3=14b_mychen76;0.8118737948016949;54.54545454545455;1.3680472137365989;18402.83241447194;1.368042017845104;18198.192333333336;[17258.9, 20099.11, 20111.65, 22643.799, 22991.73, 22624.25, 21174.728, 22718.51, 21840.93, 21786.804, 27069.8, 27739.497];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
12;12;hybrid_agent_qwen3=14b_mychen76;109.07899314980347;63.63636363636363;0.6418960496218927;2123.9047096376717;0.6418835641716494;1731.8455833333335;[2101.917, 4194.392, 4443.881, 3153.49, 1398.42, 680.292, -3.036, 2000.117, 2160.356, 1995.957, 4128.637, 4555.324];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
13;12;hybrid_agent_qwen3=14b_mychen76;2.3435514022193042;45.45454545454545;1.0540731686743239;2851.8775852904782;1.054053510185516;2839.744583333333;[1538.816, 1571.309, 995.827, 1023.26, 915.526, 991.48, 1137.634, 1536.644, 1064.786, 1404.579, 1540.144, 1884.46];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
14;12;hybrid_agent_qwen3=14b_mychen76;0.8857463442404271;90.9090909090909;1.5898910132111606;32209.200061289434;1.5898870717603677;32153.596166666666;[39591.8, 36888.912, 32664.5, 35135.5, 36271.5, 35768.852, 33415.501, 36281.4, 36915.5, 36540.0, 39918.4, 36132.689];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
15;12;hybrid_agent_qwen3=14b_mychen76;0.9045767944775994;90.9090909090909;1.6515977896660952;39416.16234946015;1.6515943107637854;39336.383499999996;[45987.0, 45178.0, 38166.5, 42286.0, 42651.5, 42108.0, 39827.502, 43207.0, 45114.5, 43982.0, 48169.3, 45040.7];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
16;12;hybrid_agent_qwen3=14b_mychen76;0.9634300923786503;90.9090909090909;1.85889848454541;109577.29289481766;1.8588969005155758;109394.23308333334;[120572.463, 114300.957, 108673.707, 124166.409, 120081.922, 116133.254, 103861.919, 107601.287, 106660.659, 106643.284, 117849.72, 115866.616];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
17;12;hybrid_agent_qwen3=14b_mychen76;0.9946026123545298;90.9090909090909;1.9785266681761724;766373.9882018291;1.9785264113866334;764973.2200833334;[868003.888, 760665.314, 683361.59, 776129.554, 774072.69, 786170.773, 765536.187, 791770.669, 819095.114, 750294.343, 753049.757, 701210.162];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
18;12;hybrid_agent_qwen3=14b_mychen76;1.6220915017875474e+18;54.54545454545455;1.0165187234987771;3490.1589927178225;1.0164998781216479;3274.81025;[0.0, 616.76, 636.75, 1381.48, 2077.19, 44.46, 1372.93, 9928.933, 7029.98, 5002.95, 8352.29, 7760.64];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
19;12;hybrid_agent_qwen3=14b_mychen76;0.8623724900240962;45.45454545454545;0.5802504574249214;1889.3680617845923;0.5802412425253617;1836.5358333333334;[2163.45, 2173.7, 3126.46, 1914.25, 2419.39, 1412.38, 2655.25, 2235.73, 2730.61, 2109.89, 2365.77, 2336.09];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
20;12;hybrid_agent_qwen3=14b_mychen76;0.9951688079983932;90.9090909090909;1.980768274751207;854358.8108985837;1.9807680445844753;853675.3312499999;[902707.043, 833596.031, 821232.526, 894427.795, 862594.276, 899209.875, 797496.864, 810041.219, 873363.838, 868765.928, 883228.442, 847121.538];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
21;12;hybrid_agent_qwen3=14b_mychen76;0.9351802552649014;81.81818181818181;1.7565240567810552;59901.97305072777;1.7565214718895286;59823.43466666667;[66438.25, 64691.38, 55857.819, 62027.08, 62540.48, 65534.578, 62149.2, 65551.58, 65961.83, 64065.649, 69331.88, 63412.89];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
22;12;hybrid_agent_qwen3=14b_mychen76;0.3004859132578989;45.45454545454545;0.3529248052823815;2159.1247972886295;0.35292133888323884;1829.858333333333;[6104.9, 6622.3, 6545.5, 7064.9, 7371.5, 7456.5, 6402.5, 3720.5, 3360.8, 3376.8, 4055.8, 3743.4];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
23;12;hybrid_agent_qwen3=14b_mychen76;0.832333609736193;63.63636363636363;1.427131751654193;21265.11009753528;1.427126838969464;21018.370750000006;[20119.877, 22131.712, 17783.232, 26770.561, 25219.023, 25380.999, 25745.164, 28370.032, 28193.649, 27062.239, 28467.133, 26658.228];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
24;12;hybrid_agent_qwen3=14b_mychen76;0.9685555224325585;90.9090909090909;1.8780633618741076;128181.059582323;1.878061976715845;127881.37366666668;[136535.604, 130203.352, 119883.392, 124277.7, 128084.084, 126681.92, 116577.927, 136392.083, 141165.591, 137401.268, 147696.713, 139358.25];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
25;12;hybrid_agent_qwen3=14b_mychen76;16.27633989127136;45.45454545454545;1.771591480876957;3892.358326105128;1.771551099082061;3889.417916666667;[276.69, 298.452, 222.876, 210.569, 272.241, 263.033, 304.557, 321.341, 158.982, 222.557, 274.528, 182.559];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
26;12;hybrid_agent_qwen3=14b_mychen76;0.17336248259674747;63.63636363636363;0.19382589971303488;1062.4533997694518;0.19382383810069925;916.6008333333333;[4186.236, 4512.728, 4839.92, 4891.95, 5060.2, 4736.2, 4535.3, 6615.44, 5292.582, 5030.61, 5424.676, 5283.0];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
27;12;hybrid_agent_qwen3=14b_mychen76;0.6463941448287643;72.72727272727273;0.9618133094230745;8151.085087475047;0.9618073881853125;7923.167583333333;[9061.167, 9325.62, 8293.7, 13492.45, 12816.885, 11618.311, 12587.974, 13162.713, 13713.076, 12910.696, 13751.396, 14025.423];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
28;12;hybrid_agent_qwen3=14b_mychen76;0.970925335772768;81.81818181818181;1.8870164339557693;140613.19499173612;1.8870151444141463;139730.57516666668;[145267.131, 125920.523, 115498.921, 130017.504, 126173.604, 142722.46, 144370.94, 162730.886, 167195.57, 156209.303, 160560.752, 149780.708];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
29;12;hybrid_agent_qwen3=14b_mychen76;0.47127310508547415;54.54545454545455;0.6227855370437767;4037.6772958104266;0.6227804554552605;3860.487833333333;[6491.43, 8362.277, 7094.168, 7966.004, 6306.932, 6667.493, 7079.256, 8682.55, 8211.473, 9548.152, 10322.171, 9275.348];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
30;12;hybrid_agent_qwen3=14b_mychen76;2.5133906342373837;54.54545454545455;1.0950925688452158;2931.812044428013;1.095071986210917;2920.231166666667;[1087.288, 1259.96, 1169.379, 1184.757, 1211.755, 1044.513, 1103.312, 1327.908, 1046.878, 846.224, 1618.711, 1737.941];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
31;12;hybrid_agent_qwen3=14b_mychen76;153.8016050812358;81.81818181818181;1.9651448561061475;4105.38573925764;1.9650977476463283;4103.450000000001;[60.0, 20.0, 18.0, 50.0, 39.0, 54.0, 15.0, 58.0, 43.0, 27.0, 46.0, 10.0];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
32;12;hybrid_agent_qwen3=14b_mychen76;28.576123504823837;72.72727272727273;1.7566084017908024;3868.927698245213;1.756568304737116;3860.5715000000005;[70.0, 85.0, 50.0, 115.724, 90.0, 454.146, 430.484, 846.662, 486.026, 212.0, 283.5, 231.0];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
33;12;hybrid_agent_qwen3=14b_mychen76;4.446690442788095;81.81818181818181;1.3770963970768133;3378.509219931021;1.3770682817773698;3376.062416666666;[863.968, 806.947, 738.002, 803.862, 760.335, 711.962, 714.685, 734.374, 734.931, 664.295, 768.115, 867.175];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
