dataset_index;horizon;regressor;mape;pocid;smape;rmse;msmape;mae;test;predictions;start_test;final_test;description
34;12;hybrid_agent_qwen3=14b_mychen76;0.5098296840157542;72.72727272727273;0.6860269806023008;4423.1997995653555;0.6860215627923917;4364.563166666666;[8408.84, 7804.226, 7525.529, 7259.227, 8189.988, 8270.913, 7851.882, 9242.031, 9893.182, 9020.286, 9430.044, 9160.01];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
35;12;hybrid_agent_qwen3=14b_mychen76;10.242881966215558;54.54545454545455;1.65599776498852;3753.5772636771;1.6559611557049998;3749.396;[399.513, 348.61, 349.826, 435.708, 316.27, 312.608, 600.669, 429.357, 309.077, 236.84, 457.616, 492.554];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
36;12;hybrid_agent_qwen3=14b_mychen76;0.9860096728692147;63.63636363636363;1.9448134538989683;293454.04234640003;1.9448128053893219;292798.55408333335;[330842.064, 340269.29, 304661.387, 274675.815, 272891.511, 286430.812, 282565.838, 299661.694, 297024.037, 285282.033, 294760.479, 294199.089];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
37;12;hybrid_agent_qwen3=14b_mychen76;19.79532893160037;72.72727272727273;1.7884728417739713;3909.3986463601836;1.7884318349550892;3906.473833333333;[357.069, 457.392, 297.659, 222.518, 191.916, 156.305, 146.1, 154.092, 142.71, 121.405, 315.183, 241.365];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
38;12;hybrid_agent_qwen3=14b_mychen76;0.5511455521750491;45.45454545454545;0.7637089793110453;5240.1932589724765;0.7637033150209492;5168.507416666666;[7616.938, 7938.137, 8618.96, 9255.602, 9433.928, 9697.82, 9208.834, 10031.216, 9320.077, 9633.534, 10537.74, 10410.703];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
39;12;hybrid_agent_qwen3=14b_mychen76;0.9605327642054934;72.72727272727273;1.8481544213873093;101548.28897705785;1.8481527260577078;101258.5625833333;[95868.1, 91584.7, 94279.118, 107549.707, 105345.1, 105636.9, 103798.2, 114759.0, 113031.9, 107992.5, 117399.5, 107539.426];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
40;12;hybrid_agent_qwen3=14b_mychen76;0.9663408109332954;81.81818181818181;1.8697524898023679;119261.18577543672;1.8697510171964409;119067.79658333333;[134999.651, 125083.95, 108306.35, 119140.25, 119552.9, 122761.065, 116167.9, 123225.85, 128004.229, 124229.814, 133344.7, 123678.3];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
41;12;hybrid_agent_qwen3=14b_mychen76;0.9404619002534749;45.45454545454545;1.7752701097564492;65780.6688336342;1.775267699458693;65625.93508333333;[65449.434, 75298.064, 66040.259, 66128.672, 66337.408, 64473.094, 65919.689, 73265.099, 70575.006, 70957.086, 73466.007, 79282.803];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
42;12;hybrid_agent_qwen3=14b_mychen76;266.21486282872456;63.63636363636363;1.983033274735709;4124.4675389492495;1.9829855293132763;4122.40925;[28.0, 22.0, 15.0, 18.27, 17.597, 10.921, 16.684, 16.068, 11.66, 24.117, 24.837, 7.335];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
43;12;hybrid_agent_qwen3=14b_mychen76;0.7011516878740304;90.9090909090909;1.0818874637596032;10035.30160174319;1.0818815010805067;9902.69175;[12823.1, 12273.4, 10778.0, 12504.0, 16355.538, 14662.6, 13540.0, 15359.6, 15841.1, 14961.5, 15902.263, 13512.6];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
44;12;hybrid_agent_qwen3=14b_mychen76;0.5921839891689842;72.72727272727273;0.6590716712758853;5498.160988420037;0.659065610445087;4280.563666666667;[9881.837, 10379.44, 8800.264, 15793.388, 14034.501, 4227.239, 1989.412, 2058.89, 2685.506, 2802.097, 5641.278, 8473.402];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
45;12;hybrid_agent_qwen3=14b_mychen76;0.7401912498879909;54.54545454545455;1.1797804871043658;12615.754839500267;1.1797747291380913;12298.694083333336;[17990.301, 21859.611, 18973.953, 18643.503, 16174.485, 17550.798, 15176.792, 17784.735, 14811.392, 11796.987, 13087.211, 13415.961];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
46;12;hybrid_agent_qwen3=14b_mychen76;0.9486173485321653;63.63636363636363;1.8049759246547028;80811.29811154354;1.8049738100714876;79551.56066666667;[58092.217, 52348.895, 79046.898, 80050.01, 84714.847, 88829.722, 90299.168, 91205.356, 102463.176, 90029.361, 97784.738, 89435.74];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
47;12;hybrid_agent_qwen3=14b_mychen76;0.7314581227764586;72.72727272727273;0.5286248876836039;1742.4371186013427;0.5286167551772609;1721.9587499999998;[2682.474, 2842.284, 2445.078, 2680.838, 2481.338, 2167.638, 2064.233, 2192.445, 1979.139, 2359.672, 2597.427, 2525.329];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
48;12;hybrid_agent_qwen3=14b_mychen76;3.255853650900732;45.45454545454545;1.2160961258816985;3126.702693584489;1.2160723414679968;3119.7261666666673;[701.811, 782.71, 835.651, 984.415, 810.853, 903.126, 859.974, 1246.278, 1157.116, 1433.667, 1319.535, 1209.55];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
49;12;hybrid_agent_qwen3=14b_mychen76;0.38337711798720814;45.45454545454545;0.48498049131365245;3190.9924500049615;0.4849762278316015;2821.4678333333336;[5685.033, 6913.203, 5421.821, 6200.403, 6259.787, 6049.272, 6058.612, 7300.246, 6607.038, 6692.559, 9772.473, 10578.567];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
50;12;hybrid_agent_qwen3=14b_mychen76;5.616064191853616;63.63636363636363;1.4666659609120607;3506.2762999278757;1.4666352215460605;3502.38125;[620.162, 576.461, 550.319, 625.159, 673.028, 719.72, 704.046, 817.093, 568.598, 623.261, 695.177, 479.801];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
51;12;hybrid_agent_qwen3=14b_mychen76;121.94962107239125;54.54545454545455;1.9660808492482715;4106.748262319401;1.9660337145785143;4104.664750000001;[53.666, 25.412, 34.598, 31.668, 23.276, 38.095, 39.941, 41.509, 35.635, 25.205, 38.752, 37.666];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
52;12;hybrid_agent_qwen3=14b_mychen76;0.7925162476423157;54.54545454545455;1.315670906081586;16815.20256132586;1.3156655231808074;16432.465583333335;[17280.702, 19355.995, 20471.7, 22434.4, 26055.81, 17217.208, 14648.4, 16253.692, 20040.1, 24206.3, 24269.13, 24637.55];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
53;12;hybrid_agent_qwen3=14b_mychen76;0.7776142855556424;72.72727272727273;1.2738394633258938;14932.634900537576;1.2738339037679791;14744.638416666667;[21508.623, 24142.437, 19778.453, 19114.96, 18229.65, 17597.856, 16924.601, 21786.279, 17007.582, 15778.259, 17453.067, 17295.294];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
54;12;hybrid_agent_qwen3=14b_mychen76;0.23553439862883754;54.54545454545455;0.27954399030966914;1709.8592909262056;0.2795412327717901;1425.2416666666666;[5774.5, 6791.0, 6019.0, 6008.5, 5184.0, 5166.0, 6521.4, 7060.7, 5030.5, 4051.5, 4143.5, 4403.0];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
55;12;hybrid_agent_qwen3=14b_mychen76;0.08580120811159753;63.63636363636363;0.09278444813495544;628.3834625842196;0.09278342741304337;424.57;[4699.2, 5814.501, 4344.961, 4102.461, 3785.645, 3752.812, 3930.257, 5325.482, 4576.359, 4546.482, 4550.321, 4301.469];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
56;12;hybrid_agent_qwen3=14b_mychen76;1.3977947981200831;45.45454545454545;0.7945667156767819;2366.1242696300314;0.7945531104837934;2330.974583333333;[2322.7, 2180.776, 2368.424, 2130.305, 2007.879, 1225.232, 1453.154, 1847.526, 1366.362, 1411.05, 1556.955, 1839.342];[4322.12, 4144.37, 3956.14, 4152.51, 4021.87, 3984.14, 3935.8, 4194.8, 4321.46, 4224.3, 4286.05, 4137.84];INICIO;2024-11-30;mean_combination
