DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;356486.28151145624;BA;gasolinac;arima_noresid;{'p': 18, 'd': 3, 'q': 20};12;12;18082.94959924719;0.07267864564576597;54.54545454545455;5.753645947303302;0.8250080768964053;164715.56669510086;165435.09083911328;169686.7935777082;172456.74991774865;190232.1507955442;185951.6854493845;195529.16788049418;195923.2026444298;175431.61593335692;219200.96490672632;188194.34889071633;174724.26840945298
log;496172.325957145;BA;gasolinac;arima_noresid;{'p': 19, 'd': 3, 'q': 18};12;12;20973.969050842283;0.08684533195369175;45.45454545454545;8.454899850818078;0.9874382177683768;161430.75152943592;161714.46328486697;168057.93051191352;170032.71172024982;184442.4611218051;182601.07184828003;190242.1827449062;187899.53726531542;170750.40277326474;210777.01565476353;179023.83674329746;167525.84127109728
deseasonal;304865.14988173294;BA;gasolinac;arima_noresid;{'p': 13, 'd': 3, 'q': 7};12;12;19314.931889732085;0.08757789751646021;63.63636363636363;-2.2903499364466824;0.9724048241684519;167789.27360867572;172775.82425197802;178848.48873219595;181420.06469746697;200580.65654226945;205046.9242824278;214003.9980438207;214808.12963340036;200526.07136284912;238998.23061111747;211067.73683295154;199172.88441814962
