DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;174396.57617910055;CE;gasolinac;arima_noresid;{'p': 18, 'd': 3, 'q': 11};12;12;11056.324097589008;0.06341941868796543;63.63636363636363;6.026677250923924;0.9868789076065575;112071.99360788621;104010.2643341874;110877.08916284192;112951.8738568001;127395.00720819434;126672.917606681;127754.14580263759;131349.55890112504;119875.01869828475;139127.63717475277;116270.54853764069;108806.64493029224
log;124033.8197632911;CE;gasolinac;arima_noresid;{'p': 23, 'd': 3, 'q': 4};12;12;10474.920615633264;0.07276420622139053;72.72727272727273;0.5429762408018726;1.1204002504617627;111246.29379771213;104700.42671466849;114286.0793881398;116420.86723457478;131337.9047344343;133679.00918352552;136956.89676153054;140429.7383407576;130200.165196446;150844.0169228381;128861.0242432054;122064.19014781414
deseasonal;147539.24405551827;CE;gasolinac;arima_noresid;{'p': 12, 'd': 3, 'q': 13};12;12;12453.380328219337;0.08730663099374053;72.72727272727273;-1.9128613329067297;1.3409977159151603;111062.2559995549;105975.9681545794;113606.5524473961;118588.59746801354;134095.43806544458;135163.1550730849;141557.10821187551;144345.26392851985;136103.65936459386;155715.68502383961;134225.17566441072;128145.62665333673
