DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;288117.7501308666;CE;gasolinac;knn;{'n_neighbors': 9};12;12;12181.234971675518;0.07751397110721552;45.45454545454545;3.7577677102146323;1.1779369294001836;101694.42145514273;108680.50969900866;112032.61317825865;112040.96985875955;119835.90695040261;124381.9212995772;126540.27434418035;129730.9547909296;134358.24327995293;134595.13563801072;137823.02081229433;130147.85445593118
log;359796.19944705727;CE;gasolinac;knn;{'n_neighbors': 9};12;12;13040.588723968822;0.08074375545553429;36.36363636363637;4.212429161206914;1.2341754198616908;96059.27098177753;112390.12072366268;111834.34456069191;120065.37871656247;122676.296460597;126680.48202707624;122855.80844962414;123275.84443092202;134199.26693247602;126388.21110677753;136594.006899678;131889.51816718283
deseasonal;39403.627522199844;CE;gasolinac;knn;{'n_neighbors': 9};12;12;9941.913143374626;0.06207928853905493;90.9090909090909;4.96009226190532;0.9566166602041505;108743.99339389254;105011.36771801885;115292.80056530613;112931.70391698719;119632.15462328099;128887.26334378378;128849.92021157412;130804.0774059945;128639.23394579365;135935.01644084847;121656.25355206203;117090.52439858687
