DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;AM;etanolhidratado;ARIMA+SVR;sum;12;12;5656.0411485599525;0.3263295596735714;63.63636363636363;33.31932075758976;1.1703619080750043;89863.91563575425;13698.306993402224;12565.69731868722;12562.50700966574;12098.696170511586;11026.644643406493;9272.573766796302;7094.833842137284;6906.467945285718;7754.269079842064;8537.540797191003;8069.934930459336;8164.990531098929
error_noresid_normal;normal;AM;etanolhidratado;ARIMA+SVR;sum;12;12;5425.5964267911995;0.3198036287510744;45.45454545454545;32.72359938360921;1.1494368235270513;128905.36664903982;9996.814410323535;12191.721323567177;13607.159352198923;12404.153585581716;10408.483471233989;9509.616713153333;9092.64211772033;8110.695479252827;8261.436952179723;8822.683805192359;9166.6998679674;7232.349718950893
error_resid_normal;normal;AM;etanolhidratado;ARIMA+SVR;sum;12;12;5726.780790465278;0.3335614212207682;36.36363636363637;33.44606531169062;1.1999905550739756;158639.817184724;10472.426168144024;11368.486371892734;13848.459830401438;13764.425492342798;11295.951657333811;9744.615942831333;8108.292301779009;6971.778951784603;8229.446325907189;7841.431866080097;8089.257781199274;7794.070131939279
all_resid_normal;normal;AM;etanolhidratado;ARIMA+SVR;sum;12;12;6215.212491301733;0.3598777604620825;36.36363636363637;34.00546546603264;1.293117327342821;172240.8221945838;9998.717698487482;11209.274365910798;14008.305576273597;15611.439893100234;12805.602599646614;9436.572315692063;6654.8605370414025;5148.0871696272625;7712.164713209472;7777.329734412661;8097.955208113129;8080.479455827846
error_log;log;AM;etanolhidratado;ARIMA+SVR;sum;12;12;5664.07447170019;0.3159258588115265;63.63636363636363;32.38746884710896;1.1376300289371255;89965.86271708921;13858.150652449302;12668.082425453238;12753.943476519398;13018.601270086587;11798.583503124206;8936.167422606353;6545.456139445773;7355.267634166252;7894.518476623293;8628.292914808437;8276.785693646485;7664.1854035772385
error_noresid_log;log;AM;etanolhidratado;ARIMA+SVR;sum;12;12;5309.513047092823;0.313543930504185;36.36363636363637;32.08163439733435;1.126887403275654;147035.0147488698;10003.336555970118;11719.43353528656;14139.87915547628;11925.938782039804;10863.239881461363;9500.930875834538;9064.912656933067;8624.356222169308;8403.978207047912;8466.925266052156;9381.27308949203;7843.908662609698
error_resid_log;log;AM;etanolhidratado;ARIMA+SVR;sum;12;12;5615.731137476158;0.3210150794154522;45.45454545454545;32.8210722153119;1.157187785220611;133425.4386949941;10562.309903645462;11030.884709218235;14120.978769977635;13240.328642655299;12124.337951159865;9704.221934217307;7747.158520319546;7286.996868746259;8390.88191671872;8391.3200430708;8431.201945374803;7601.706781567962
all_resid_log;log;AM;etanolhidratado;ARIMA+SVR;sum;12;12;6216.43629461357;0.3609350958945159;45.45454545454545;33.23070748169485;1.294579479962972;147805.3180873434;10502.14702049122;10369.02034420546;14359.932030863536;16086.073295766848;13555.180610996009;9953.75835800308;6497.294444476229;5592.7150497060775;7787.887629268672;7504.098365632566;7798.660101206346;7902.179359202037
error_deseasonal;deseasonal;AM;etanolhidratado;ARIMA+SVR;sum;12;12;5810.995765883231;0.3091965530545258;63.63636363636363;31.73184065719899;1.1178445346815922;92282.33348361777;13628.203777283112;13679.052894380624;14282.593067296599;13213.097241911284;11868.365759636956;9711.265109866097;7344.921140032108;6941.208656741366;7408.92549075825;7517.219861193347;7052.566846947705;7908.399326277704
error_noresid_deseasonal;deseasonal;AM;etanolhidratado;ARIMA+SVR;sum;12;12;5519.177039828512;0.30441457072379124;54.54545454545455;31.361035055893673;1.1015759022897285;109364.12955966151;10331.61514964948;13529.895634506578;14199.502361172707;12973.191846882146;11426.878064251367;10699.801879424609;9027.428068539997;8336.532885312117;7400.160441282598;7902.915398848887;7438.418644818404;7944.290256585653
error_resid_deseasonal;deseasonal;AM;etanolhidratado;ARIMA+SVR;sum;12;12;5777.530083339928;0.3274023961287956;54.54545454545455;31.751692016193733;1.1784112147753485;114541.15336239118;11189.420830219087;11960.002880692018;14869.84818890638;14562.015558737885;12240.58513013438;10389.332796344363;8031.665896469323;7390.097546658824;8059.573237095599;7521.892880849486;6870.083382038857;7436.245016274186
all_resid_deseasonal;deseasonal;AM;etanolhidratado;ARIMA+SVR;sum;12;12;6326.555954147937;0.3579016740908754;45.45454545454545;32.60937632643636;1.2875806980534592;150415.0494250813;10501.95261543146;12253.202810935567;15479.052868113722;15817.008031436315;13431.693854261663;10663.001208474914;6706.320331983161;5495.834393200245;7588.469809629861;7259.224226402861;6532.059226141089;7278.345719270503
