DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;MS;etanolhidratado;ARIMA+SVR;sum;12;12;12551.582635034743;0.430608454783911;54.54545454545455;42.39795822799749;1.0871018423846353;249394.04416240516;11582.895197170825;14817.853319191967;16581.177766109005;12881.212864071324;11674.183553089037;10626.92317805475;9027.96331127696;9157.323505510087;10322.264372116904;11384.399630769489;10639.427065172029;7407.304245552472
error_noresid_normal;normal;MS;etanolhidratado;ARIMA+SVR;sum;12;12;12375.951876725912;0.40129276448974593;63.63636363636363;46.119771560185995;1.0509620263167503;197027.52834243714;11929.935679890268;12730.175080963509;13457.559520171862;11698.931624582405;9434.533054745734;9452.220365918773;8378.620367258427;8998.427239437315;10079.150414163016;11137.133311132355;10524.693264765505;9487.594321830073
error_resid_normal;normal;MS;etanolhidratado;ARIMA+SVR;sum;12;12;12364.754206422256;0.38856310707069935;54.54545454545455;45.39072441582747;1.032803489154428;245456.0349377566;11708.78277366151;12039.830752596872;14373.010829579547;11331.929276296307;10764.82422600451;10615.879118254674;8399.103807027812;8989.538698719847;9992.353979074942;10923.61448693716;10588.206956228563;9304.502358541971
all_resid_normal;normal;MS;etanolhidratado;ARIMA+SVR;sum;12;12;12626.396252492746;0.4261807145239009;45.45454545454545;41.67278056776501;1.0805290914588805;300561.43241911504;11222.754731153867;13912.252752898446;17837.025394411125;12831.721365394524;12661.49657194762;11866.016911944085;10009.3398562009;8424.382607731199;10288.099118028906;10880.014284518891;10631.306352631143;7251.978206862015
error_log;log;MS;etanolhidratado;ARIMA+SVR;sum;12;12;12203.62122563115;0.41927650356098267;54.54545454545455;38.963984118169456;1.0534095829343884;242420.34482700858;11796.936896393296;15758.989923251593;15525.06943213125;14476.574048053477;13183.794375717753;12089.25359538129;11292.608301967404;10141.154203466547;10342.779176367358;11059.337217081445;9716.223903070737;8834.050067734173
error_noresid_log;log;MS;etanolhidratado;ARIMA+SVR;sum;12;12;11957.748952437507;0.39710434714720927;72.72727272727273;42.27525244192375;1.0235394124684771;143275.12596887702;12580.901292771636;14248.183221660183;13303.391934899462;12970.888822884226;10591.851195378003;9250.740364430558;10336.20475072716;10600.844510972605;11450.960545966533;12037.834362469726;10235.443062039109;8785.614929913447
error_resid_log;log;MS;etanolhidratado;ARIMA+SVR;sum;12;12;11957.793515703688;0.3794389184026509;63.63636363636363;41.57184795408339;0.9988526170635316;190257.07987897337;11873.462957018659;14059.911873670872;13730.00062315699;12590.837120936145;11967.674105716915;10665.487974892518;11077.71297282942;10869.383396880361;11090.124008748393;11826.133098754255;9529.98846836467;8774.156575696852
all_resid_log;log;MS;etanolhidratado;ARIMA+SVR;sum;12;12;12195.095584550461;0.4246756760798216;45.45454545454545;37.952175157399395;1.0567707695749196;290287.0199643054;11453.413154834974;14917.92012495952;16266.982108260054;14801.411498168374;14339.16641811195;13294.836319166603;11778.828592399705;9971.298638651375;10274.890636866527;11083.312930528697;10048.119237741654;8377.308162302543
error_deseasonal;deseasonal;MS;etanolhidratado;ARIMA+SVR;sum;12;12;12991.110523664824;0.43194631258879435;63.63636363636363;44.67080424209702;1.1097746235277852;206993.57650733256;11507.266793177167;16810.463818733373;14848.444966579687;11162.916709404424;11505.293504682993;10710.303724003255;8763.394180099967;10000.034158984317;8246.851987238515;10974.486667317688;8447.572958672405;7755.5854753787125
error_noresid_deseasonal;deseasonal;MS;etanolhidratado;ARIMA+SVR;sum;12;12;12810.281675005175;0.4166307745656748;54.54545454545455;48.26664182560146;1.0892158410463495;254456.288227775;11577.612323759524;13848.690667720184;12426.267691285391;10694.235953369527;9306.986439603937;8757.831380808075;8009.697027962684;9935.68846694988;9434.904390071091;11035.328905872433;9015.677319852448;8193.39791423559
error_resid_deseasonal;deseasonal;MS;etanolhidratado;ARIMA+SVR;sum;12;12;12729.63390353415;0.4070177185272123;63.63636363636363;47.34201267126942;1.0728190909730704;202689.6801142762;11282.239120885004;13584.129075370865;12877.328593361859;10410.116161391174;10559.683132386957;10401.090590353935;8565.390422015393;9486.388614994394;8298.047109282943;11052.269368587788;9330.989744469103;8573.373536443996
all_resid_deseasonal;deseasonal;MS;etanolhidratado;ARIMA+SVR;sum;12;12;12951.058851572363;0.43620873265752813;45.45454545454545;43.870010108319946;1.110924686690852;308345.9851310309;10746.283025887886;15631.184170642522;16393.617290548857;11832.480283336694;12091.108310787218;11531.975541678088;9452.423785010367;9306.71322493403;8045.513961257537;11125.790869785997;9194.584231692814;7273.06807935506
