DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;SC;etanolhidratado;ARIMA+SVR;sum;12;12;7669.004803784711;0.41673227289191034;36.36363636363637;48.20563208985378;0.937004312256557;212717.4982707393;5951.058202357093;6379.705050391209;6714.124671632567;6747.787031300453;5669.4909009894;5209.9778188374785;4519.736773593493;3873.9482222163533;4533.536934185522;6326.688906682612;6511.103382711069;5782.119286037308
error_noresid_normal;normal;SC;etanolhidratado;ARIMA+SVR;sum;12;12;7743.776764531927;0.4047269420113225;54.54545454545455;50.55683947861387;0.931319799158504;153781.15489599592;5618.427565595375;6170.074078406039;6225.5289556069;5747.312518345094;4846.932645779902;5061.433692245665;4681.341857987953;4270.120935291627;5024.953075275493;5816.462955774985;5980.205162970993;5679.666940084057
error_resid_normal;normal;SC;etanolhidratado;ARIMA+SVR;sum;12;12;7596.078906153474;0.3915902648525273;45.45454545454545;49.312596811695826;0.9088208435519385;180708.1025980721;5641.266926224666;5912.469201296507;5944.467329346797;6272.829596117725;5481.822260495368;4914.40143022407;4971.040167639116;4333.33159981173;4913.227453533937;6096.826410683043;6404.07348638909;5875.518523967708
all_resid_normal;normal;SC;etanolhidratado;ARIMA+SVR;sum;12;12;7539.863608678655;0.40320582177673375;27.272727272727273;47.05726268890667;0.9138323588384751;238773.23151289998;5719.499191806973;6087.932345131092;6842.289734545387;6870.2615012840315;6254.998955784535;5332.642016365803;4768.985764813797;3999.845993565132;4314.177005584668;7028.5264553904335;6732.017940223133;5780.637906114324
error_log;log;SC;etanolhidratado;ARIMA+SVR;sum;12;12;7674.834756905611;0.4474127197237325;45.45454545454545;51.36134943350472;0.9700576850892181;182768.41456716438;6236.041169125886;6830.740984773059;6180.781726193683;5042.5993624372595;4197.877441990384;3849.8560167422547;3784.193710126843;3853.0931865315893;4481.419047745818;6424.63295314396;6980.235168088102;6201.355339187595
error_noresid_log;log;SC;etanolhidratado;ARIMA+SVR;sum;12;12;7689.926800357041;0.45479178325320996;63.63636363636363;53.56216767657107;0.9758625430089001;122606.48792726907;5786.0922453407;6310.749853347479;5665.922791693156;4113.964922034447;3054.216592630635;3846.3526799634374;4123.663971783301;4497.022242269295;4921.199961224464;5789.392100733954;6833.580868328205;6221.931280336315
error_resid_log;log;SC;etanolhidratado;ARIMA+SVR;sum;12;12;7580.531256813481;0.4456196593224824;54.54545454545455;52.4675271571751;0.9601386787213793;150674.51699037343;5671.310356728685;6449.78561871787;5473.28482212891;4512.00085484063;3810.1484117677473;3671.173274666823;3834.5139273805785;4165.612697592252;5105.165299963488;6934.193885900622;7013.571549129482;5965.099181262708
all_resid_log;log;SC;etanolhidratado;ARIMA+SVR;sum;12;12;7549.854998907394;0.42269473655258305;45.45454545454545;50.340789540659934;0.9381198888987482;179710.92890305616;5788.0206993745105;6711.123779873047;6135.705422093991;5419.0250008567255;4988.496631602238;4111.020290291005;3531.56971277769;3635.102934400801;4277.381841613018;7204.7131718892315;7400.421186080586;6204.442903392782
error_deseasonal;deseasonal;SC;etanolhidratado;ARIMA+SVR;sum;12;12;8374.069922122062;0.43845672786362405;18.181818181818183;54.42848409969234;1.0020723080490574;298284.57404309936;5079.444871715657;6397.4214157645565;5114.056897877506;5148.100894713736;6851.680159078813;5014.865776366318;4017.453581958077;3455.392251638224;3087.2874819582044;7485.342373473257;5170.572752452203;3201.430383984612
error_noresid_deseasonal;deseasonal;SC;etanolhidratado;ARIMA+SVR;sum;12;12;8469.894672244007;0.45960923325685105;27.272727272727273;57.87283902786101;1.0299545236619176;268432.6312828342;4551.812670839592;5317.070834600131;4748.968312725008;4246.914707235622;5838.225351638955;4816.000875740659;4392.991249193739;3661.203250684558;3314.563283572251;6555.265879787103;4244.757423696387;3798.6542636246227
error_resid_deseasonal;deseasonal;SC;etanolhidratado;ARIMA+SVR;sum;12;12;8285.67157806775;0.455698767031185;36.36363636363637;56.23523064279156;1.0129316650886944;229962.12489578556;4105.351813117942;5613.920851647781;4566.746931191933;4472.854253434115;6847.173921311623;4543.810268234669;4181.454232091322;4409.746940028506;2718.458519359597;7136.670564930793;5104.194219300207;3942.968529205277
all_resid_deseasonal;deseasonal;SC;etanolhidratado;ARIMA+SVR;sum;12;12;8262.471641263402;0.45365416375663287;27.272727272727273;53.36212779131733;1.006637575521358;261837.7259082853;3786.4174762569214;5836.861966852506;5210.458818294113;5154.940491368987;8283.43216314204;5465.960460566547;4273.786457392112;3888.974842904069;2737.3216840750074;8145.246697832649;5223.975013218112;3420.189505354816
