DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;MG;etanolhidratado;ARIMA+SVR;sum;12;12;80065.25506155922;0.3971909324811234;18.181818181818183;21.87867083916608;1.1928894957632334;2850361.226964682;120749.6617328643;189454.38529900345;188391.20770459002;172808.38892058725;164914.25439583312;131485.89131445068;123564.67294658434;111037.19937524795;120060.61530932058;116017.37406032835;80633.4752275185;89531.6201557209
error_noresid_normal;normal;MG;etanolhidratado;ARIMA+SVR;sum;12;12;78485.46334299223;0.3551453910382801;36.36363636363637;25.350562372478286;1.108335452736781;2174774.181383721;130475.27714903263;152455.12912060565;182915.05561298327;171821.80490822977;142363.31470046626;133403.78516975598;112028.82918182143;111631.55595351449;110636.44279470592;123202.95589901545;94704.94282167673;71517.60322736466
error_resid_normal;normal;MG;etanolhidratado;ARIMA+SVR;sum;12;12;81866.20730705095;0.4019442387123055;45.45454545454545;22.348821654196147;1.2089293708704958;1947845.7463928014;123539.35513689119;177382.5652331736;200919.14112899257;173019.5332457074;165148.02379515444;131190.01109931938;120615.51434754964;111343.32773325566;121011.68761512946;125557.38531813923;80728.48035781598;68512.530297066
all_resid_normal;normal;MG;etanolhidratado;ARIMA+SVR;sum;12;12;83842.05586267103;0.4371852491175092;45.45454545454545;19.299075301007324;1.2800394881550223;1996137.201976296;116327.71864699862;203397.87562935852;205134.77460657555;182596.96873732132;182193.86056997092;136848.27184060818;123936.4896086124;109410.83110089213;115646.91446471305;119762.71076391789;83636.40863255209;82874.10573936369
error_log;log;MG;etanolhidratado;ARIMA+SVR;sum;12;12;68971.12389373235;0.3548390753685393;63.63636363636363;15.995022901577316;1.0439614142306082;1096616.5415867735;121777.0345169663;187650.70716754388;191809.44981789368;168820.9545123101;174554.0040406538;140761.06953945148;143265.12358559328;125994.66891512406;126333.41932456457;132794.84073120123;111967.52202471653;104074.0977596745
error_noresid_log;log;MG;etanolhidratado;ARIMA+SVR;sum;12;12;67462.73485706157;0.3110907675630788;54.54545454545455;19.464945048108426;0.9602483337982112;1336922.0069992798;133220.94775519153;146402.84794452658;174132.2505343063;175642.10576409887;160966.28619172258;150757.26327980863;131287.71347440805;120369.53492656151;121641.92120438445;133418.68440722662;111953.17479288661;98558.66472332737
error_resid_log;log;MG;etanolhidratado;ARIMA+SVR;sum;12;12;71495.69596179402;0.35656152477198827;45.45454545454545;16.485129908768478;1.0579086666689848;1699694.9282479957;127016.74085174609;166498.44819820218;198994.27957074295;181420.5959123985;175868.279493702;153368.37011163268;135779.2656220504;121005.92802108586;124197.69436159373;136549.93226887746;109573.4034927446;89437.83154388938
all_resid_log;log;MG;etanolhidratado;ARIMA+SVR;sum;12;12;74754.0749254773;0.4038227018551819;45.45454545454545;13.352705550725991;1.1544737026889118;1778688.1873739564;118595.07825217643;201384.22527246777;210210.85501056424;185866.73736961966;192137.06600510236;148725.15906895237;134240.06620183124;125842.5441910917;114105.75764622257;141383.78234809075;110746.26632456837;100975.08510606339
error_deseasonal;deseasonal;MG;etanolhidratado;ARIMA+SVR;sum;12;12;87807.81860866828;0.44004656343724274;54.54545454545455;22.63349360082437;1.3122367000075523;1745008.2853545817;120342.86203681496;209782.46763052157;173407.93566773552;193946.9732623796;173380.77164950248;144470.97141881313;101747.61258948149;102470.60204899611;104831.9681303289;111994.87094604231;80468.49837819344;76260.15034199794
error_noresid_deseasonal;deseasonal;MG;etanolhidratado;ARIMA+SVR;sum;12;12;85482.09177520669;0.4117893347750119;45.45454545454545;25.64333605015839;1.2557519165417361;2034242.8491947507;115199.72690794937;170072.1763332179;186475.13843895035;180376.84524225796;162385.89051939128;139807.1826672434;110438.47569039918;101093.91044090161;104203.53028609604;106603.8261936768;84043.15496238973;70428.13946499072
error_resid_deseasonal;deseasonal;MG;etanolhidratado;ARIMA+SVR;sum;12;12;88819.69790892595;0.444431450719089;36.36363636363637;22.876637420689768;1.327331296435941;2464563.3020093497;118560.12744635786;189884.14478173992;189660.55921977753;191947.32550386386;181926.00121788817;144729.52186859667;108364.06110778665;103060.82938993156;110501.10371401411;106622.35855339374;76523.9895455615;66318.92408840386
all_resid_deseasonal;deseasonal;MG;etanolhidratado;ARIMA+SVR;sum;12;12;91226.05487307518;0.4830649364296465;36.36363636363637;19.59954149774233;1.4025859820050555;2532861.575572694;111768.53639907326;218420.1465031781;203677.9669131262;202425.46990405445;189573.00417965598;143470.54956530588;108282.01553319098;112061.6817022268;104166.31135170888;106551.16497205399;82150.12661719606;73032.85548309685
