DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;PI;etanolhidratado;ARIMA+SVR;sum;12;12;3113.006071975285;0.5189214596760405;45.45454545454545;24.618901917752776;1.2026059348608982;74237.44770268905;3686.419128897868;6731.7327436828455;7879.322248946359;6340.096665215446;5431.937545784315;4392.012364685774;2834.190203337823;1761.2818905920203;2267.4469903679565;2460.683550735474;2839.126535771798;1855.6711227160604
error_noresid_normal;normal;PI;etanolhidratado;ARIMA+SVR;sum;12;12;2994.516378404969;0.47398525246253315;45.45454545454545;26.023341413601898;1.1122352273943317;71352.90141020567;3602.46730178453;5658.828002563445;6996.701111518425;6942.53076037947;5048.487194919006;4670.863635203443;3025.766856420945;3372.8689111173217;2502.9885819436845;2461.8586025220825;1964.5812634536037;1328.7401915028445
error_resid_normal;normal;PI;etanolhidratado;ARIMA+SVR;sum;12;12;3373.174128883054;0.5459914570043546;45.45454545454545;23.093926108323995;1.2603489219610886;80480.96261881509;3494.9215601036367;6641.4982938839985;8273.713226990745;7153.010156431774;5618.353326997654;5314.404126194086;3824.2418984929263;2369.995694165344;2280.0780588145485;1519.8950524048428;1565.298853564409;1405.269959983515
all_resid_normal;normal;PI;etanolhidratado;ARIMA+SVR;sum;12;12;3612.45639057592;0.6135066607164995;36.36363636363637;21.279952155622034;1.3904020036316556;100519.09051984515;3611.383461620251;6502.781091424437;9670.421237664481;7455.277914860403;6498.451276699176;4579.25921916319;2650.4300208385002;649.2364980746743;2701.4275673373104;1109.9599635658278;2672.3591814489077;2526.315657505488
error_log;log;PI;etanolhidratado;ARIMA+SVR;sum;12;12;2893.335198196038;0.4998691242927215;36.36363636363637;12.273968041106293;1.1196509573448759;80366.91047185882;4097.8865876541195;7099.327053728119;8313.538622458209;7243.3835696923215;6284.0614239654205;5539.500007478344;3631.187487755146;2205.763407689509;2843.8157661350274;2769.218298838613;3462.0876432857312;2929.560791074707
error_noresid_log;log;PI;etanolhidratado;ARIMA+SVR;sum;12;12;2665.801150507075;0.44317181443146964;45.45454545454545;11.961920809193535;0.9948216076713555;63485.25507264203;3642.1772330876274;6104.838434050269;8075.616081355962;7383.513713690971;5886.910620937336;5354.407380949599;4334.009304682619;3780.7577374826546;3496.1885170112046;3604.779223826723;3304.6091167236145;1652.210544263974
error_resid_log;log;PI;etanolhidratado;ARIMA+SVR;sum;12;12;3112.7460892935087;0.5332881435377722;27.272727272727273;8.886006037693898;1.1898140612475119;98761.67082352683;3635.0811338494473;7611.281727102057;8914.394668955463;7129.430051457215;6495.075115852137;6416.68476383497;4999.685488962432;3419.306923014451;3512.1602502012506;2710.870037373204;1977.4975364490901;1776.766353920168
all_resid_log;log;PI;etanolhidratado;ARIMA+SVR;sum;12;12;3431.9368319986343;0.5923348719968947;27.272727272727273;7.8926381955058345;1.3021216555484352;108976.88723720967;3876.6390907682307;6950.673930253641;10444.073497796217;7865.928065458185;7294.47980599973;5927.973155671493;3558.25159161711;1472.749058779982;3537.150073671827;1427.8380641403542;2946.7320295560994;3934.611340973266
error_deseasonal;deseasonal;PI;etanolhidratado;ARIMA+SVR;sum;12;12;3591.740954769808;0.5975628880864008;45.45454545454545;12.282260658844995;1.3328882113392377;85776.36445161294;4049.89545754858;5952.249989542335;10211.287354486132;7337.780870170855;8533.347887513744;5474.361038975529;3910.023902237734;1374.3105364436;3099.395403944467;2232.127851796822;2879.8575908615685;1359.359536694993
error_noresid_deseasonal;deseasonal;PI;etanolhidratado;ARIMA+SVR;sum;12;12;3344.9621153477533;0.5427029870058021;27.272727272727273;14.359812649443956;1.222198923976498;106142.13560899388;4422.749583339693;5243.257910222407;8900.611836958687;8032.0415776361915;7784.727133473269;4628.593383099685;4343.324922597252;2796.2483950200008;3079.2901602883558;2939.310005480755;2277.7594762741046;629.9449465600578
error_resid_deseasonal;deseasonal;PI;etanolhidratado;ARIMA+SVR;sum;12;12;3765.009713808241;0.6184554375791224;36.36363636363637;11.494721562070087;1.3844264784625193;104771.48238240222;4366.948369875492;6068.124617530145;10332.193009415936;7596.091338982778;8620.409989678952;5878.242992317532;4313.833105482978;1517.2950196541224;3426.0499674585544;2197.7917844381286;1719.0123886041656;884.4956436255179
all_resid_deseasonal;deseasonal;PI;etanolhidratado;ARIMA+SVR;sum;12;12;4178.174202407807;0.6892090870144721;45.45454545454545;8.295106173251583;1.5189562888531405;99946.96989349317;4745.768352935576;6264.481888129119;11707.686230252886;8346.443235715353;9352.364297516979;5654.1965351699955;4001.3584598655048;-294.98055001517105;2473.225412739528;2052.475077926108;2776.912695937691;1898.3284355169653
