DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;595.484912769893;SC;queroseneiluminante;VARMA;['RS', 'MG', 'PR', 'SC'];(3, 4);12;12;19.911600696990526;0.5517949681013461;33.333333333333336;-13.447691729060631;50.602490317300074;60.608207265377445;47.596688813369724;62.04679092643052;56.269927477271;61.74751661724057;63.48034162763961;58.97576031205967;65.40761303480383;58.992797777512074;62.24353420776258;61.07640492986186
serie-desnormalizada;722.4534257109647;SC;queroseneiluminante;VARMA;['CE', 'PE', 'MA', 'SC'];(3, 3);12;12;19.3625072240142;0.534514837981852;16.666666666666668;-13.814046729779934;49.58540864484469;58.11403535990576;57.975216166656985;60.54476340564417;60.23863071520833;60.56694742000651;60.545208399371646;60.87552176014284;60.60671823353687;60.832224408889005;60.7101209062488;60.742996640669
