train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;291.8177631380968;GO;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.19681128154685656, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;1832.2040107008875;0.03386703159222007;72.72727272727273;1.3085165014637632;21664.567386232433;1.1796672138708475;49210.55769885851;46439.057119511475;47496.855821878016;46849.42960025309;47717.39516101133;49231.62004862666;47025.04853415671;46681.21720426242;48700.03027103807;50580.507740679546;47732.399785616384;46862.11246139974;[2668.373461141491, -467.61870951147284, 2262.5028781219808, 2198.9236597469135, 1859.9399789886738, 2035.622701373337, -1251.5503441567125, 757.2012757375778, -1645.724111038071, -2789.1200606795464, 1619.8556443836133, 369.0397086002631]
1990-01_2022-02;2022-03_2023-02;186.6360460887663;GO;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.14564531106157266, 'depth': 6, 'loss_function': 'RMSE', 'random_state': 42};12;12;1755.1423302223147;0.029894893808555437;54.54545454545455;-1.0836908216409813;34568.71406361852;0.8455605073139623;49257.584341251924;46546.01685629773;48934.340712194025;49621.092543863575;50644.956480759276;49530.53920727034;47497.44333324614;47955.73368251774;46515.15793064654;49579.252167473256;46765.7453544329;45395.831122140225;[1427.2598587480752, -3386.170846297726, 27.552407805975236, -901.7483438635754, -3203.492710759274, 1024.497022729658, -759.6788432461399, -2598.2916525177425, 1009.0051093534566, 173.8021825267424, 1605.910445567104, -617.8383721402279]
1990-01_2021-02;2021-03_2022-02;126.35016250470653;GO;glp;CATBOOST;{'iterations': 100, 'learning_rate': 0.24119190606349972, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;2417.076233547656;0.041030745191104896;81.81818181818181;-3.253179202821725;19072.80701729686;1.563847639117949;49923.44456651456;49522.2864883438;48065.15695250092;49946.667298771754;51847.575186451315;50209.412456203;49006.942018421665;50022.72004694038;48430.52317228066;50724.230850199274;48396.21206270921;46273.10280152787;[2148.9068834854406, -2534.7411983437996, -495.37072250092024, -376.622008771752, -636.3360564513132, -253.57549620299687, -4103.474628421667, -5036.72910694038, -2364.05759228066, -1793.537010199274, -2613.32619270921, -604.7767115278693]
1990-01_2020-02;2020-03_2021-02;159.27573662204668;GO;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.23592166838324105, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;2591.2281134970326;0.0395661651516462;72.72727272727273;3.4269359640389934;30645.807863258673;0.9407785081620099;47727.45538530435;47419.135886850454;47579.01298946773;46227.569975933;47929.178995741735;48023.74280540386;46487.50130883523;47796.29333009871;46629.62282257676;47886.330484141574;47160.87307979061;46577.40457482341;[5574.631574695653, 1475.485493149543, -394.22494946773077, 3460.2235040669984, 4736.270284258266, 2045.2626245961364, 1545.0294911647725, 1432.1015999012889, -581.7514425767658, 1812.839805858428, -631.3712697906085, -338.5024048234118]
1990-01_2019-02;2019-03_2020-02;110.53051611687988;GO;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.045602536810853606, 'depth': 5, 'loss_function': 'RMSE', 'random_state': 42};12;12;2598.981628062626;0.04082068816384739;36.36363636363637;3.4005058418377074;71662.92227535261;0.8713869563331308;47072.3153710237;46238.33392179196;42503.347086884954;44303.552188821384;45902.39204642556;46235.71911231076;44662.16098841596;45257.65050969401;46016.618592426064;45537.88411026786;45755.67007335635;45314.70966174104;[-1875.081671023705, 75.42694820804172, 4986.672843115048, -8.01957882138231, 4091.9195435744405, 2883.286317689235, -276.01786841596186, 3862.5614503059915, -56.39214242606249, 3131.6811097321333, 1094.9150666436544, 1267.1689582589606]
1990-01_2018-02;2018-03_2019-02;177.35026397975162;GO;glp;CATBOOST;{'iterations': 100, 'learning_rate': 0.27928867218370057, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;2904.4638059990857;0.041709903244741;81.81818181818181;-2.9757245978299025;22919.50784782858;0.6458996906663323;47247.8090474415;45989.359556157084;45769.98109312126;46821.69068244363;47127.77129178485;48061.75418937472;45762.18482267857;45612.08603375124;45612.73390087532;47360.10801103908;46628.98556090628;45234.42913532745;[-875.9141174414981, -633.6910761570834, -8406.475663121266, -4918.100107443628, -684.0955717848483, 429.961390625278, -1374.7210526785711, 526.8433162487563, 1292.380229124683, -539.4087310390823, -431.0634609062763, -488.1483353274525]
1990-01_2017-02;2017-03_2018-02;135.44564179098234;GO;glp;CATBOOST;{'iterations': 100, 'learning_rate': 0.1227532969083307, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;2275.322876518653;0.03886160676517466;81.81818181818181;3.1572244912341585;17952.116044539554;1.0001658292543911;45652.23713843111;44325.62133620982;45334.236719271816;44994.46991771621;44771.4149295404;46052.482124604096;44084.444861258526;44064.96231743031;44896.70932257308;45798.45611686584;44846.281505171246;43529.53575768215;[4967.779161568891, -1826.9546662098219, 2267.7705307281867, 2621.3285622837866, 2585.3350704596014, 2868.655115395901, 1284.2432087414709, -200.71198743030982, 304.36726742691826, 797.2904431341594, 2164.191324828753, -282.2223476821455]
1990-01_2016-02;2016-03_2017-02;147.34828518610448;GO;glp;CATBOOST;{'iterations': 100, 'learning_rate': 0.1315606181202005, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;1325.5447558573771;0.026317393266830264;72.72727272727273;-1.2479647327260388;15669.354105786615;0.8749047707341447;45044.96344541904;44527.054851669185;46188.87914856673;46147.90539593748;45228.01900363663;46181.0030489588;44590.37613453199;45098.097289424615;43828.824434286515;45783.3294121116;44995.46903739624;43378.07046586413;[804.9840145809649, -2155.071151669188, -1726.018638566733, -719.2296759374804, -1261.216463636636, 975.0368110411946, -1273.9033045319884, -2504.4432994246163, 901.144765713485, 774.9713078884015, -648.2045473962353, 163.77736413586535]
1990-01_2015-02;2015-03_2016-02;99.66825530538335;GO;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.14200180245257557, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;1835.667419187923;0.03479321192627303;72.72727272727273;-0.7386418212980145;21706.266210209753;1.3180334831881322;45270.89095642487;45111.35552819023;45231.85370544196;44203.88238551186;45279.72592752209;45502.66161078897;45485.44177722742;45511.73000508413;44892.202439448054;46006.534535420345;44894.753766594346;44225.07940829007;[2166.5510735751304, -290.6598781902285, -213.87725544195564, 1833.2679744881389, 1922.0258824779085, 1331.4108492110317, -2436.789607227416, -1901.2662350841274, -3327.033959448054, -105.16134542034706, -2423.755576594347, -525.9815782900696]
1990-01_2014-02;2014-03_2015-02;174.0311312112026;GO;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.18782190176325292, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;1327.4218655806312;0.02460498237114012;81.81818181818181;-0.017079017966856125;10465.073307836574;0.8295469267556996;43594.45699763499;43497.975647698724;44599.74185354877;44200.002113695555;45919.15620072263;44855.92050531072;44035.83149473207;44985.801295257035;43413.43992315753;46231.24314877767;45029.624673792896;43531.72820465993;[-269.4533776349854, 956.5623923012754, 473.4845964512351, -588.5021136955547, 1591.4452492773707, 1797.7805846892807, 174.90220526792837, 529.6787747429626, -1472.9381131575283, 952.6572112223294, -2972.2967737928993, -1264.4890746599267]
