train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;167.71086192084476;RS;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.28745923216449243, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;2387.8312732451272;0.031867598163619774;72.72727272727273;-0.09635870626848848;28232.269963184623;0.866510851477837;67656.91046257684;62669.920895688294;72818.71472204657;73477.59568504694;75507.15348227702;73121.75375151909;68629.28615750553;68952.92212747042;66881.97535587545;66225.44950656143;58567.959937156906;55021.81139529061;[1612.9663474231638, 1052.7349043117065, -2882.551682046571, 708.3517749530583, -2427.626312277018, 2487.2534984809026, -1865.6539075055334, 1272.275332529578, -816.661945875443, -5004.713996561433, 2744.230282843091, 2340.0925947093856]
1990-01_2022-02;2022-03_2023-02;111.78817300824448;RS;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.2990669209737912, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;2974.2587273617405;0.03111355095532894;72.72727272727273;-1.7405427600436358;35164.760348042226;0.8113396578220128;67334.62086471295;67482.51243071076;73503.40536107121;79383.9533460506;79527.86425538897;78278.39478414421;73069.02069660283;70111.65130760621;66624.6291921023;64649.03680373989;56888.51047226186;53028.89047760518;[-434.1516647129465, -3388.365690710765, 625.8102189287893, -2796.5493560506, -8137.46026538896, -88.61761414421198, -2458.082286602832, -1359.359637606205, 1716.3563178977056, -1081.7578137398887, 397.20510773813294, 2807.624012394823]
1990-01_2021-02;2021-03_2022-02;236.79744042130187;RS;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.2965671780639614, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;4008.615459423421;0.050670984630133364;72.72727272727273;-0.8653169967310347;47428.045174425984;1.1250708321431784;66705.31324052087;67336.109318465;68612.2776894114;74382.37096247633;76223.84799504846;75389.6083526623;71899.48378269807;70683.59598803542;68168.13835640515;66070.80726135119;63973.74215861125;58044.93434327206;[3353.7284294791316, -915.0440984649904, 4090.8690505885897, 3998.6163575236715, 5139.019754951543, -147.22792266229226, -2492.3388526980707, -1968.3659180354152, -5435.654656405153, -2693.861611351189, -8507.979478611247, -1520.745933272061]
1990-01_2020-02;2020-03_2021-02;203.35483247227967;RS;glp;CATBOOST;{'iterations': 100, 'learning_rate': 0.023063330840098248, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;2746.541245917873;0.035367363637317996;81.81818181818181;1.279317638691257;21665.744868508114;0.9296684505373987;66120.77870910967;67304.47960192249;71092.63578101783;73564.6227648929;76272.32924667683;74040.87773951252;70520.95771846974;69292.8129160901;65918.41658821347;64539.90792055909;58944.27100584052;57999.17858494006;[2402.0220108903304, -3259.3183719224908, -4343.268031017826, -316.7024748929107, 5196.893583323166, 1566.131320487475, 2297.8719915302645, 2274.1870839098992, -1453.6539082134695, 2518.294979440914, 1851.8721141594797, 1835.1456950599386]
1990-01_2019-02;2019-03_2020-02;154.42418946698308;RS;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.2742606527313042, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;4229.165327563882;0.044427824730874615;81.81818181818181;-2.7650406338370717;33377.75158110358;0.8598905268622169;67925.71804550693;70419.2247606789;75694.93343961748;77803.7004894102;87713.4129445676;74793.52036368239;70112.26029819035;72290.11459393839;64660.914243621475;61664.58390725709;55262.28643649334;57855.28635868082;[-3448.5857955069296, -2814.9711406788992, -4518.0475696174835, -10280.769329410206, -7019.8314245675865, 1930.3872463176085, -234.25667819034425, -301.97510393838456, -807.1461236214745, 1785.0918127429104, 3416.9255235066594, -205.87149868082633]
1990-01_2018-02;2018-03_2019-02;271.25519719999284;RS;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.2931204424582618, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;4568.3321948588355;0.05167821822453978;54.54545454545455;-2.705330748233006;90018.96542478362;0.9860202337717279;69318.92477711638;68382.25854291025;76825.30622441442;78716.69014506233;80655.73654933093;77805.42950048878;72665.04239726701;71816.14548708666;68038.30704930921;64291.42632677886;60254.04039073129;57134.41415285441;[-2207.3523171163833, -1257.7748429102503, -10638.496444414428, 5521.266374937681, -4317.0517693309375, 4401.755279511213, -6567.214497267007, -597.9099770866596, -2867.7436393092066, -2881.4281367788644, -1413.78133073129, 544.0314971455882]
1990-01_2017-02;2017-03_2018-02;187.83779461029917;RS;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.24878606597243177, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;3008.495122991572;0.03888288646591849;100.0;-2.1903092242162234;50.65338172646198;1.0969262322111943;69211.89277926132;68615.76395827481;78670.1937804002;81075.2527150494;82611.57090736614;79416.22698024585;70777.6372117806;75377.03016464566;66593.04241506213;65426.20100880065;63128.2908308052;55736.48393608163;[3934.779890738675, -2934.271208274804, -2205.530740400194, -3409.6887950493983, -4131.248447366146, -2129.426470245846, -1787.2770417806023, -5587.8499346456665, 1616.2566649378714, -1227.0802288006525, -2220.4194508052024, 1720.8602639183664]
1990-01_2016-02;2016-03_2017-02;136.05523329181597;RS;glp;CATBOOST;{'iterations': 100, 'learning_rate': 0.04179209904666237, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;2878.3364838095586;0.030904370308189825;72.72727272727273;0.6417248723567068;34030.41712244221;0.6754343287426718;69927.89780676921;70100.70059894223;73714.78338911847;77831.95718590924;80311.58722749149;77473.34599963858;73048.83949930688;72375.3092239395;69121.78426348277;67726.21483197805;61789.649167466276;58838.96864669595;[150.43733323078777, -2087.827408942234, 4502.982910881532, 5265.993904090763, -2646.5817974914826, 5158.297120361414, 1189.0300706931157, -2180.336393939506, 261.6016065172298, -474.18766197805235, -1399.7415574662737, -2235.1733566959447]
1990-01_2015-02;2015-03_2016-02;105.85292334668338;RS;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.15466683377601761, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;3033.284698180838;0.035073026498540195;63.63636363636363;-1.3613445853321315;47808.4663251219;0.9103277596325383;67965.61471723564;70633.62012992459;75861.60693187495;79641.28959397867;81606.09676289184;80283.25081136797;75181.9651852459;74508.67916473729;66801.44495520943;69651.1688013541;61971.89304886559;56583.07084831121;[2874.4178927643516, -769.2088999245898, -5167.340631874948, -467.162783978667, 521.5155571081559, -5852.535231367961, -2767.9959852458996, -6.072284737281734, 1074.8992447905766, -1809.4731513541046, -3316.407538865591, 4125.7769816887885]
1990-01_2014-02;2014-03_2015-02;119.00951175158843;RS;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.17202486757780777, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;2189.393689690134;0.025921597463298928;72.72727272727273;-1.8933775196708347;25880.388265000387;1.0498888539060285;69476.61333432076;73304.38363518166;79514.56664360655;80488.19812512932;86585.2141427632;78502.15771317003;74835.74131722857;76313.22822025853;68107.76377594142;67140.12027019289;60213.60791429304;58982.718941694875;[-745.0463043207565, -2279.05211518165, -2012.03947360655, -3662.8213151293166, -3593.7014627632016, 26.025256829962018, 666.3691927714244, -2210.3151802585344, -2690.8670359414245, -79.98078019288369, 2267.5098357069583, -1916.7497416948754]
