DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;402044.03665269684;PR;oleodiesel;SARIMA;{'p': 4, 'd': 1, 'q': 5, 'P': 2, 'D': 0, 'Q': 6, 's': 12};12;12;50868.751416977175;0.07063781450292256;81.81818181818181;7.404114147431883;1.0103080199742402;519870.7014475924;478626.2500168297;490695.467039431;492303.33286993223;524700.076080157;542384.9225676138;519104.695620859;519042.8246176537;489922.1592212001;478349.1206160857;480123.55031044985;490106.7981294046;-5.3015895901901136;5.434290669747071e-06;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
deseasonal;834975.8819695974;PR;oleodiesel;SARIMA;{'p': 4, 'd': 1, 'q': 6, 'P': 3, 'D': 0, 'Q': 6, 's': 12};12;12;52914.884306526685;0.07774301648157107;63.63636363636363;8.07250991075852;1.1015121244436354;531714.1318146589;483294.80240388686;488478.8388066877;490582.97019516607;519107.2487226966;540636.8730283924;513505.3153346434;517161.11762890196;488676.118617336;463452.3320265851;459759.2861586187;485368.23882854905;-4.9313461128500276;3.0292096571378008e-05;15;381;-3.4476305904172904;-2.869155980820355;-2.570827146203181;True
log;1052485.214915172;PR;oleodiesel;SARIMA;{'p': 3, 'd': 0, 'q': 4, 'P': 2, 'D': 0, 'Q': 2, 's': 12};12;12;53382.61855836508;0.07725951197256097;54.54545454545455;7.903943644030385;1.0980649160166114;529840.8185329717;489216.9842145743;484216.52284924523;490396.6682868875;519003.31660600594;535613.7486890302;512562.9908209758;520636.29791884206;490355.2989768993;472456.5310206239;463511.17856701935;484895.55246920575;-5.277021654459227;6.108796145565565e-06;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
