DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;317592.759493088;BA;gasolinac;ARMA;{'p': 13, 'd': 0, 'q': 9};12;12;16113.72831242254;0.06230913615439968;54.54545454545455;4.497294861096712;0.7083562173865422;169797.54053207528;170816.8173328376;174998.11449764663;176142.7196864973;190924.79880585487;194213.20581092077;200982.46235700042;193730.3383575732;177727.76181829313;215317.7199239451;185853.32275008925;176270.33409577745;-2.736510252784152;0.0679306660862497;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;False
deseasonal;194021.0102018864;BA;gasolinac;ARMA;{'p': 10, 'd': 0, 'q': 24};12;12;16388.80119872452;0.06731356469463169;72.72727272727273;6.172570421869326;0.7738184593504466;178120.8946429065;176088.49721042218;178215.94393174566;173853.6252503235;183187.33801668682;185149.69079544244;194495.8361548881;184596.3454957702;171211.0616516054;208786.53889413437;181669.22757805086;172338.81385102647;-3.375667870643824;0.011816853179541198;15;381;-3.4476305904172904;-2.869155980820355;-2.570827146203181;True
log;356794.10622033005;BA;gasolinac;ARMA;{'p': 21, 'd': 1, 'q': 22};12;12;18100.028446919176;0.06900490429440216;54.54545454545455;5.5223076810383365;0.7870806046380815;163705.107082146;168136.96928775962;173419.50133010393;175873.75294517106;190251.89318209904;195429.39378884947;201193.89791907632;190940.57477017737;176081.9754229411;211846.53556720488;181393.06620591384;174602.903965987;-2.739061145584819;0.06751943055071337;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;False
