DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;52473.6700044612;AL;gasolinac;ARMA;{'p': 11, 'd': 0, 'q': 5};12;12;3326.7401222721246;0.062555883567404;63.63636363636363;4.634141499970968;0.7607357804463794;37910.16890940092;35736.10818487057;37570.170941036304;35052.47836220738;39174.75908185353;41035.63876038351;43225.45865081243;41558.85355070858;41547.62581000081;46150.95708921348;41750.30544298773;40056.811975232944;-2.364548313833343;0.15199334103817164;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;False
deseasonal;50391.614535944434;AL;gasolinac;ARMA;{'p': 17, 'd': 0, 'q': 6};12;12;3195.4006757452776;0.0550970438417032;63.63636363636363;4.6743250020908365;0.6774171234379157;37689.76010734445;36435.571953701656;37701.423241258875;36080.796530187756;39652.97975508579;42136.75381398525;43356.60232171049;42583.474888328725;40523.18039015465;46084.07685785814;40278.58569130764;38043.553514188;-3.1817520453032144;0.021065539565288453;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;True
log;51916.39866175721;AL;gasolinac;ARMA;{'p': 15, 'd': 0, 'q': 1};12;12;3291.729623689273;0.059051208089156905;63.63636363636363;3.6198362601013576;0.7242380044036912;37181.8069828805;36144.15171069264;37287.134127017554;35966.072569916;40131.29688076691;42836.465876065864;44091.549973407695;43661.102181027454;41640.308310338005;46886.26280017263;41136.086367679454;38920.53123964895;-2.3834953688135623;0.14644900571503466;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;False
