DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
rf;PA;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1501.5665271314774;0.04332301217220788;72.72727272727273;-2.1801314975182526;0.7741347346082669;32989.953557791414;30778.00715589275;33920.2775703868;32049.733119750126;31508.394221082148;33225.40766922884;31423.857462379612;33630.727678061754;30721.60079650691;32180.514980337673;30134.87518638631;28901.798235309587
svr;PA;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1656.0272286624129;0.04370761484079333;45.45454545454545;-2.155941477541403;0.7784657444911879;32765.45821713341;34418.941666806735;31463.238082505843;32777.93042959862;30942.124104887866;31790.628829218032;32513.757029677283;31544.963807245076;31042.792551648985;31445.69968476064;30605.806215126166;30063.499345034903
ridge;PA;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1724.7504638499963;0.04619958834049744;45.45454545454545;-2.165913752030422;0.8215451299154399;32760.065963904457;34142.262124133704;31586.989780392945;33139.50406502825;30622.47003034203;31900.62944145718;32575.9112255629;31444.567247215575;31089.393507097666;31419.496546375478;30498.735532189723;30232.043608033848
linear;PA;glp;knn_rf_deepar_svr_catboost_arima;{};12;12;1726.341215371632;0.046256345459210584;45.45454545454545;-2.16624505630401;0.822573624357051;32759.53278604525;34146.329588506575;31582.559773181787;33141.79754005647;30619.369655460603;31901.842523387535;32577.006828428744;31443.16411622986;31090.63048786989;31417.7533645496;30499.33044706309;30233.98880643286
