DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
median;RR;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;5110.987056904058;0.2557223603187649;72.72727272727273;-24.21471117757796;0.8925011743201072;22372.46104100801;22021.46838784473;21810.006875561183;21394.801037289748;22698.53451703911;25508.892088703833;26659.90663638182;28208.559719747875;26780.688793365473;25905.598846842506;25039.176308032605;24497.074288217125
mean;RR;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;4918.164891702196;0.24385617705027549;81.81818181818181;-23.097885300293044;0.8513374206136062;21330.64910313589;22026.263389072923;21906.75228786562;21239.71231640236;22103.2811026542;25159.05095194647;26336.837770749666;27969.98541289569;27254.039851335798;25808.33512081833;25038.363099637274;24090.432788651367
softdtw_barycenter;RR;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;5168.743989987734;0.24767395661140593;90.9090909090909;-23.933825966066134;0.8821483611362114;20831.03521252772;24032.92689252828;22249.024820684368;18626.095257267694;22922.70271332753;24134.612146207415;26249.15052461015;30465.78740087735;27431.006047154577;26344.785850281038;26450.985427560907;22496.7314518467
DBA_subgradient;RR;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;5544.928496029107;0.26936961748525057;81.81818181818181;-25.33011659919458;0.9456312952771536;19072.249052548148;24458.60105272224;23016.823804752457;21811.32991973372;22999.804649329297;24667.017805979234;26905.374180197843;30613.574065386085;27369.601087725197;26209.009963814868;25996.31923086833;22407.579650191678
DBA;RR;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;5152.90313887346;0.24571962425958013;90.9090909090909;-23.69930168119944;0.8735043100833156;20187.801174172808;24116.46228354888;22330.972107538702;18972.39480815773;22884.259835347973;24097.364038151267;26076.56508266772;30550.753520295493;27399.03850606021;26135.383517421982;26504.793459736695;22426.049263467652
EBA_twe;RR;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;4469.520501485078;0.20927760564932332;81.81818181818181;-20.03283345460018;0.7554214895816305;21820.59847578351;19858.70508669537;19523.542761635592;18094.96752891821;20560.026023331047;25173.7233252992;26995.35147178236;28808.527987690282;28100.39249331845;25010.501070004993;25252.88337414791;23837.11899118254
