DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;6800.674946737599;PI;querosenedeaviacao;VARMA;['BA', 'PA', 'RN', 'PI'];(13, 8);12;12;374.7515661275534;0.21813995852870618;58.333333333333336;-1.0122384593504585;1496.2121331972096;1389.492652653022;1549.8380375053152;1449.2777177307262;1562.4287487834015;1447.6203908328819;1597.5670626814501;1621.539961137865;1605.4271461953945;1886.80378523516;1654.4442035860318;1294.3226074654729
serie-desnormalizada;6309.387525050893;PI;querosenedeaviacao;VARMA;['SE', 'AC', 'RO', 'PI'];(13, 12);12;12;347.7480608890244;0.2090414184062274;58.333333333333336;-2.746157884688016;1720.3253332101506;1491.6891325593572;1515.8135504605953;1474.93973337467;1570.2849577951185;1633.750621471335;1452.5358646827372;1599.6867585459752;1550.0629844273353;1781.0211541090073;1752.790951929064;1330.5776878898341
