DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;1771.6433430717723;AC;querosenedeaviacao;VARMA;['PI', 'RO', 'MA', 'AC'];(13, 12);12;12;81.57458971258175;0.09656544261814858;50.0;-5.1105121719266435;765.994700541744;775.1097083016483;743.063883845484;664.1807297237727;742.750452175411;798.3566006491654;805.7531521280941;785.1880912099734;814.2129894380511;859.8999567728039;781.6290170951703;709.6651671442135
serie-desnormalizada;1884.0371586657716;AC;querosenedeaviacao;VARMA;['RR', 'TO', 'PI', 'AC'];(13, 12);12;12;74.38284427728438;0.09040490453779203;41.666666666666664;-1.0053967200399758;699.2361413625881;733.7338873320348;697.1993515453128;733.0140080820771;642.0417623730162;718.6178797096936;763.0751358194661;749.3991545032189;781.4516008270152;830.3449035861918;910.0313566619686;626.5622282632771
