DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;28938.654975875324;AM;querosenedeaviacao;VARMA;['PA', 'ES', 'RS', 'AM'];(9, 8);12;12;2636.1490996577063;0.34843349059468126;75.0;-35.762058070210706;7362.223373406731;6625.630116983861;7021.287014715093;7015.032881729196;8220.619081077692;9579.324827176273;9985.794431976195;10953.736402485809;10596.307473528308;11057.17304393006;10447.481656236096;9462.752893680765
serie-desnormalizada;41413.88311810189;AM;querosenedeaviacao;VARMA;['PA', 'RS', 'PR', 'AM'];(9, 6);12;12;2837.8524800109044;0.36437335187534137;66.66666666666667;-37.56818401570068;7102.8898933274995;6491.431881957015;7199.903198768316;6935.046435571587;8227.250527065275;9005.847935503742;10086.509133405609;11122.278064922155;11241.193427270477;11697.969750962677;10785.259732360902;9872.928584830646
