DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;29924.32666406895;PR;querosenedeaviacao;VARMA;['RS', 'MG', 'DF', 'PR'];(3, 6);12;12;2055.86224850906;0.2769154823672203;66.66666666666667;-25.412590995840034;7877.216123262771;8663.98958886024;8823.03357420302;8727.876886793336;9330.307353178221;9439.301444913453;9479.769669678026;9945.237626745795;10161.953059753227;10124.24468265455;10129.632719116331;9985.779655575036
serie-desnormalizada;25803.19645612775;PR;querosenedeaviacao;VARMA;['RS', 'CE', 'PA', 'PR'];(9, 6);12;12;1423.7097480763964;0.18335915175523934;58.333333333333336;-16.38535352288442;8610.684638529865;8237.090976451189;7884.0296521411165;7503.601135435482;7930.851769021581;8973.906804198312;9234.898176698192;9389.740474999036;9316.240646549193;9145.77007892158;9449.904836554451;8900.28111177074
